Diagnosis_Plot,Age_Band,Source_Year,n,estimate,cv_approx,annual_pass
All other diagnoses,65-74,2023,1138,54600.0,0.22590466509696536,True
All other diagnoses,75+,2023,734,38400.0,0.2817089485104545,True
Strain/sprain,0-4,2024,43,,0.27445642096856837,False
Strain/sprain,5-9,2024,767,23600.0,0.12271589896012881,True
Strain/sprain,10-14,2024,4124,135800.0,0.08605068390364168,True
Strain/sprain,15-17,2024,3213,110100.0,0.08887475787838987,True
Strain/sprain,18-24,2024,1718,83600.0,0.11132958022592082,True
Strain/sprain,25-34,2024,1306,63300.0,0.08791719440204487,True
Strain/sprain,35-44,2024,858,42500.0,0.09829449614855253,True
Strain/sprain,45-54,2024,440,21700.0,0.11182949097766437,True
Strain/sprain,55-64,2024,296,15400.0,0.13073979349877807,True
Strain/sprain,65-74,2024,246,13600.0,0.14653282547069174,True
Strain/sprain,75+,2024,111,6100.0,0.19030129902429818,True
Fracture,0-4,2024,186,4400.0,0.16015444931099096,True
Fracture,5-9,2024,1523,37600.0,0.10984734286839193,True
Fracture,10-14,2024,5041,139300.0,0.09280652180895298,True
Fracture,15-17,2024,2150,67900.0,0.09190780935237175,True
Fracture,18-24,2024,1019,51000.0,0.1479453568808951,True
Fracture,25-34,2024,782,37600.0,0.09334006643578874,True
Fracture,35-44,2024,493,24500.0,0.11291085206594659,True
Fracture,45-54,2024,329,17400.0,0.13156362029941734,True
Fracture,55-64,2024,359,19800.0,0.14386355859312386,True
Fracture,65-74,2024,351,18700.0,0.16559014243570164,True
Fracture,75+,2024,304,15900.0,0.17993362730763687,True
Contusion/abrasion,0-4,2024,181,5400.0,0.15540552129849708,True
Contusion/abrasion,5-9,2024,726,23500.0,0.12775177779956906,True
Contusion/abrasion,10-14,2024,1931,66400.0,0.09482856890913177,True
Contusion/abrasion,15-17,2024,1160,45700.0,0.09573747537977378,True
Contusion/abrasion,18-24,2024,467,23900.0,0.10555225370425449,True
Contusion/abrasion,25-34,2024,359,17800.0,0.10484427939174057,True
Contusion/abrasion,35-44,2024,280,14600.0,0.11310028192188713,True
Contusion/abrasion,45-54,2024,165,8800.0,0.10487789014296933,True
Contusion/abrasion,55-64,2024,150,7900.0,0.13371836895760764,True
Contusion/abrasion,65-74,2024,126,6900.0,0.14331141916841383,True
Contusion/abrasion,75+,2024,128,7000.0,0.19058608637940064,True
Laceration/open wound,0-4,2024,293,10100.0,0.13680052956836244,True
Laceration/open wound,5-9,2024,821,26300.0,0.12622270124818377,True
Laceration/open wound,10-14,2024,905,29500.0,0.10358597202748582,True
Laceration/open wound,15-17,2024,668,26400.0,0.10937486819924351,True
Laceration/open wound,18-24,2024,590,31400.0,0.16974867673467076,True
Laceration/open wound,25-34,2024,365,18600.0,0.09982395693335659,True
Laceration/open wound,35-44,2024,225,11800.0,0.10743805325766849,True
Laceration/open wound,45-54,2024,137,7800.0,0.1574146147928595,True
Laceration/open wound,55-64,2024,121,7100.0,0.16963668764009765,True
Laceration/open wound,65-74,2024,118,6500.0,0.13644640279166445,True
Laceration/open wound,75+,2024,117,6400.0,0.16863621380931235,True
Internal injury,0-4,2024,225,5700.0,0.14936185442882977,True
Internal injury,5-9,2024,737,19400.0,0.12693792171844331,True
Internal injury,10-14,2024,1461,43500.0,0.11215345032494607,True
Internal injury,15-17,2024,824,26200.0,0.10478578459694024,True
Internal injury,18-24,2024,345,17100.0,0.11995050209081554,True
Internal injury,25-34,2024,188,9000.0,0.11919206779359245,True
Internal injury,35-44,2024,125,6500.0,0.11644755478757747,True
Internal injury,45-54,2024,107,4900.0,0.1584201332007673,True
Internal injury,55-64,2024,120,6000.0,0.17225550366753667,True
Internal injury,65-74,2024,199,10400.0,0.16005065016119993,True
Internal injury,75+,2024,219,10600.0,0.20827081262438124,True
All other diagnoses,0-4,2024,856,23900.0,0.19495170632181605,True
All other diagnoses,5-9,2024,2697,79600.0,0.14433819021503022,True
All other diagnoses,10-14,2024,7282,230100.0,0.1064728210825208,True
All other diagnoses,15-17,2024,5082,175500.0,0.09995415138971908,True
All other diagnoses,18-24,2024,3621,167500.0,0.11314762409567969,True
All other diagnoses,25-34,2024,2850,131200.0,0.10549427641091849,True
All other diagnoses,35-44,2024,2093,99600.0,0.10310900153558654,True
All other diagnoses,45-54,2024,1533,73500.0,0.1074861535600511,True
All other diagnoses,55-64,2024,1392,68800.0,0.1404942260559125,True
All other diagnoses,65-74,2024,1277,67000.0,0.1694143049735012,True
All other diagnoses,75+,2024,922,45700.0,0.22461337788210564,True
Strain/sprain,0-4,2025,34,,0.3044563756958248,False
Strain/sprain,5-9,2025,822,24100.0,0.15068590028697804,True
Strain/sprain,10-14,2025,4102,127200.0,0.10037718514814584,True
Strain/sprain,15-17,2025,3186,105400.0,0.08470055636100704,True
Strain/sprain,18-24,2025,1755,83900.0,0.12296067923713945,True
Strain/sprain,25-34,2025,1307,62100.0,0.09030447248746816,True
Strain/sprain,35-44,2025,840,39800.0,0.09855140982502109,True
Strain/sprain,45-54,2025,472,23900.0,0.1062502069544884,True
Strain/sprain,55-64,2025,322,16400.0,0.13697322225656944,True
Strain/sprain,65-74,2025,239,11900.0,0.1788918823982831,True
Strain/sprain,75+,2025,122,6400.0,0.20438814564179397,True
Fracture,0-4,2025,205,4200.0,0.18283627038151976,True
Fracture,5-9,2025,1658,41300.0,0.13207014033849607,True
Fracture,10-14,2025,5262,138700.0,0.09697031188961613,True
Fracture,15-17,2025,2179,66000.0,0.09171412520604633,True
Fracture,18-24,2025,993,47100.0,0.13972056866217056,True
Fracture,25-34,2025,721,33500.0,0.1006351303323054,True
Fracture,35-44,2025,530,25600.0,0.1101375512267472,True
Fracture,45-54,2025,322,16800.0,0.12251252684470794,True
Fracture,55-64,2025,368,19100.0,0.15441206276737943,True
Fracture,65-74,2025,400,20100.0,0.1373322908798321,True
Fracture,75+,2025,308,14700.0,0.17549829289521504,True
Contusion/abrasion,0-4,2025,200,5600.0,0.17206406948517153,True
Contusion/abrasion,5-9,2025,723,22000.0,0.13765845660132806,True
Contusion/abrasion,10-14,2025,1760,56400.0,0.10800053904524685,True
Contusion/abrasion,15-17,2025,997,35600.0,0.10244102570450046,True
Contusion/abrasion,18-24,2025,471,23000.0,0.10199885049158657,True
Contusion/abrasion,25-34,2025,353,17400.0,0.10246241464079446,True
Contusion/abrasion,35-44,2025,242,11700.0,0.11372042392193404,True
Contusion/abrasion,45-54,2025,144,7000.0,0.13023080962714595,True
Contusion/abrasion,55-64,2025,129,6600.0,0.17258882467795017,True
Contusion/abrasion,65-74,2025,149,7800.0,0.1632967647358063,True
Contusion/abrasion,75+,2025,135,7300.0,0.2033287025392335,True
Laceration/open wound,0-4,2025,317,8900.0,0.18934685890740247,True
Laceration/open wound,5-9,2025,853,24800.0,0.1232171051414,True
Laceration/open wound,10-14,2025,983,31200.0,0.10244998110775524,True
Laceration/open wound,15-17,2025,737,25900.0,0.10873569493576613,True
Laceration/open wound,18-24,2025,558,27800.0,0.15837696202914187,True
Laceration/open wound,25-34,2025,380,17800.0,0.11050189574849989,True
Laceration/open wound,35-44,2025,269,13500.0,0.10449990424035727,True
Laceration/open wound,45-54,2025,141,7400.0,0.13355542261766096,True
Laceration/open wound,55-64,2025,127,6800.0,0.16795485621124442,True
Laceration/open wound,65-74,2025,138,7200.0,0.1736886346747657,True
Laceration/open wound,75+,2025,158,8000.0,0.16419031572944018,True
Internal injury,0-4,2025,226,5400.0,0.14911921934475694,True
Internal injury,5-9,2025,801,22200.0,0.15523035800603283,True
Internal injury,10-14,2025,1509,43600.0,0.10880741365088979,True
Internal injury,15-17,2025,840,29100.0,0.10152793823826094,True
Internal injury,18-24,2025,421,20800.0,0.1524144748274791,True
Internal injury,25-34,2025,245,11400.0,0.11920444157321503,True
Internal injury,35-44,2025,137,6600.0,0.1277858689664058,True
Internal injury,45-54,2025,94,4300.0,0.16771745815652414,True
Internal injury,55-64,2025,111,4800.0,0.17526401175165757,True
Internal injury,65-74,2025,188,9000.0,0.17444808047723878,True
Internal injury,75+,2025,209,9500.0,0.24231614655869113,True
All other diagnoses,0-4,2025,916,24200.0,0.25501652839370587,True
All other diagnoses,5-9,2025,3104,82100.0,0.1867986549440898,True
All other diagnoses,10-14,2025,8405,241000.0,0.1162181402191417,True
All other diagnoses,15-17,2025,5713,173900.0,0.1025600264611307,True
All other diagnoses,18-24,2025,3803,168600.0,0.1169204651496552,True
All other diagnoses,25-34,2025,3072,137100.0,0.11182187190278887,True
All other diagnoses,35-44,2025,2272,103200.0,0.11149763662613404,True
All other diagnoses,45-54,2025,1619,76700.0,0.12443572606838697,True
All other diagnoses,55-64,2025,1625,75400.0,0.13240322717691688,True
All other diagnoses,65-74,2025,1489,70000.0,0.17104208941004992,True
All other diagnoses,75+,2025,1141,53000.0,0.22702437804989237,True
