Age_Display,n,estimate,se_bound,cv_bound,estimate_rounded,reportable,reason,percent,percent_se_bound,percent_cv_bound,years
35,4383,21500.0,2203.466811645832,0.10241164607453818,21500.0,True,passes conservative screen,0.9,0.07653527954766144,0.0867279958402741,9
36,4171,20400.0,2082.2906208975783,0.10189482214245861,20400.0,True,passes conservative screen,0.8,0.06913475000836761,0.08248253008281305,9
37,3782,18700.0,1970.5932412423276,0.10538600199130364,18700.0,True,passes conservative screen,0.8,0.06703971269708801,0.08741236878101732,9
38,3769,18800.0,1944.1979970118352,0.10318739377166267,18800.0,True,passes conservative screen,0.8,0.06434190855008255,0.08325971039440115,9
39,3570,17800.0,1959.4116913569499,0.1100682906123437,17800.0,True,passes conservative screen,0.7,0.06382267809646362,0.08741105367800855,9
40,3304,16600.0,1790.189679171627,0.10757439001639595,16600.0,True,passes conservative screen,0.7,0.06058878908643481,0.08876809927347973,9
41,3189,15900.0,1757.0215585610872,0.11075470873770775,15900.0,True,passes conservative screen,0.7,0.05484923816773959,0.08429668837027715,9
42,3121,15600.0,1769.591270226661,0.11351786273394825,15600.0,True,passes conservative screen,0.6,0.058817788691157516,0.09199299029805044,9
43,2880,14500.0,1653.5837654793515,0.11414155275059283,14500.0,True,passes conservative screen,0.6,0.05129437515143671,0.08632610078048572,9
44,2826,14000.0,1606.4851181186652,0.11437041405378874,14000.0,True,passes conservative screen,0.6,0.0494042167306747,0.08575428092131161,9
45,2690,13800.0,1563.2622138720446,0.11351775571044938,13800.0,True,passes conservative screen,0.6,0.049256782181398444,0.08720729337293405,9
46,2640,13200.0,1566.9468155364652,0.11894323485175232,13200.0,True,passes conservative screen,0.5,0.045090201100913385,0.08344925551038032,9
47,2615,13300.0,1617.7475660313894,0.12204828439903895,13300.0,True,passes conservative screen,0.5,0.05243079497701371,0.09644110357752415,9
48,2516,12500.0,1470.3546965260007,0.11794380526391149,12500.0,True,passes conservative screen,0.5,0.04820504742719394,0.09427582500075124,9
49,2331,12000.0,1471.1010936416976,0.12284902903632637,12000.0,True,passes conservative screen,0.5,0.04476536676250193,0.09114359649025548,9
50,2326,12000.0,1468.5174521860406,0.12234619439660648,12000.0,True,passes conservative screen,0.5,0.04697525028442052,0.09541908778548783,9
51,2334,11800.0,1504.020750219784,0.12744298338787677,11800.0,True,passes conservative screen,0.5,0.04449930252801037,0.09193272011100075,9
52,2420,12500.0,1564.5425208338252,0.12467671762145387,12500.0,True,passes conservative screen,0.5,0.044021460540599085,0.08552975763520193,9
53,2358,12100.0,1566.7862930613535,0.12908343999710864,12100.0,True,passes conservative screen,0.5,0.04942389675029526,0.09927789392294525,9
54,2070,10900.0,1485.2989692959607,0.13578964887825787,10900.0,True,passes conservative screen,0.4,0.041870005443619206,0.0933277095975629,9
55,2106,10700.0,1546.2003163377333,0.14466905070944538,10700.0,True,passes conservative screen,0.4,0.04903879466203586,0.11186763729334803,9
56,2132,11200.0,1578.8699144393895,0.1409994824865306,11200.0,True,passes conservative screen,0.5,0.047172997831833326,0.10271158958806095,9
