Disposition_Label,Age_Band,Source_Year,n,estimate,cv_approx,annual_pass
TREATED AND TRANSFERRED,0-4,2024,25,1400.0,0.24841781663074017,True
TREATED AND TRANSFERRED,5-9,2024,42,1900.0,0.22103807152380067,True
TREATED AND TRANSFERRED,10-14,2024,101,4900.0,0.21623803778148146,True
TREATED AND TRANSFERRED,15-17,2024,44,2900.0,0.1914980874144296,True
TREATED AND TRANSFERRED,18-24,2024,30,1600.0,0.23790586634018332,True
TREATED AND TRANSFERRED,25-34,2024,19,,0.331014232973434,False
TREATED AND TRANSFERRED,35-44,2024,17,,0.29285406325474855,False
TREATED AND TRANSFERRED,45-54,2024,17,,0.3077067604181682,False
TREATED AND TRANSFERRED,55-64,2024,22,,0.2991858332998561,False
TREATED AND TRANSFERRED,65-74,2024,31,2000.0,0.25029815139790296,True
TREATED AND TRANSFERRED,75+,2024,32,1800.0,0.26965857175417757,True
TREATED AND ADMITTED/HOSPITALIZED,0-4,2024,124,,0.44727482546924313,False
TREATED AND ADMITTED/HOSPITALIZED,5-9,2024,206,3600.0,0.2941525200366948,True
TREATED AND ADMITTED/HOSPITALIZED,10-14,2024,441,7200.0,0.24592518410663256,True
TREATED AND ADMITTED/HOSPITALIZED,15-17,2024,328,7100.0,0.2146982311227666,True
TREATED AND ADMITTED/HOSPITALIZED,18-24,2024,222,9600.0,0.17595444063828755,True
TREATED AND ADMITTED/HOSPITALIZED,25-34,2024,203,8900.0,0.1704903329156777,True
TREATED AND ADMITTED/HOSPITALIZED,35-44,2024,153,7600.0,0.20370933555297838,True
TREATED AND ADMITTED/HOSPITALIZED,45-54,2024,184,8800.0,0.21114861968417936,True
TREATED AND ADMITTED/HOSPITALIZED,55-64,2024,274,13200.0,0.24374251598366195,True
TREATED AND ADMITTED/HOSPITALIZED,65-74,2024,375,18400.0,0.3022468855020381,True
TREATED AND ADMITTED/HOSPITALIZED,75+,2024,446,22000.0,0.31211455030372015,True
HELD FOR OBSERVATION,0-4,2024,3,,0.796008447530952,False
HELD FOR OBSERVATION,5-9,2024,4,,0.5706063632932558,False
HELD FOR OBSERVATION,10-14,2024,13,,0.594168771629918,False
HELD FOR OBSERVATION,15-17,2024,8,,0.5049837856561402,False
HELD FOR OBSERVATION,18-24,2024,19,,0.4130217054222724,False
HELD FOR OBSERVATION,25-34,2024,25,,0.34043713276184,False
HELD FOR OBSERVATION,35-44,2024,34,1600.0,0.2777772226311098,True
HELD FOR OBSERVATION,45-54,2024,25,,0.387104686847336,False
HELD FOR OBSERVATION,55-64,2024,30,,0.45397479820335923,False
HELD FOR OBSERVATION,65-74,2024,39,1900.0,0.30946951001797207,True
HELD FOR OBSERVATION,75+,2024,36,,0.46237717179002835,False
"FATALITY INCL. DOA, DIED IN ER",0-4,2024,6,,0.46677508104127324,False
"FATALITY INCL. DOA, DIED IN ER",5-9,2024,2,,0.6546536707079771,False
"FATALITY INCL. DOA, DIED IN ER",10-14,2024,1,,1.0000000000000002,False
"FATALITY INCL. DOA, DIED IN ER",15-17,2024,1,,0.9999999999999999,False
"FATALITY INCL. DOA, DIED IN ER",18-24,2024,0,,,False
"FATALITY INCL. DOA, DIED IN ER",25-34,2024,1,,1.0000000000000002,False
"FATALITY INCL. DOA, DIED IN ER",35-44,2024,1,,1.0000000000000002,False
"FATALITY INCL. DOA, DIED IN ER",45-54,2024,2,,0.7376941904932769,False
"FATALITY INCL. DOA, DIED IN ER",55-64,2024,5,,0.43989078065786813,False
"FATALITY INCL. DOA, DIED IN ER",65-74,2024,9,,0.42863093088827303,False
"FATALITY INCL. DOA, DIED IN ER",75+,2024,4,,0.5554001031161662,False
TREATED/EXAMINED AND RELEASED,0-4,2025,1748,45600.0,0.18708313828142045,True
TREATED/EXAMINED AND RELEASED,5-9,2025,7584,207000.0,0.14856045941108223,True
TREATED/EXAMINED AND RELEASED,10-14,2025,21087,617100.0,0.1003037108393974,True
TREATED/EXAMINED AND RELEASED,15-17,2025,13094,421000.0,0.08767651927954917,True
TREATED/EXAMINED AND RELEASED,18-24,2025,7523,351500.0,0.11641137093445315,True
TREATED/EXAMINED AND RELEASED,25-34,2025,5602,259500.0,0.09347819721795045,True
TREATED/EXAMINED AND RELEASED,35-44,2025,3973,187500.0,0.09635755437487081,True
TREATED/EXAMINED AND RELEASED,45-54,2025,2478,122400.0,0.10875597722437186,True
TREATED/EXAMINED AND RELEASED,55-64,2025,2259,110200.0,0.1166282672954444,True
TREATED/EXAMINED AND RELEASED,65-74,2025,2044,100400.0,0.13800629560265132,True
TREATED/EXAMINED AND RELEASED,75+,2025,1418,69200.0,0.17002231239801283,True
TREATED AND TRANSFERRED,0-4,2025,11,,0.39705803718856886,False
TREATED AND TRANSFERRED,5-9,2025,56,2900.0,0.18289131367452305,True
TREATED AND TRANSFERRED,10-14,2025,94,5400.0,0.17276410599646766,True
TREATED AND TRANSFERRED,15-17,2025,53,2400.0,0.22002641568288622,True
TREATED AND TRANSFERRED,18-24,2025,37,1800.0,0.24192011124170298,True
TREATED AND TRANSFERRED,25-34,2025,23,1200.0,0.22224915848177698,True
TREATED AND TRANSFERRED,35-44,2025,22,,0.27930155241061594,False
TREATED AND TRANSFERRED,45-54,2025,24,1600.0,0.26500083036732963,True
TREATED AND TRANSFERRED,55-64,2025,21,,0.3530802980389789,False
TREATED AND TRANSFERRED,65-74,2025,29,1400.0,0.2747304016545152,True
TREATED AND TRANSFERRED,75+,2025,25,1400.0,0.2689148792767688,True
TREATED AND ADMITTED/HOSPITALIZED,0-4,2025,119,,0.45748360538292787,False
TREATED AND ADMITTED/HOSPITALIZED,5-9,2025,230,4400.0,0.27961371504005517,True
TREATED AND ADMITTED/HOSPITALIZED,10-14,2025,596,9200.0,0.23460789056784448,True
TREATED AND ADMITTED/HOSPITALIZED,15-17,2025,321,7300.0,0.18265047403229603,True
TREATED AND ADMITTED/HOSPITALIZED,18-24,2025,256,11000.0,0.18403860632965605,True
TREATED AND ADMITTED/HOSPITALIZED,25-34,2025,233,9800.0,0.18766736123490876,True
TREATED AND ADMITTED/HOSPITALIZED,35-44,2025,169,6800.0,0.18389123377657693,True
TREATED AND ADMITTED/HOSPITALIZED,45-54,2025,205,8900.0,0.19436834128083427,True
TREATED AND ADMITTED/HOSPITALIZED,55-64,2025,305,13700.0,0.27751325857850806,True
TREATED AND ADMITTED/HOSPITALIZED,65-74,2025,452,21200.0,0.2899489532483298,True
TREATED AND ADMITTED/HOSPITALIZED,75+,2025,547,,0.33406417345363715,False
HELD FOR OBSERVATION,0-4,2025,4,,0.557212441451068,False
HELD FOR OBSERVATION,5-9,2025,6,,0.569120527646539,False
HELD FOR OBSERVATION,10-14,2025,23,,0.4921028553598207,False
HELD FOR OBSERVATION,15-17,2025,26,,0.592457623706483,False
HELD FOR OBSERVATION,18-24,2025,20,,0.3905357532218071,False
HELD FOR OBSERVATION,25-34,2025,22,,0.34862512524468803,False
HELD FOR OBSERVATION,35-44,2025,23,,0.38690855661226886,False
HELD FOR OBSERVATION,45-54,2025,25,,0.30870180669227915,False
HELD FOR OBSERVATION,55-64,2025,39,,0.43695949023543945,False
HELD FOR OBSERVATION,65-74,2025,46,,0.40520238127829517,False
HELD FOR OBSERVATION,75+,2025,54,,0.37535474477747355,False
"FATALITY INCL. DOA, DIED IN ER",0-4,2025,5,,0.5201766004585986,False
"FATALITY INCL. DOA, DIED IN ER",5-9,2025,2,,0.8874542404896227,False
"FATALITY INCL. DOA, DIED IN ER",10-14,2025,2,,0.8230585310235806,False
"FATALITY INCL. DOA, DIED IN ER",15-17,2025,1,,1.0,False
"FATALITY INCL. DOA, DIED IN ER",18-24,2025,1,,1.0000000000000002,False
"FATALITY INCL. DOA, DIED IN ER",25-34,2025,4,,0.4190746633565708,False
"FATALITY INCL. DOA, DIED IN ER",35-44,2025,4,,0.6911286291157834,False
"FATALITY INCL. DOA, DIED IN ER",45-54,2025,4,,0.5022137051778319,False
"FATALITY INCL. DOA, DIED IN ER",55-64,2025,6,,0.47611986896857483,False
"FATALITY INCL. DOA, DIED IN ER",65-74,2025,9,,0.4132232246953588,False
"FATALITY INCL. DOA, DIED IN ER",75+,2025,4,,0.5435683915160668,False
