Activity,Profile_Age,n,estimate,se_bound,cv_bound,estimate_rounded,reportable,reason,percent,percent_se_bound,percent_cv_bound,years
Exercise/fitness,80+,4255,20600.0,4072.6939086398006,0.19750243865902214,20600.0,True,passes conservative screen,5.5,0.6567699522756121,0.12049326193219131,10
Football,0-4,333,,220.14394622457908,0.30630947985046547,,False,estimate < 1200,,0.07190776222149187,0.279695578110191,10
Football,5-9,9650,23600.0,3598.3823453591526,0.152224219367999,23600.0,True,passes conservative screen,8.5,0.6459553785792869,0.07638975253687365,10
Football,10-14,42914,121200.0,14371.371043704701,0.11859207273998162,121200.0,True,passes conservative screen,43.3,1.2997607995690952,0.029983134170356973,10
Football,15-19,27806,96400.0,10229.060350394273,0.10615212054001841,96400.0,True,passes conservative screen,34.5,0.9022079230803398,0.026173132643610868,10
Football,20-24,3388,14000.0,2028.3253183090292,0.14524325230091922,14000.0,True,passes conservative screen,5.0,0.709446854684633,0.14201504545041818,10
Football,25-29,2102,8400.0,1029.7690660118258,0.12266806033409378,8400.0,True,passes conservative screen,3.0,0.40635057522348594,0.13531585048870104,10
Football,30-34,1398,5500.0,703.0160025269563,0.12822748249567015,5500.0,True,passes conservative screen,2.0,0.2822074565411278,0.14389328442642685,10
Football,35-39,840,3600.0,544.0147596607605,0.15177687344300175,3600.0,True,passes conservative screen,1.3,0.1991066000293105,0.15528757644411695,10
Football,40-44,522,2300.0,428.2532267097264,0.18952135692433436,2300.0,True,passes conservative screen,0.8,0.1471317182075204,0.1820203546030675,10
Football,45-49,290,1300.0,293.55224892138716,0.22857822367822175,1300.0,True,passes conservative screen,0.5,0.10580508628369317,0.230309643640849,10
Football,50-54,209,,247.30717838346692,0.2636526486279121,,False,estimate < 1200,,0.08893228131663519,0.2650397329803586,10
Football,55-59,146,,214.13951183652748,0.3532581196293805,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.07630327065705068,0.3518800415790537,10
Football,60-64,99,,177.41490973855156,0.392771020917044,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.06167209571442986,0.3816753967783073,10
Football,65-69,66,,150.88416139774438,0.4704774687567966,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.05402267307233579,0.4708985813028334,10
Football,70-74,36,,119.13056498234354,0.5997447936772586,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.0424103132232312,0.596857837709509,10
Football,75-79,21,,60.93972166026094,0.615020533849758,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.02291935105296487,0.6466177208305963,10
Football,80+,12,,56.06636359484288,0.9337619489534155,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.020247846394079085,0.9426896888891694,10
Soccer,0-4,781,1600.0,409.3606861488852,0.25975351766873334,1600.0,True,passes conservative screen,0.8,0.15277654310145355,0.19099159547095362,10
Soccer,5-9,8330,20700.0,4223.030010921351,0.2042100484312411,20700.0,True,passes conservative screen,10.5,1.0381294710267548,0.09890237775635784,10
Soccer,10-14,27044,69200.0,11575.938498456544,0.16737081298169487,69200.0,True,passes conservative screen,35.1,1.6602476590876631,0.04729319594641844,10
Soccer,15-19,19192,56400.0,7611.267823787444,0.1349638894368896,56400.0,True,passes conservative screen,28.6,1.04278392853829,0.036429833177835096,10
Soccer,20-24,4345,16800.0,2358.790580400205,0.1404279401396382,16800.0,True,passes conservative screen,8.5,0.950408478050199,0.11147480322483229,10
Soccer,25-29,2675,9800.0,1481.5278365378686,0.15163644522826072,9800.0,True,passes conservative screen,5.0,0.6345685075187861,0.12796009857841298,10
Soccer,30-34,1994,7700.0,1245.3476979907034,0.16175510380226177,7700.0,True,passes conservative screen,3.9,0.5025470728698329,0.12860160539547236,10
Soccer,35-39,1353,5200.0,946.6301886416301,0.18157658756278247,5200.0,True,passes conservative screen,2.6,0.372500065336998,0.14076935637860913,10
Soccer,40-44,999,3900.0,738.7924787289519,0.1881971819031813,3900.0,True,passes conservative screen,2.0,0.3210339965039179,0.1611179575280801,10
Soccer,45-49,611,2400.0,546.294212882167,0.22545154294767683,2400.0,True,passes conservative screen,1.2,0.22789094078455524,0.18529169120874825,10
Soccer,50-54,373,1500.0,408.3722241211277,0.28104453805342605,1500.0,True,passes conservative screen,0.7,0.1769420975128058,0.23991223533492756,10
Soccer,55-59,174,,220.72197259397177,0.33270039517009287,,False,"estimate < 1200; CV bound outside [0, 0.33]",,0.10085957033897511,0.2995209011209838,10
Soccer,60-64,125,,185.0980950870021,0.367144281306983,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.0878438536314209,0.3432799753159514,10
Soccer,65-69,74,,125.59199019056662,0.40595167700271745,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.06128069812636584,0.3902459220782113,10
Soccer,70-74,42,,82.70679306656915,0.4989785539291131,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.04308929317269937,0.5121678822537595,10
Soccer,75-79,36,,93.02382802585012,0.5567080531481114,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.04742854498899967,0.5592105679178,10
Soccer,80+,20,,76.0064225097742,0.6853445987531407,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.0395837001483375,0.7031975727629823,10
Swimming/diving,0-4,6582,,7465.257493015524,0.3681627114547161,,False,"CV bound outside [0, 0.33]",,2.1118372553933584,0.19083528294208454,10
Swimming/diving,5-9,12467,40500.0,11850.26650287809,0.2925292221672945,40500.0,True,passes conservative screen,22.1,2.464030540591873,0.11145266144027834,10
Swimming/diving,10-14,10441,35000.0,7858.966256315636,0.2244381002273857,35000.0,True,passes conservative screen,19.1,1.2288874810717865,0.06430525994703691,10
Swimming/diving,15-19,4536,17700.0,2964.494632025803,0.16741664642998705,17700.0,True,passes conservative screen,9.7,0.7904873422037443,0.08179864475964035,10
