Activity,Cluster_Region,Source_Year,n,estimate,cv_approx,annual_pass
Baseball/softball,Trunk/spine,2021,229,6800.0,0.16898939505847377,True
Baseball/softball,Lower limb,2021,831,28600.0,0.12186362116567225,True
Baseball/softball,Other/systemic,2021,62,2600.0,0.22126591739595428,True
Weight training,Head/neck,2021,280,10700.0,0.1260556365151638,True
Weight training,Upper limb,2021,698,25000.0,0.09730690951428028,True
Weight training,Trunk/spine,2021,839,32400.0,0.11252835716605379,True
Weight training,Lower limb,2021,484,16000.0,0.11382429170017765,True
Weight training,Other/systemic,2021,42,1500.0,0.21904422558348677,True
Other sport/recreation,Head/neck,2021,399,11600.0,0.1671786310462225,True
Other sport/recreation,Upper limb,2021,591,18000.0,0.14363688042570805,True
Other sport/recreation,Trunk/spine,2021,162,4800.0,0.254537000656416,True
Other sport/recreation,Lower limb,2021,749,21100.0,0.1590455485638787,True
Other sport/recreation,Other/systemic,2021,50,,0.4243725770088113,False
Combat sports,Head/neck,2021,411,13600.0,0.12382256343709028,True
Combat sports,Upper limb,2021,734,24700.0,0.13321359478348943,True
Combat sports,Trunk/spine,2021,243,8600.0,0.13255910239736318,True
Combat sports,Lower limb,2021,476,15900.0,0.15403808930992982,True
Combat sports,Other/systemic,2021,17,,0.3431241353353338,False
Other ball sports,Head/neck,2021,466,13400.0,0.1642975194533035,True
Other ball sports,Upper limb,2021,614,18700.0,0.1717788417096342,True
Other ball sports,Trunk/spine,2021,162,,0.3802822709353545,False
Other ball sports,Lower limb,2021,509,17000.0,0.15746244410121227,True
Other ball sports,Other/systemic,2021,69,1800.0,0.20315320776361825,True
Gymnastics/cheerleading,Head/neck,2021,383,9700.0,0.16911250912158135,True
Gymnastics/cheerleading,Upper limb,2021,615,16500.0,0.18162480443779253,True
Gymnastics/cheerleading,Trunk/spine,2021,148,4400.0,0.17326248343274814,True
Gymnastics/cheerleading,Lower limb,2021,433,11300.0,0.18121765823891467,True
Gymnastics/cheerleading,Other/systemic,2021,23,,0.31375206655398674,False
Volleyball,Head/neck,2021,177,5500.0,0.19295149329560324,True
Volleyball,Upper limb,2021,393,12700.0,0.15323245798519153,True
Volleyball,Trunk/spine,2021,85,2800.0,0.17425613552748406,True
Volleyball,Lower limb,2021,526,17100.0,0.1396113894332569,True
Volleyball,Other/systemic,2021,7,,0.5354831262008108,False
Snow sports,Head/neck,2021,294,13600.0,0.3132852628869025,True
Snow sports,Upper limb,2021,517,22700.0,0.28145010831412076,True
Snow sports,Trunk/spine,2021,171,7900.0,0.30835595316868114,True
Snow sports,Lower limb,2021,349,16700.0,0.3293766817495044,True
Snow sports,Other/systemic,2021,4,,0.5237750399863722,False
Hockey,Head/neck,2021,417,11200.0,0.21385099913361547,True
Hockey,Upper limb,2021,426,11900.0,0.22460507463319437,True
Hockey,Trunk/spine,2021,118,3800.0,0.2373824757800668,True
Hockey,Lower limb,2021,198,5600.0,0.20682773983482047,True
Hockey,Other/systemic,2021,8,,0.4482009947200269,False
Fishing,Head/neck,2021,150,7000.0,0.17700925615438792,True
Fishing,Upper limb,2021,645,33400.0,0.17826196442707273,True
Fishing,Trunk/spine,2021,79,3700.0,0.16391496258458357,True
Fishing,Lower limb,2021,231,10900.0,0.168582181213432,True
Fishing,Other/systemic,2021,29,1300.0,0.2561232003944888,True
Basketball,Head/neck,2022,1933,61800.0,0.10181688732604012,True
Basketball,Upper limb,2022,2802,88800.0,0.11813866331286156,True
Basketball,Trunk/spine,2022,651,22000.0,0.12308084508376468,True
Basketball,Lower limb,2022,4129,136300.0,0.10858544015111628,True
Basketball,Other/systemic,2022,102,3600.0,0.2047566596688141,True
Exercise/fitness,Head/neck,2022,1189,49200.0,0.14595883081586655,True
Exercise/fitness,Upper limb,2022,1236,51500.0,0.11961102974833236,True
Exercise/fitness,Trunk/spine,2022,2355,102000.0,0.15712455417073862,True
Exercise/fitness,Lower limb,2022,2662,116300.0,0.10797114204994485,True
Exercise/fitness,Other/systemic,2022,618,29900.0,0.19286638023414246,True
Football,Head/neck,2022,1874,57300.0,0.1307176588933104,True
Football,Upper limb,2022,3556,110300.0,0.13834229500067102,True
Football,Trunk/spine,2022,648,20800.0,0.1310773565169842,True
Football,Lower limb,2022,2378,73500.0,0.127240606734852,True
Football,Other/systemic,2022,76,2900.0,0.24451933395023073,True
Soccer,Head/neck,2022,1246,36300.0,0.1584020718271103,True
Soccer,Upper limb,2022,1760,47500.0,0.15134814672527905,True
Soccer,Trunk/spine,2022,526,14500.0,0.12777084773799466,True
Soccer,Lower limb,2022,2671,77900.0,0.16322925686719766,True
Soccer,Other/systemic,2022,66,2100.0,0.24373965658202087,True
Swimming/diving,Head/neck,2022,2726,106700.0,0.3209164055943601,True
Swimming/diving,Upper limb,2022,356,15900.0,0.19279579506233546,True
Swimming/diving,Trunk/spine,2022,361,15400.0,0.16621484763539543,True
Swimming/diving,Lower limb,2022,711,28500.0,0.16521479746578932,True
Swimming/diving,Other/systemic,2022,515,18500.0,0.29737645602249385,True
Baseball/softball,Head/neck,2022,1531,53200.0,0.12209220207878499,True
Baseball/softball,Upper limb,2022,1015,39200.0,0.13859879314354875,True
Baseball/softball,Trunk/spine,2022,226,8800.0,0.16082460602209375,True
Baseball/softball,Lower limb,2022,839,33000.0,0.11405549800095438,True
Baseball/softball,Other/systemic,2022,54,1800.0,0.23568978159177348,True
Weight training,Head/neck,2022,306,12200.0,0.1391657353135135,True
Weight training,Upper limb,2022,698,27800.0,0.1040038728131493,True
Weight training,Trunk/spine,2022,792,33100.0,0.12460862107992982,True
Weight training,Lower limb,2022,479,18200.0,0.1252083949595054,True
Weight training,Other/systemic,2022,39,1700.0,0.24425393700205889,True
Other sport/recreation,Head/neck,2022,539,16000.0,0.13576349168435017,True
Other sport/recreation,Upper limb,2022,723,22600.0,0.16294021673324993,True
Other sport/recreation,Trunk/spine,2022,238,8000.0,0.17712938698843522,True
Other sport/recreation,Lower limb,2022,866,28500.0,0.17373077865689282,True
Other sport/recreation,Other/systemic,2022,66,,0.34259907078019597,False
Combat sports,Head/neck,2022,568,18300.0,0.14198916595451394,True
Combat sports,Upper limb,2022,899,32800.0,0.11136951722136998,True
Combat sports,Trunk/spine,2022,258,10100.0,0.1524571173967994,True
Combat sports,Lower limb,2022,511,18600.0,0.14901237178167934,True
Combat sports,Other/systemic,2022,28,1400.0,0.22940435015116548,True
Other ball sports,Head/neck,2022,532,16200.0,0.18605820531130463,True
Other ball sports,Upper limb,2022,654,22400.0,0.14255379246562536,True
Other ball sports,Trunk/spine,2022,158,,0.35381424504320963,False
Other ball sports,Lower limb,2022,486,18200.0,0.15098625018291884,True
Other ball sports,Other/systemic,2022,85,2900.0,0.2435048879241199,True
Gymnastics/cheerleading,Head/neck,2022,406,12000.0,0.21766157596735958,True
Gymnastics/cheerleading,Upper limb,2022,600,19500.0,0.19795632583243872,True
Gymnastics/cheerleading,Trunk/spine,2022,147,4300.0,0.22874339163614515,True
Gymnastics/cheerleading,Lower limb,2022,480,15900.0,0.19179741065101372,True
Gymnastics/cheerleading,Other/systemic,2022,27,,0.4040545472669556,False
Volleyball,Head/neck,2022,270,8200.0,0.14194090050523456,True
Volleyball,Upper limb,2022,457,15700.0,0.1587586641087627,True
Volleyball,Trunk/spine,2022,109,4000.0,0.18157641125535007,True
Volleyball,Lower limb,2022,625,21400.0,0.15374301644892654,True
Volleyball,Other/systemic,2022,16,,0.3796737182186369,False
Snow sports,Head/neck,2022,344,16100.0,0.28050173868247247,True
Snow sports,Upper limb,2022,522,26800.0,0.30831520862549205,True
Snow sports,Trunk/spine,2022,179,8900.0,0.311938053903791,True
Snow sports,Lower limb,2022,336,,0.3376017845715644,False
Snow sports,Other/systemic,2022,10,,0.6423433609196935,False
Hockey,Head/neck,2022,463,13800.0,0.24829377961644106,True
Hockey,Upper limb,2022,364,12400.0,0.2652530530889704,True
Hockey,Trunk/spine,2022,120,4300.0,0.27296322561742764,True
Hockey,Lower limb,2022,207,6900.0,0.20866862354172325,True
Hockey,Other/systemic,2022,8,,0.5824342343252277,False
Fishing,Head/neck,2022,156,7900.0,0.2270479684677879,True
Fishing,Upper limb,2022,561,34100.0,0.16881339536123632,True
Fishing,Trunk/spine,2022,64,4000.0,0.18487025988463837,True
Fishing,Lower limb,2022,176,9800.0,0.23948297587189057,True
Fishing,Other/systemic,2022,22,1300.0,0.31528333665503677,True
Basketball,Head/neck,2023,2226,67500.0,0.08770028366195674,True
Basketball,Upper limb,2023,3025,95100.0,0.11021183868408457,True
Basketball,Trunk/spine,2023,679,22400.0,0.11698893082894007,True
Basketball,Lower limb,2023,4394,142800.0,0.09547027164246719,True
Basketball,Other/systemic,2023,110,3400.0,0.1872000006368024,True
Exercise/fitness,Head/neck,2023,1255,50500.0,0.1326937815753553,True
Exercise/fitness,Upper limb,2023,1315,50200.0,0.09994878335113701,True
Exercise/fitness,Trunk/spine,2023,2841,120000.0,0.15296702961514308,True
Exercise/fitness,Lower limb,2023,2762,115800.0,0.10111952309729284,True
Exercise/fitness,Other/systemic,2023,724,33800.0,0.19618162936972322,True
Football,Head/neck,2023,1976,62600.0,0.11136832019586232,True
Football,Upper limb,2023,3369,105200.0,0.11931430921293523,True
Football,Trunk/spine,2023,670,21600.0,0.12060181880090759,True
Football,Lower limb,2023,2248,68600.0,0.10234291404576713,True
Football,Other/systemic,2023,97,4100.0,0.22290147946532557,True
Soccer,Head/neck,2023,1498,41000.0,0.11810412237239118,True
Soccer,Upper limb,2023,2075,55800.0,0.16040079758717335,True
Soccer,Trunk/spine,2023,604,17500.0,0.1663624293778665,True
Soccer,Lower limb,2023,3322,95300.0,0.14095424917642108,True
Soccer,Other/systemic,2023,67,2000.0,0.22522852229490994,True
Swimming/diving,Head/neck,2023,2446,93600.0,0.30158262080367343,True
Swimming/diving,Upper limb,2023,349,14100.0,0.14709976250862866,True
Swimming/diving,Trunk/spine,2023,376,15400.0,0.2064232324422397,True
Swimming/diving,Lower limb,2023,662,25400.0,0.13716431331341003,True
Swimming/diving,Other/systemic,2023,411,15800.0,0.27905230011560606,True
Baseball/softball,Head/neck,2023,1621,56800.0,0.10063319419070502,True
Baseball/softball,Upper limb,2023,1062,40400.0,0.11899159387683685,True
Baseball/softball,Trunk/spine,2023,243,9000.0,0.1993388440909227,True
Baseball/softball,Lower limb,2023,816,30700.0,0.11807188855579068,True
Baseball/softball,Other/systemic,2023,54,2100.0,0.20488216416972674,True
Weight training,Head/neck,2023,373,14400.0,0.12485733945235186,True
Weight training,Upper limb,2023,779,31200.0,0.08529050942184205,True
Weight training,Trunk/spine,2023,987,38500.0,0.11068763442383729,True
Weight training,Lower limb,2023,576,21500.0,0.10045157076751009,True
Weight training,Other/systemic,2023,56,1800.0,0.20759467466129633,True
Other sport/recreation,Head/neck,2023,502,15300.0,0.11184590600716321,True
Other sport/recreation,Upper limb,2023,647,20600.0,0.09612664785904834,True
Other sport/recreation,Trunk/spine,2023,218,7100.0,0.15802249677257746,True
Other sport/recreation,Lower limb,2023,798,24400.0,0.1179929829735339,True
Other sport/recreation,Other/systemic,2023,66,2800.0,0.27558782580863994,True
Combat sports,Head/neck,2023,748,26400.0,0.12078442061868867,True
Combat sports,Upper limb,2023,996,36500.0,0.10781890046230413,True
Combat sports,Trunk/spine,2023,304,12200.0,0.12426102559522344,True
Combat sports,Lower limb,2023,609,21300.0,0.1336039095620715,True
Combat sports,Other/systemic,2023,30,1200.0,0.24509886172973672,True
Other ball sports,Head/neck,2023,642,21200.0,0.13076043850969493,True
Other ball sports,Upper limb,2023,589,20300.0,0.12776986440777147,True
Other ball sports,Trunk/spine,2023,191,9100.0,0.31158476461168844,True
Other ball sports,Lower limb,2023,499,18300.0,0.10965607946970658,True
Other ball sports,Other/systemic,2023,97,,0.3438833400580532,False
Gymnastics/cheerleading,Head/neck,2023,455,15800.0,0.18393709459898672,True
Gymnastics/cheerleading,Upper limb,2023,658,20600.0,0.14598541754189573,True
Gymnastics/cheerleading,Trunk/spine,2023,157,5000.0,0.20985558566350646,True
Gymnastics/cheerleading,Lower limb,2023,458,14100.0,0.18208772309011168,True
Gymnastics/cheerleading,Other/systemic,2023,24,,0.4826807347935442,False
Volleyball,Head/neck,2023,267,9300.0,0.11163149573091452,True
Volleyball,Upper limb,2023,507,17200.0,0.1382312340637688,True
Volleyball,Trunk/spine,2023,118,4000.0,0.1843985048705643,True
Volleyball,Lower limb,2023,658,23100.0,0.11086503474796666,True
Volleyball,Other/systemic,2023,26,,0.3409762841991861,False
Snow sports,Head/neck,2023,307,15900.0,0.3200435024418965,True
Snow sports,Upper limb,2023,472,,0.3434350485958871,False
Snow sports,Trunk/spine,2023,243,,0.36184006599848806,False
Snow sports,Lower limb,2023,444,,0.35694386988088894,False
Snow sports,Other/systemic,2023,14,,0.7566012106301989,False
Hockey,Head/neck,2023,514,15900.0,0.2006142829441665,True
Hockey,Upper limb,2023,414,13600.0,0.23993577783559292,True
Hockey,Trunk/spine,2023,132,4400.0,0.22341762999853249,True
Hockey,Lower limb,2023,198,6600.0,0.2362712029924016,True
Hockey,Other/systemic,2023,8,,0.510358987892079,False
Fishing,Head/neck,2023,166,8000.0,0.14647212761033565,True
Fishing,Upper limb,2023,582,30000.0,0.12908677272136396,True
Fishing,Trunk/spine,2023,64,2800.0,0.184727972064324,True
Fishing,Lower limb,2023,222,11500.0,0.16414499360502488,True
Fishing,Other/systemic,2023,30,1800.0,0.2571317583301144,True
Basketball,Head/neck,2024,2138,77000.0,0.08344071347271353,True
Basketball,Upper limb,2024,2979,107000.0,0.08869861612306225,True
Basketball,Trunk/spine,2024,747,28300.0,0.09972607170593357,True
Basketball,Lower limb,2024,4383,167700.0,0.0810519819436398,True
Basketball,Other/systemic,2024,113,3800.0,0.175051563332984,True
Exercise/fitness,Head/neck,2024,1438,62200.0,0.1053644751862676,True
Exercise/fitness,Upper limb,2024,1449,63200.0,0.09620692161505985,True
Exercise/fitness,Trunk/spine,2024,3017,138200.0,0.1354716271517242,True
Exercise/fitness,Lower limb,2024,2915,135400.0,0.09765475086277602,True
Exercise/fitness,Other/systemic,2024,736,34800.0,0.18589979853501346,True
Football,Head/neck,2024,2338,74200.0,0.09509807872708344,True
Football,Upper limb,2024,3944,131100.0,0.08361817461017755,True
Football,Trunk/spine,2024,763,24700.0,0.10077913540289482,True
Football,Lower limb,2024,2490,82600.0,0.08743230943881475,True
Football,Other/systemic,2024,101,3800.0,0.22994680795073974,True
Soccer,Head/neck,2024,1636,51500.0,0.1141121032689726,True
Soccer,Upper limb,2024,2333,71200.0,0.1248942269812439,True
Soccer,Trunk/spine,2024,650,20800.0,0.12147398049983127,True
Soccer,Lower limb,2024,3591,117900.0,0.11214493513215278,True
Soccer,Other/systemic,2024,91,3100.0,0.21457338769295672,True
Swimming/diving,Head/neck,2024,2692,99600.0,0.17970262901758213,True
Swimming/diving,Upper limb,2024,363,15400.0,0.11727733632785269,True
Swimming/diving,Trunk/spine,2024,387,15800.0,0.15405691890306533,True
Swimming/diving,Lower limb,2024,764,30700.0,0.11948138227174057,True
Swimming/diving,Other/systemic,2024,526,18000.0,0.18478938251703036,True
Baseball/softball,Head/neck,2024,1711,61800.0,0.09571030318437261,True
Baseball/softball,Upper limb,2024,1089,42200.0,0.08779127008536108,True
Baseball/softball,Trunk/spine,2024,275,10400.0,0.11718971519941063,True
Baseball/softball,Lower limb,2024,862,36900.0,0.10001197511494286,True
Baseball/softball,Other/systemic,2024,57,2100.0,0.18868993471785023,True
Weight training,Head/neck,2024,372,14800.0,0.12341556012364037,True
Weight training,Upper limb,2024,792,35200.0,0.08750305602780649,True
Weight training,Trunk/spine,2024,1067,48900.0,0.1120368530209299,True
Weight training,Lower limb,2024,571,23900.0,0.09222403072809421,True
Weight training,Other/systemic,2024,79,3100.0,0.20099030653664537,True
Other sport/recreation,Head/neck,2024,516,17300.0,0.12090919937236881,True
Other sport/recreation,Upper limb,2024,709,26200.0,0.08786971956195466,True
Other sport/recreation,Trunk/spine,2024,239,8700.0,0.10761755781792065,True
Other sport/recreation,Lower limb,2024,814,29800.0,0.09776200143676836,True
Other sport/recreation,Other/systemic,2024,63,2400.0,0.25095402903050545,True
Combat sports,Head/neck,2024,837,30800.0,0.10203955608175116,True
Combat sports,Upper limb,2024,1180,46000.0,0.1004642521326874,True
Combat sports,Trunk/spine,2024,345,14400.0,0.10037225876422448,True
Combat sports,Lower limb,2024,638,23100.0,0.09854157463567007,True
Combat sports,Other/systemic,2024,38,1300.0,0.21194090562301474,True
Other ball sports,Head/neck,2024,714,24400.0,0.10618346014879344,True
Other ball sports,Upper limb,2024,691,27800.0,0.11375422791306772,True
Other ball sports,Trunk/spine,2024,244,10700.0,0.21553708469621474,True
Other ball sports,Lower limb,2024,661,25800.0,0.09319288172236868,True
Other ball sports,Other/systemic,2024,134,4500.0,0.18017934368121077,True
Gymnastics/cheerleading,Head/neck,2024,542,17300.0,0.12194686392185755,True
Gymnastics/cheerleading,Upper limb,2024,712,22300.0,0.12935338236624297,True
Gymnastics/cheerleading,Trunk/spine,2024,187,6400.0,0.14497602717835617,True
Gymnastics/cheerleading,Lower limb,2024,567,19200.0,0.12055578537824757,True
Gymnastics/cheerleading,Other/systemic,2024,28,,0.36246788793226614,False
Volleyball,Head/neck,2024,293,10500.0,0.13100605119758216,True
Volleyball,Upper limb,2024,544,19700.0,0.10641963422357338,True
Volleyball,Trunk/spine,2024,151,6300.0,0.14031584862720717,True
Volleyball,Lower limb,2024,749,27400.0,0.09644516500454599,True
Volleyball,Other/systemic,2024,25,,0.2983939856758372,False
Snow sports,Head/neck,2024,338,,0.3549503016345258,False
Snow sports,Upper limb,2024,502,30300.0,0.28563116385706194,True
Snow sports,Trunk/spine,2024,209,,0.3325995972560193,False
Snow sports,Lower limb,2024,388,,0.3569332631536357,False
Snow sports,Other/systemic,2024,9,,0.6843986911175196,False
Hockey,Head/neck,2024,489,15200.0,0.22553362309157632,True
Hockey,Upper limb,2024,441,16300.0,0.204499790602027,True
Hockey,Trunk/spine,2024,143,5700.0,0.1912850753153288,True
Hockey,Lower limb,2024,240,9000.0,0.23321149459971596,True
Hockey,Other/systemic,2024,11,,0.4812735134786327,False
Fishing,Head/neck,2024,197,10400.0,0.13554003198181092,True
Fishing,Upper limb,2024,640,39000.0,0.1168095950301472,True
Fishing,Trunk/spine,2024,90,5200.0,0.15295866689013596,True
Fishing,Lower limb,2024,278,16500.0,0.12873649354076197,True
Fishing,Other/systemic,2024,38,2600.0,0.2666336971239314,True
Basketball,Head/neck,2025,2333,79600.0,0.09149459861268482,True
Basketball,Upper limb,2025,2904,99400.0,0.08975802797082949,True
Basketball,Trunk/spine,2025,722,26500.0,0.09880721583782268,True
Basketball,Lower limb,2025,4343,152400.0,0.08406312938511473,True
Basketball,Other/systemic,2025,136,4900.0,0.20323826940780454,True
Exercise/fitness,Head/neck,2025,1611,65200.0,0.11478359223722844,True
Exercise/fitness,Upper limb,2025,1665,68100.0,0.10391617903201412,True
Exercise/fitness,Trunk/spine,2025,3457,149300.0,0.14297588404491673,True
Exercise/fitness,Lower limb,2025,3161,135900.0,0.09970326417778075,True
Exercise/fitness,Other/systemic,2025,882,36100.0,0.19521667996668043,True
Football,Head/neck,2025,2384,72700.0,0.0880094105659035,True
Football,Upper limb,2025,3815,121000.0,0.09442768755867124,True
Football,Trunk/spine,2025,783,25100.0,0.09094528045100202,True
Football,Lower limb,2025,2721,87500.0,0.08801012061334221,True
Football,Other/systemic,2025,126,4600.0,0.18228655997937845,True
Soccer,Head/neck,2025,1853,53900.0,0.12207481970126881,True
Soccer,Upper limb,2025,2439,68300.0,0.1360523791252298,True
Soccer,Trunk/spine,2025,676,19500.0,0.1461796835778681,True
Soccer,Lower limb,2025,3837,118300.0,0.1261182963071633,True
Soccer,Other/systemic,2025,101,3000.0,0.18227704366353376,True
Swimming/diving,Head/neck,2025,2688,95000.0,0.21516020684698378,True
Swimming/diving,Upper limb,2025,410,18100.0,0.11645940161264487,True
Swimming/diving,Trunk/spine,2025,460,19800.0,0.15881968753632203,True
Swimming/diving,Lower limb,2025,763,32100.0,0.14835689497488047,True
Swimming/diving,Other/systemic,2025,569,18800.0,0.20410688844704472,True
Baseball/softball,Head/neck,2025,1826,60400.0,0.08356281155908882,True
Baseball/softball,Upper limb,2025,1154,42600.0,0.09478242616173867,True
Baseball/softball,Trunk/spine,2025,324,11000.0,0.13061049736691888,True
Baseball/softball,Lower limb,2025,1003,39900.0,0.09545864968964371,True
Baseball/softball,Other/systemic,2025,55,2100.0,0.2374072152529417,True
Weight training,Head/neck,2025,395,15100.0,0.11335660384521003,True
Weight training,Upper limb,2025,879,36400.0,0.0954294665893347,True
Weight training,Trunk/spine,2025,1111,47800.0,0.10727366417033132,True
Weight training,Lower limb,2025,662,26500.0,0.10572938213282805,True
Weight training,Other/systemic,2025,84,3000.0,0.2448688428570351,True
Other sport/recreation,Head/neck,2025,540,17600.0,0.09354271563448127,True
Other sport/recreation,Upper limb,2025,692,23300.0,0.10208960637375385,True
Other sport/recreation,Trunk/spine,2025,269,9200.0,0.12371289731372782,True
Other sport/recreation,Lower limb,2025,914,28100.0,0.09763361305979491,True
Other sport/recreation,Other/systemic,2025,70,2900.0,0.23916278358990817,True
Combat sports,Head/neck,2025,908,31200.0,0.11089838587676695,True
Combat sports,Upper limb,2025,1206,44500.0,0.09802706034965866,True
Combat sports,Trunk/spine,2025,354,13800.0,0.12213439617098439,True
Combat sports,Lower limb,2025,667,24500.0,0.10623490918170085,True
Combat sports,Other/systemic,2025,37,1200.0,0.2600331486910004,True
Other ball sports,Head/neck,2025,805,25200.0,0.09869380954484751,True
Other ball sports,Upper limb,2025,750,27700.0,0.10854515336537027,True
Other ball sports,Trunk/spine,2025,239,10100.0,0.18004881206276205,True
Other ball sports,Lower limb,2025,669,24700.0,0.10923741169907207,True
Other ball sports,Other/systemic,2025,138,5000.0,0.24593284615474006,True
Gymnastics/cheerleading,Head/neck,2025,571,16900.0,0.1153448679263177,True
Gymnastics/cheerleading,Upper limb,2025,788,22600.0,0.1319862105677388,True
Gymnastics/cheerleading,Trunk/spine,2025,237,6700.0,0.16685452773221432,True
Gymnastics/cheerleading,Lower limb,2025,599,18600.0,0.1521233641831701,True
Gymnastics/cheerleading,Other/systemic,2025,29,,0.3780670364691187,False
Volleyball,Head/neck,2025,346,11800.0,0.12094154160927638,True
Volleyball,Upper limb,2025,607,19800.0,0.1147132355652946,True
Volleyball,Trunk/spine,2025,152,6200.0,0.13959958377438716,True
Volleyball,Lower limb,2025,850,30200.0,0.11098580531174931,True
Volleyball,Other/systemic,2025,27,,0.2730413405975728,False
Snow sports,Head/neck,2025,402,21100.0,0.2981434879569696,True
Snow sports,Upper limb,2025,577,32400.0,0.24799342716617603,True
Snow sports,Trunk/spine,2025,234,13100.0,0.2749818972279679,True
Snow sports,Lower limb,2025,403,21900.0,0.3152152800397599,True
Snow sports,Other/systemic,2025,19,,0.6196750579721928,False
Hockey,Head/neck,2025,496,15600.0,0.19991576775256836,True
Hockey,Upper limb,2025,430,15400.0,0.2052901916095731,True
Hockey,Trunk/spine,2025,129,4900.0,0.20480537215704417,True
Hockey,Lower limb,2025,240,8300.0,0.22391885386527835,True
Hockey,Other/systemic,2025,15,,0.4217998567361079,False
Fishing,Head/neck,2025,228,9900.0,0.16158809206904268,True
Fishing,Upper limb,2025,653,37700.0,0.11910470090285245,True
Fishing,Trunk/spine,2025,102,5800.0,0.16564740159471972,True
Fishing,Lower limb,2025,249,12200.0,0.1917730443371205,True
Fishing,Other/systemic,2025,31,1500.0,0.28874403081827527,True
