Activity,Age_Band,Body_Region,n,estimate,se_bound,cv_bound,estimate_rounded,reportable,reason,percent,percent_se_bound,percent_cv_bound,years
Other sport/recreation,25-34,Multiple/systemic,20,,68.60164631588978,0.6858098972178558,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,1.1375255192191973,0.6980477757131764,10
Other sport/recreation,25-34,Internal/systemic,0,,0.0,,,False,CV unassessed; proportion CV unassessed or > 0.33,,0.0,,10
Other sport/recreation,25-34,Not stated/other,6,,17.653352538205244,0.8491920516386412,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.30940385113580543,0.9136066044254765,10
Other sport/recreation,35-44,Head/face,61,,124.80543754542335,0.47317512512026333,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,4.167744980496903,0.44719253539080767,10
Other sport/recreation,35-44,Neck,8,,16.401149386580634,0.7629076740147498,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.6431885169168401,0.8467222873033362,10
Other sport/recreation,35-44,Shoulder/upper arm,67,,132.70702263453887,0.4209601114122491,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,4.305951846162444,0.38656383297209473,10
Other sport/recreation,35-44,Elbow/forearm,25,,74.87577353463193,0.6566112730825038,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,2.597196932385979,0.644580115426379,10
Other sport/recreation,35-44,Wrist/hand,99,,181.0603689862869,0.35258643410449675,,False,"estimate < 1200; CV bound outside [0, 0.33]",,5.824764096150722,0.3210151645264875,10
Other sport/recreation,35-44,Trunk/spine,109,,181.18615265507805,0.34123932009287244,,False,"estimate < 1200; CV bound outside [0, 0.33]",,5.7585046131738435,0.3069366818904626,10
Other sport/recreation,35-44,Hip/thigh,21,,70.93901445241093,0.6416490705403273,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,2.6228540295434004,0.6714157896580689,10
Other sport/recreation,35-44,Knee,60,,112.16358891625097,0.4381352710937784,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,3.7400059408935817,0.41346011544072814,10
Other sport/recreation,35-44,Lower leg,59,,122.9030111120862,0.46725160183568054,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,4.01936625172478,0.43246490267878923,10
Other sport/recreation,35-44,Ankle,61,,117.12344991287304,0.45236443800655074,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,3.9067864756710846,0.4270407169913532,10
Other sport/recreation,35-44,Foot/toes,32,,92.95148206806766,0.6522018077950708,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,3.2292045328310546,0.6412483238841151,10
Other sport/recreation,35-44,Multiple/systemic,8,,20.710688402406582,0.8157408087423783,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.8146640781472728,0.9081157990850306,10
Other sport/recreation,35-44,Internal/systemic,0,,0.0,,,False,CV unassessed; proportion CV unassessed or > 0.33,,0.0,,10
Other sport/recreation,35-44,Not stated/other,5,,13.201048847236299,0.899383892444706,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.5194790164731845,1.0016354503233889,10
Other sport/recreation,45-54,Head/face,25,,79.53129573854827,0.6499803957938401,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,5.2288610793181425,0.639364986954562,10
Other sport/recreation,45-54,Neck,6,,27.20205688670048,0.950022697074657,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,2.024801461633111,1.0580208554574961,10
Other sport/recreation,45-54,Shoulder/upper arm,31,,79.3462239063174,0.554141184896957,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,5.442197125733521,0.56865384540887,10
Other sport/recreation,45-54,Elbow/forearm,13,,41.20168863326812,0.7566695971095693,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,2.902651813349656,0.7975643954208185,10
Other sport/recreation,45-54,Wrist/hand,77,,169.0801559659795,0.40512181992298885,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,9.57030721225063,0.34308238498683685,10
Other sport/recreation,45-54,Trunk/spine,48,,111.38127352326578,0.49399045845261225,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,6.454051151090315,0.42827066760688887,10
Other sport/recreation,45-54,Hip/thigh,15,,52.776307804747105,0.72937815132611,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,3.732027732311702,0.7716816163530622,10
Other sport/recreation,45-54,Knee,34,,70.0181518827983,0.5718181740306871,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,4.493656904725993,0.5490688016731782,10
Other sport/recreation,45-54,Lower leg,19,,49.582735066910814,0.6552938234220761,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,3.6216124874940183,0.7161221717837508,10
Other sport/recreation,45-54,Ankle,25,,67.60194881745264,0.6433272077925296,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,4.6729514807871135,0.6653398273356348,10
Other sport/recreation,45-54,Foot/toes,16,,51.139162445472714,0.6513687494734477,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,3.740025009841822,0.7127338090315452,10
Other sport/recreation,45-54,Multiple/systemic,6,,40.1857804512306,0.9134228028097601,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,2.956422439871961,1.0054152728944057,10
Other sport/recreation,45-54,Internal/systemic,0,,0.0,,,False,CV unassessed; proportion CV unassessed or > 0.33,,0.0,,10
Other sport/recreation,45-54,Not stated/other,2,,6.64675,1.0,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.5190843439773232,1.1684446174940493,10
Other sport/recreation,55-64,Head/face,21,,84.81514989466936,0.7028945454905299,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,6.865315691706154,0.6839744617441865,10
Other sport/recreation,55-64,Neck,2,,3.2103200000000003,1.0,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.3312465276590744,1.2404111021242759,10
Other sport/recreation,55-64,Shoulder/upper arm,10,,40.40414489030647,0.8837520457156195,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,3.623084371860001,0.9526768119071163,10
Other sport/recreation,55-64,Elbow/forearm,9,,29.353771771064963,0.8479237426289932,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,2.728759198207629,0.9475905700107201,10
Other sport/recreation,55-64,Wrist/hand,90,,218.2775666717392,0.41188767476689864,,False,"estimate < 1200; CV bound outside [0, 0.33]",,12.09776467771287,0.27443371196533034,10
Other sport/recreation,55-64,Trunk/spine,39,,109.24998741931424,0.5362936982185144,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,8.598639440653162,0.5074271157692085,10
Other sport/recreation,55-64,Hip/thigh,3,,15.676349229939314,0.7699377929042803,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,1.64823924295758,0.9731809355513791,10
Other sport/recreation,55-64,Knee,16,,69.66762569514196,0.8087056901081134,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,5.85968764818569,0.8177048810633439,10
Other sport/recreation,55-64,Lower leg,10,,26.784690068391786,0.6895948134556034,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,2.6253442170898125,0.812561514412764,10
Other sport/recreation,55-64,Ankle,9,,27.270609759434883,0.7744940627549073,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,2.636394926539391,0.900111573864412,10
Other sport/recreation,55-64,Foot/toes,15,,60.3513448963507,0.8563714088201977,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,5.013509390603963,0.8552235948716842,10
Other sport/recreation,55-64,Multiple/systemic,3,,11.55052,1.0,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,1.139235404202136,1.1856993215466003,10
Other sport/recreation,55-64,Internal/systemic,0,,0.0,,,False,CV unassessed; proportion CV unassessed or > 0.33,,0.0,,10
Other sport/recreation,55-64,Not stated/other,1,,1.7069499999999995,0.9999999999999996,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.17659519175709185,1.2437145336295572,10
Other sport/recreation,65-74,Head/face,13,,52.04362304986804,0.7713927345890869,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,7.966680859239086,0.8481692371275747,10
Other sport/recreation,65-74,Neck,3,,8.732573709425045,0.8951381273268829,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,1.5698928360388849,1.1558856671322766,10
Other sport/recreation,65-74,Shoulder/upper arm,5,,18.113808847745112,0.9280104866058564,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,3.0408525575988623,1.1190140556223387,10
Other sport/recreation,65-74,Elbow/forearm,0,,0.0,,,False,CV unassessed; proportion CV unassessed or > 0.33,,0.0,,10
Other sport/recreation,65-74,Wrist/hand,75,,198.79669276196825,0.42248203005475854,,False,"estimate < 1200; CV bound outside [0, 0.33]",,15.085479139123919,0.2302794959103257,10
Other sport/recreation,65-74,Trunk/spine,17,,45.17895742965963,0.6973000749894182,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,6.940388015852256,0.7694215283239434,10
Other sport/recreation,65-74,Hip/thigh,1,,6.37429,1.0,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,1.1505466465842211,1.296490946118242,10
Other sport/recreation,65-74,Knee,2,,3.4112400000000003,1.0,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.5997188286206726,1.2627939244569748,10
Other sport/recreation,65-74,Lower leg,5,,27.965010000000007,1.0000000000000004,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,4.536223714681918,1.1651358385222144,10
Other sport/recreation,65-74,Ankle,3,,12.895259999999999,1.0,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,2.1857359240562846,1.2174879247485464,10
Other sport/recreation,65-74,Foot/toes,3,,10.721223605030675,0.87283991525225,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,1.895957242806964,1.1087046240499645,10
Other sport/recreation,65-74,Multiple/systemic,4,,12.007888593458206,0.680190271141618,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,2.283173908672998,0.9289660316642512,10
Other sport/recreation,65-74,Internal/systemic,0,,0.0,,,False,CV unassessed; proportion CV unassessed or > 0.33,,0.0,,10
Other sport/recreation,65-74,Not stated/other,1,,5.62517,1.0,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,1.0152726454315002,1.2964151823841452,10
Other sport/recreation,75+,Head/face,3,,9.113050000000001,1.0,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,3.1707464332194144,1.3201445335822757,10
Other sport/recreation,75+,Neck,1,,5.01779,1.0,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,1.8120504799529333,1.3701923316404445,10
Other sport/recreation,75+,Shoulder/upper arm,5,,34.79989698809968,0.8848383763701605,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,11.032774769676983,1.0643745123589494,10
Other sport/recreation,75+,Elbow/forearm,3,,12.912772716086053,0.8516980317590781,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,4.67784923813014,1.170674287969104,10
Other sport/recreation,75+,Wrist/hand,32,,108.66414286816605,0.5643403318604195,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,20.852827931809433,0.41090697415380384,10
Other sport/recreation,75+,Trunk/spine,11,,47.66935932171958,0.8260173010534693,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,13.396372113295584,0.8807664303105947,10
Other sport/recreation,75+,Hip/thigh,3,,14.928030000000003,1.0000000000000002,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,5.063390221266544,1.2869528073878662,10
Other sport/recreation,75+,Knee,5,,27.068675332563448,0.8725733997653073,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,8.869872359126086,1.0848659008928079,10
Other sport/recreation,75+,Lower leg,1,,1.5999199999999998,0.9999999999999999,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.5863283518678845,1.3904851331970935,10
Other sport/recreation,75+,Ankle,0,,0.0,,,False,CV unassessed; proportion CV unassessed or > 0.33,,0.0,,10
Other sport/recreation,75+,Foot/toes,1,,7.976439999999999,1.0,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,2.873240592065898,1.3667422278082137,10
Other sport/recreation,75+,Multiple/systemic,3,,5.01525,0.9999999999999999,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,1.7311696347446142,1.309696785192929,10
Other sport/recreation,75+,Internal/systemic,0,,0.0,,,False,CV unassessed; proportion CV unassessed or > 0.33,,0.0,,10
Other sport/recreation,75+,Not stated/other,0,,0.0,,,False,CV unassessed; proportion CV unassessed or > 0.33,,0.0,,10
Combat sports,0-4,Head/face,44,,55.539189543822566,0.6169528719977687,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,17.714799260033658,0.5088851696023713,10
Combat sports,0-4,Neck,0,,0.0,,,False,CV unassessed; proportion CV unassessed or > 0.33,,0.0,,10
Combat sports,0-4,Shoulder/upper arm,6,,18.359863840385437,0.9768732503083578,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,8.301534102798833,1.1422422617583725,10
Combat sports,0-4,Elbow/forearm,27,,43.390133287573434,0.7250426399888351,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,17.204699438892675,0.743448279860383,10
Combat sports,0-4,Wrist/hand,4,,14.689349536148367,0.9108431430222461,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,7.389842376186248,1.1849698762581373,10
Combat sports,0-4,Trunk/spine,6,,30.622545052185615,0.9712002190945059,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,12.850009252438236,1.0539063874084227,10
Combat sports,0-4,Hip/thigh,2,,5.666869999999998,0.9999999999999997,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,3.0104110055507443,1.3737688037106395,10
Combat sports,0-4,Knee,1,,0.5643799999999999,0.9999999999999999,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.29901771380794046,1.3701130670472494,10
Combat sports,0-4,Lower leg,3,,1.73985,0.9999999999999998,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.8865461807838735,1.3177124903401334,10
Combat sports,0-4,Ankle,2,,6.9955300000000005,1.0000000000000002,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,3.6009711027890816,1.3311595728654653,10
Combat sports,0-4,Foot/toes,5,,20.297408840463003,0.9261786484672755,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,8.884249932974173,1.0483493729070565,10
Combat sports,0-4,Multiple/systemic,0,,0.0,,,False,CV unassessed; proportion CV unassessed or > 0.33,,0.0,,10
Combat sports,0-4,Internal/systemic,0,,0.0,,,False,CV unassessed; proportion CV unassessed or > 0.33,,0.0,,10
Combat sports,0-4,Not stated/other,2,,5.40064,1.0,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,2.8103367993926804,1.3456875930290082,10
Combat sports,5-9,Head/face,345,,268.4481814727065,0.29318601218649265,,False,estimate < 1200,,4.149555057422723,0.21624567957158364,10
Combat sports,5-9,Neck,67,,65.16547595794752,0.49982037552521424,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,1.4353387911233841,0.5253079034026362,10
Combat sports,5-9,Shoulder/upper arm,187,,200.68222474607705,0.37272099738586895,,False,"estimate < 1200; CV bound outside [0, 0.33]",,3.5889043048979055,0.3180533387998198,10
Combat sports,5-9,Elbow/forearm,326,,237.59990980633097,0.3019223538342387,,False,estimate < 1200,,3.8715360437176,0.23474450343895165,10
Combat sports,5-9,Wrist/hand,212,,223.2017839059813,0.3110988851765511,,False,estimate < 1200,,4.0309282016442385,0.2680828205023561,10
Combat sports,5-9,Trunk/spine,166,,155.68868120873069,0.37814225776553045,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,3.175096642965107,0.3679749455950371,10
Combat sports,5-9,Hip/thigh,28,,52.70725241608959,0.709901376562438,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,1.1583189551462494,0.7444215419677156,10
Combat sports,5-9,Knee,87,,98.95661660400573,0.4551820197139087,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,1.9896498151616395,0.436696824913862,10
Combat sports,5-9,Lower leg,54,,50.60357188503041,0.6058601443644905,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,1.0742172240176715,0.6136863317817581,10
Combat sports,5-9,Ankle,99,,136.9663018268599,0.4725817934194216,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,2.4265773630609577,0.3995034426979535,10
Combat sports,5-9,Foot/toes,181,,208.6256347200355,0.3800436714528594,,False,"estimate < 1200; CV bound outside [0, 0.33]",,3.6889009001596063,0.3206460913703208,10
Combat sports,5-9,Multiple/systemic,18,,36.40433629762508,0.7040170858058844,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.7984138134803864,0.7367518780652512,10
Combat sports,5-9,Internal/systemic,0,,0.0,,,False,CV unassessed; proportion CV unassessed or > 0.33,,0.0,,10
Combat sports,5-9,Not stated/other,8,,5.3677399999999995,1.0,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.12095179461581498,1.0751869214167193,10
Combat sports,10-14,Head/face,1176,3300.0,622.540203866611,0.18814132957434343,3300.0,True,passes conservative screen,17.8,2.307416974129703,0.1298154102359106,10
Combat sports,10-14,Neck,299,,219.27810304311242,0.3028682791877878,,False,estimate < 1200,,1.095701316209246,0.2817306320656496,10
Combat sports,10-14,Shoulder/upper arm,731,2600.0,523.2313432575844,0.20372805348948383,2600.0,True,passes conservative screen,13.8,1.9698716783788286,0.14278361787242844,10
Combat sports,10-14,Elbow/forearm,753,2100.0,449.98900192381524,0.21931673288170364,2100.0,True,passes conservative screen,11.0,1.9241939358036424,0.174583048059644,10
Combat sports,10-14,Wrist/hand,1074,3400.0,596.6271517097182,0.17761420250159685,3400.0,True,passes conservative screen,18.0,2.237101096241138,0.12397772104510567,10
Combat sports,10-14,Trunk/spine,548,1800.0,400.91034810254394,0.22293232084146644,1800.0,True,passes conservative screen,9.7,1.7258091125928516,0.17864953521331903,10
Combat sports,10-14,Hip/thigh,91,,102.69139798165551,0.4572164617842789,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.529543786091471,0.4389075285243119,10
Combat sports,10-14,Knee,500,1500.0,356.5231304130477,0.2337131622305931,1500.0,True,passes conservative screen,8.2,1.495079468144277,0.1824496773215734,10
Combat sports,10-14,Lower leg,161,,153.48997465720063,0.38072080204633457,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.7961618142680734,0.367630299511829,10
Combat sports,10-14,Ankle,370,1300.0,322.053203012152,0.25239568024222847,1300.0,True,passes conservative screen,6.9,1.5008711041326903,0.21896820231796205,10
Combat sports,10-14,Foot/toes,417,,318.70457751588003,0.2673347732652693,,False,estimate < 1200,,1.4237602370248723,0.22232452495943064,10
Combat sports,10-14,Multiple/systemic,43,,86.99784142085237,0.6521161801598276,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.4608938637396226,0.6431329885655072,10
Combat sports,10-14,Internal/systemic,1,,1.854389999999999,0.9999999999999994,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.011187633813250946,1.123105432569325,10
Combat sports,10-14,Not stated/other,15,,40.75538170588778,0.835035762592014,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.2241912659285185,0.8551103474047435,10
Combat sports,15-17,Head/face,1713,5400.0,914.7834782015007,0.1686918120322111,5400.0,True,passes conservative screen,25.1,2.3825318970640432,0.09510394617379773,10
Combat sports,15-17,Neck,233,,217.42510308234114,0.27749474946787994,,False,estimate < 1200,,0.9354705062180693,0.2584397474343594,10
Combat sports,15-17,Shoulder/upper arm,814,3100.0,604.0978352509089,0.19412084275306696,3100.0,True,passes conservative screen,14.4,1.847306076813187,0.12849548573471004,10
Combat sports,15-17,Elbow/forearm,588,2100.0,429.70229841941443,0.20936743911782105,2100.0,True,passes conservative screen,9.5,1.6144840274081522,0.1702783134654602,10
Combat sports,15-17,Wrist/hand,884,2900.0,516.6347820845157,0.17917901667824995,2900.0,True,passes conservative screen,13.3,1.8355042462017426,0.1377980347991957,10
Combat sports,15-17,Trunk/spine,623,2300.0,467.28432654417094,0.20564727979779002,2300.0,True,passes conservative screen,10.5,1.6642147306294124,0.15853868062999288,10
Combat sports,15-17,Hip/thigh,70,,112.90192521557174,0.5113321788424304,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.5027559337321454,0.49288216639797694,10
Combat sports,15-17,Knee,633,2300.0,485.8918810751219,0.21291482970701575,2300.0,True,passes conservative screen,10.5,1.6518322777323082,0.15668100200679866,10
Combat sports,15-17,Lower leg,115,,165.17301165935558,0.4050149724548633,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.7442159934536189,0.3950163872591887,10
Combat sports,15-17,Ankle,379,1400.0,337.37882727359636,0.2431293399210744,1400.0,True,passes conservative screen,6.4,1.2625295869630884,0.19694512452846194,10
Combat sports,15-17,Foot/toes,192,,212.88711293285775,0.3380182357235735,,False,"estimate < 1200; CV bound outside [0, 0.33]",,0.8619524587680523,0.2962498874970222,10
Combat sports,15-17,Multiple/systemic,41,,95.44994206076593,0.5767211287956879,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.44566861148411807,0.5828896771180804,10
Combat sports,15-17,Internal/systemic,0,,0.0,,,False,CV unassessed; proportion CV unassessed or > 0.33,,0.0,,10
Combat sports,15-17,Not stated/other,12,,18.91590658436987,0.7179267990527491,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.09485366371618872,0.7792758860719677,10
Combat sports,18-24,Head/face,974,4100.0,683.2643753714995,0.16652048641478764,4100.0,True,passes conservative screen,26.1,2.820769708566197,0.10812403043757,10
Combat sports,18-24,Neck,84,,142.22262878800072,0.41229466756479854,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.8718993497899858,0.39754021817275786,10
Combat sports,18-24,Shoulder/upper arm,460,2100.0,417.11927208878933,0.20302432896820172,2100.0,True,passes conservative screen,13.1,2.218843258860717,0.1698596222524357,10
Combat sports,18-24,Elbow/forearm,169,,208.96630798429197,0.298370927612569,,False,estimate < 1200,,1.2142242637131166,0.2726809784385994,10
Combat sports,18-24,Wrist/hand,834,3600.0,578.7808551557528,0.16234184589770387,3600.0,True,passes conservative screen,22.7,2.5528465967250367,0.11262031630904107,10
Combat sports,18-24,Trunk/spine,389,1700.0,343.24234769669494,0.20338428790488886,1700.0,True,passes conservative screen,10.7,1.9317054218804723,0.18002513116070995,10
Combat sports,18-24,Hip/thigh,39,,84.77961106999791,0.5373547300331389,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.5374259073235232,0.5357521916242952,10
Combat sports,18-24,Knee,303,1200.0,279.39353308885404,0.23172452996017387,1200.0,True,passes conservative screen,7.7,1.515390174613097,0.19767685783237926,10
Combat sports,18-24,Lower leg,57,,113.29099332041021,0.5215567534788262,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.7001725927833874,0.506975529404062,10
Combat sports,18-24,Ankle,174,,223.7834937365638,0.3019004045555569,,False,estimate < 1200,,1.2959682122805218,0.2749829053127589,10
Combat sports,18-24,Foot/toes,176,,246.92107235720474,0.3154867835762586,,False,estimate < 1200,,1.461728395981529,0.293741563106355,10
Combat sports,18-24,Multiple/systemic,22,,77.02739496969876,0.6719240267475348,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.4882133450439581,0.6698233896803737,10
Combat sports,18-24,Internal/systemic,0,,0.0,,,False,CV unassessed; proportion CV unassessed or > 0.33,,0.0,,10
Combat sports,18-24,Not stated/other,9,,47.55136267272794,0.8981141403826053,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.31282860711884297,0.9292888578037503,10
Combat sports,25-34,Head/face,583,2500.0,502.06586417826946,0.20301013954710553,2500.0,True,passes conservative screen,19.4,2.9520159639691923,0.15224786500086118,10
Combat sports,25-34,Neck,81,,147.8011595754355,0.40794109789511906,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,1.1010583245605965,0.3876193222546462,10
Combat sports,25-34,Shoulder/upper arm,327,1400.0,295.48303476648147,0.21122387506855267,1400.0,True,passes conservative screen,11.0,2.07676963592119,0.1893539000370026,10
Combat sports,25-34,Elbow/forearm,129,,187.22960130966,0.31890383867948496,,False,estimate < 1200,,1.3620180074885595,0.2958990412414606,10
Combat sports,25-34,Wrist/hand,732,3100.0,492.73892488995415,0.1572419524224953,3100.0,True,passes conservative screen,24.6,3.2275755979438374,0.1313721941550059,10
Combat sports,25-34,Trunk/spine,456,2000.0,415.7060762200409,0.20419349354927252,2000.0,True,passes conservative screen,16.0,2.5550071890910697,0.16007485886947476,10
