Activity,Age_Band,Body_Region,n,estimate,se_bound,cv_bound,estimate_rounded,reportable,reason,percent,percent_se_bound,percent_cv_bound,years
Soccer,18-24,Knee,1502,5600.0,932.9221904489956,0.16518257523839008,5600.0,True,passes conservative screen,19.7,1.7530030601033346,0.08882628806301884,10
Soccer,18-24,Lower leg,437,1500.0,329.2479611069163,0.21444424003725543,1500.0,True,passes conservative screen,5.4,0.9960850193521689,0.1856640117647605,10
Soccer,18-24,Ankle,1445,5200.0,781.8033258493624,0.1505068841319851,5200.0,True,passes conservative screen,18.2,1.645018861416588,0.09062953744753854,10
Soccer,18-24,Foot/toes,586,2200.0,441.38765162396464,0.20103903634801595,2200.0,True,passes conservative screen,7.7,1.2028185744136861,0.15678350574064773,10
Soccer,18-24,Multiple/systemic,42,,110.36550169841448,0.5385458634796443,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.37967444403646744,0.5302012516967843,10
Soccer,18-24,Internal/systemic,0,,0.0,,,False,CV unassessed; proportion CV unassessed or > 0.33,,0.0,,10
Soccer,18-24,Not stated/other,15,,41.38323746326285,0.7682237443367023,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.14735131724305045,0.7828117145658173,10
Soccer,25-34,Head/face,751,2700.0,560.2227048851654,0.20432385026014835,2700.0,True,passes conservative screen,15.7,1.9743767202240872,0.12591283920456187,10
Soccer,25-34,Neck,37,,83.74879815632619,0.537485227167468,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.4681906544987414,0.5254027321773076,10
Soccer,25-34,Shoulder/upper arm,332,1200.0,286.3262970958386,0.23618596326666327,1200.0,True,passes conservative screen,6.9,1.3400104380504378,0.19327810799304868,10
Soccer,25-34,Elbow/forearm,154,,182.25580132760834,0.3419157450511374,,False,"estimate < 1200; CV bound outside [0, 0.33]",,0.9466468558365233,0.3105327244157343,10
Soccer,25-34,Wrist/hand,420,1500.0,326.19851767607986,0.2244687224921034,1500.0,True,passes conservative screen,8.3,1.4513675306607525,0.17463564489499073,10
Soccer,25-34,Trunk/spine,429,1600.0,404.7879160287994,0.2523471265200281,1600.0,True,passes conservative screen,9.2,1.7968666595903668,0.1958701755990512,10
Soccer,25-34,Hip/thigh,103,,154.72434693101866,0.36442672126967174,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.8530590153618874,0.3513276009327073,10
Soccer,25-34,Knee,881,3300.0,586.7669376393238,0.17804551809884414,3300.0,True,passes conservative screen,18.8,2.0701735364801284,0.1098382996243268,10
Soccer,25-34,Lower leg,422,1600.0,381.8574861776273,0.23223821695294272,1600.0,True,passes conservative screen,9.4,1.644705471299059,0.1749049714736523,10
Soccer,25-34,Ankle,785,3000.0,546.0640339793547,0.179080373938334,3000.0,True,passes conservative screen,17.4,2.1737028907595284,0.1246482656130506,10
Soccer,25-34,Foot/toes,329,1300.0,326.4584934831854,0.2606933652075968,1300.0,True,passes conservative screen,7.2,1.560393314956348,0.21788017966726195,10
Soccer,25-34,Multiple/systemic,27,,67.15074853206103,0.6305456627070064,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.38023775121613734,0.6243132539200442,10
Soccer,25-34,Internal/systemic,0,,0.0,,,False,CV unassessed; proportion CV unassessed or > 0.33,,0.0,,10
Soccer,25-34,Not stated/other,2,,12.909000000000002,1.0000000000000002,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.08296271697143384,1.1237559473910046,10
Soccer,35-44,Head/face,346,1300.0,333.5264322094585,0.2555434099592695,1300.0,True,passes conservative screen,14.3,2.658441133753104,0.18618400527655163,10
Soccer,35-44,Neck,15,,29.328172769553742,0.7324111179980517,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.3482152614117712,0.794874594189052,10
Soccer,35-44,Shoulder/upper arm,163,,186.37505478389943,0.30710743666087,,False,estimate < 1200,,1.8322059941478805,0.2759673742162683,10
Soccer,35-44,Elbow/forearm,69,,133.10391983169845,0.50763264737579,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,1.4046420629462646,0.48967198954083774,10
Soccer,35-44,Wrist/hand,234,,295.5114272341554,0.31869484896573436,,False,estimate < 1200,,2.5624585828013706,0.25260300460554613,10
Soccer,35-44,Trunk/spine,261,,280.2842214171151,0.2837068983203485,,False,estimate < 1200,,2.449542800519982,0.22664031801358436,10
Soccer,35-44,Hip/thigh,45,,86.85886376323087,0.5334579011899159,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.9139700374113398,0.5130962722043834,10
Soccer,35-44,Knee,362,1400.0,349.5490750630257,0.24113210790370346,1400.0,True,passes conservative screen,15.9,2.7501697399929417,0.1734152464133366,10
Soccer,35-44,Lower leg,318,1300.0,336.32015083852195,0.26697709527631425,1300.0,True,passes conservative screen,13.8,2.8702890765405273,0.208270445232677,10
Soccer,35-44,Ankle,324,1200.0,305.0345188952987,0.24791807445803316,1200.0,True,passes conservative screen,13.5,2.7675739069226277,0.2056076747897383,10
Soccer,35-44,Foot/toes,193,,227.65828924813272,0.2769898287394434,,False,estimate < 1200,,2.24907536438597,0.250129695844153,10
Soccer,35-44,Multiple/systemic,15,,43.43659103867371,0.7310495952517382,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.49781625287033326,0.7658453351207369,10
Soccer,35-44,Internal/systemic,0,,0.0,,,False,CV unassessed; proportion CV unassessed or > 0.33,,0.0,,10
Soccer,35-44,Not stated/other,8,,21.075931790554478,0.7698259043293707,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.25213050397643516,0.8418060083013866,10
Soccer,45-54,Head/face,159,,212.71177770575568,0.355844009745062,,False,"estimate < 1200; CV bound outside [0, 0.33]",,4.183951534047917,0.2714118063234554,10
Soccer,45-54,Neck,14,,33.36939214860486,0.8178568121239337,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.9159174539752475,0.8704809733618525,10
Soccer,45-54,Shoulder/upper arm,73,,136.0950086433113,0.48150107838725714,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,3.1947697909322335,0.4382971068061018,10
Soccer,45-54,Elbow/forearm,32,,96.12336822996096,0.6678960208074489,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,2.288481364508426,0.6165967396455091,10
Soccer,45-54,Wrist/hand,88,,166.04211136288157,0.4643239152323812,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,3.3697228120173457,0.36540202659683346,10
Soccer,45-54,Trunk/spine,140,,174.8306101089712,0.3276428660413704,,False,estimate < 1200,,3.921498095136042,0.2849766124139366,10
Soccer,45-54,Hip/thigh,12,,31.574341767788958,0.7341777448888761,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.9051299251280546,0.8161158299095758,10
Soccer,45-54,Knee,132,,179.60104481820446,0.3477706257292505,,False,"estimate < 1200; CV bound outside [0, 0.33]",,4.001425966626484,0.3004504038646892,10
Soccer,45-54,Lower leg,133,,175.61572070170106,0.3486750396943726,,False,"estimate < 1200; CV bound outside [0, 0.33]",,3.800938692266426,0.29263232742710527,10
Soccer,45-54,Ankle,109,,160.62206094738684,0.3683299070608085,,False,"estimate < 1200; CV bound outside [0, 0.33]",,3.5219602925265625,0.3131772547059626,10
Soccer,45-54,Foot/toes,74,,132.03411173297275,0.40798712667496934,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,3.245866500451843,0.3889241700945407,10
Soccer,45-54,Multiple/systemic,14,,57.35042018080306,0.7444306053728034,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,1.5313339312700978,0.7707818675355199,10
Soccer,45-54,Internal/systemic,0,,0.0,,,False,CV unassessed; proportion CV unassessed or > 0.33,,0.0,,10
Soccer,45-54,Not stated/other,5,,20.093065664736123,0.934135401758088,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.5890814285998044,1.0619716598657445,10
Soccer,55-64,Head/face,54,,86.85261750354027,0.49223140845882696,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,6.824869532650473,0.45161475785333627,10
Soccer,55-64,Neck,5,,11.433888604774102,0.8901521467149222,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,1.1291844231343455,1.0264139043815093,10
Soccer,55-64,Shoulder/upper arm,35,,79.29101224586651,0.6178352094707849,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,6.2464321844109705,0.5682874731302273,10
Soccer,55-64,Elbow/forearm,6,,27.09906427462344,0.7553367154992486,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,2.831044262495258,0.9213408374239616,10
Soccer,55-64,Wrist/hand,29,,64.54087221012836,0.6116298142109836,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,5.487725495122712,0.6072025089967149,10
Soccer,55-64,Trunk/spine,39,,102.857649514419,0.5472056205590743,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,7.887724589573708,0.4899514569071144,10
Soccer,55-64,Hip/thigh,7,,14.534513387215702,0.9370026507210167,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,1.3540670801191643,1.0192198288997978,10
Soccer,55-64,Knee,22,,60.75440797159255,0.6832227507981323,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,5.080780246154805,0.6671174471863275,10
Soccer,55-64,Lower leg,35,,75.92633697256221,0.5892329991719626,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,5.767842709684759,0.5226312602706905,10
Soccer,55-64,Ankle,35,,84.28406514543944,0.5861263813722571,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,6.676136282038753,0.5420737162580312,10
Soccer,55-64,Foot/toes,27,,78.41164709796661,0.6540758017804619,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,6.46112441243478,0.6292786112387627,10
Soccer,55-64,Multiple/systemic,2,,11.528110000000002,1.0000000000000002,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,1.188445170337148,1.203672669498274,10
Soccer,55-64,Internal/systemic,0,,0.0,,,False,CV unassessed; proportion CV unassessed or > 0.33,,0.0,,10
Soccer,55-64,Not stated/other,3,,8.631176666666668,0.7141673527420261,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.947609964707412,0.9154760083274068,10
Soccer,65-74,Head/face,27,,64.4609586671626,0.5609404886946204,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,13.430803720000412,0.5553074221086369,10
Soccer,65-74,Neck,2,,4.41858,1.0000000000000002,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,1.144305273330139,1.2304688514897282,10
Soccer,65-74,Shoulder/upper arm,13,,43.44459694756186,0.8381119426139623,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,8.854597742045636,0.8116084133986927,10
Soccer,65-74,Elbow/forearm,3,,14.865099999999995,0.9999999999999997,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,3.5982207626253087,1.1500889149103093,10
Soccer,65-74,Wrist/hand,17,,43.62042181469503,0.6805504981636864,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,9.66475630758039,0.7164284944750243,10
Soccer,65-74,Trunk/spine,17,,57.24227651218805,0.6321839342672811,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,12.300148420421893,0.6454288247436705,10
Soccer,65-74,Hip/thigh,3,,7.788088434970399,0.8854628429276789,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,2.025341682782747,1.0940803432035875,10
Soccer,65-74,Knee,9,,26.149843780639106,0.8186082756199815,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,6.188202504304341,0.9204135354626563,10
Soccer,65-74,Lower leg,8,,24.186404471484895,0.8680604765059406,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,5.7970303220849955,0.9885432864432832,10
Soccer,65-74,Ankle,9,,25.41699348451052,0.8544960477239888,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,5.813352349112675,0.9285899406140128,10
Soccer,65-74,Foot/toes,4,,20.18079000000001,1.0000000000000002,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,4.799631881784385,1.1300072080414811,10
Soccer,65-74,Multiple/systemic,3,,9.20129,1.0,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,2.3357223556252062,1.2061017460960506,10
Soccer,65-74,Internal/systemic,0,,0.0,,,False,CV unassessed; proportion CV unassessed or > 0.33,,0.0,,10
Soccer,65-74,Not stated/other,1,,6.7209900000000005,1.0,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,1.8308413443001308,1.294281994158364,10
Soccer,75+,Head/face,12,,44.73529047630368,0.7549211388241546,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,17.753517689109348,0.832872589704436,10
Soccer,75+,Neck,0,,0.0,,,False,CV unassessed; proportion CV unassessed or > 0.33,,0.0,,10
Soccer,75+,Shoulder/upper arm,2,,14.166650000000004,1.0000000000000004,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,6.839631898129094,1.342172672963401,10
Soccer,75+,Elbow/forearm,4,,22.394761499754672,0.7601615279750457,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,10.60434904101646,1.0006594151302723,10
Soccer,75+,Wrist/hand,11,,37.40702247052771,0.7348629457075108,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,14.44132132279156,0.7886838858840836,10
Soccer,75+,Trunk/spine,15,,41.064805928473525,0.7784626144424791,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,15.879882899233516,0.8368702105004826,10
Soccer,75+,Hip/thigh,1,,1.65988,1.0,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.8534720201277833,1.4294054161793526,10
Soccer,75+,Knee,2,,12.295,1.0,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,5.810633990627713,1.3138258869423962,10
Soccer,75+,Lower leg,5,,25.5410538078437,0.871303001635884,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,11.42234183866549,1.0832492048914752,10
Soccer,75+,Ankle,1,,7.766410000000002,1.0000000000000002,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,3.984163415851304,1.4261317771798792,10
Soccer,75+,Foot/toes,2,,13.140060000000002,1.0000000000000002,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,6.3849892142589235,1.3508453968076026,10
Soccer,75+,Multiple/systemic,1,,7.283789999999996,0.9999999999999994,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,3.743378164389059,1.428726546267357,10
Soccer,75+,Internal/systemic,0,,0.0,,,False,CV unassessed; proportion CV unassessed or > 0.33,,0.0,,10
Soccer,75+,Not stated/other,0,,0.0,,,False,CV unassessed; proportion CV unassessed or > 0.33,,0.0,,10
Swimming/diving,0-4,Head/face,2992,,4031.182789966403,0.3952125251060733,,False,"CV bound outside [0, 0.33]",,3.978073696743197,0.0772060974587871,10
Swimming/diving,0-4,Neck,44,,69.45143341419615,0.6087432609190349,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.37491781239000593,0.6505333932502674,10
Swimming/diving,0-4,Shoulder/upper arm,63,,114.08308005151852,0.5718604917201695,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.5317573083554685,0.5276705916462178,10
Swimming/diving,0-4,Elbow/forearm,180,,211.64764362140644,0.4252662517290515,,False,"estimate < 1200; CV bound outside [0, 0.33]",,0.7571913777779998,0.3011852569739285,10
Swimming/diving,0-4,Wrist/hand,73,,136.1903194182541,0.565709923449496,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.6961850846072182,0.5724701424704881,10
Swimming/diving,0-4,Trunk/spine,270,,303.3435173509366,0.37613307143480335,,False,"estimate < 1200; CV bound outside [0, 0.33]",,1.3129080288996569,0.3222713319195424,10
Swimming/diving,0-4,Hip/thigh,223,,301.4384811297996,0.48138803395897894,,False,"estimate < 1200; CV bound outside [0, 0.33]",,0.8621679944899112,0.27256435665029943,10
Swimming/diving,0-4,Knee,67,,113.54482276225778,0.553129164702085,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.5707597714469888,0.550418654412029,10
Swimming/diving,0-4,Lower leg,125,,162.3702977151096,0.4712978830096934,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.7795083829821844,0.4479094854567839,10
Swimming/diving,0-4,Ankle,35,,89.58644695979771,0.6290136631047666,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.41394454010386295,0.5753610956591887,10
Swimming/diving,0-4,Foot/toes,166,,195.66184602776656,0.42227086831734023,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.8710753541995961,0.3721527807575784,10
Swimming/diving,0-4,Multiple/systemic,2108,,2275.7778876914467,0.39712399715295155,,False,"CV bound outside [0, 0.33]",,3.0968814317082702,0.1069797068629492,10
Swimming/diving,0-4,Internal/systemic,22,,53.85940329845242,0.8744054074513352,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.28192843782318966,0.9060887737541723,10
Swimming/diving,0-4,Not stated/other,64,,93.50342848055728,0.5714969559004944,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.5592297363581564,0.6766392869222967,10
Swimming/diving,5-9,Head/face,8094,,9172.432492651098,0.3335894581907358,,False,"CV bound outside [0, 0.33]",,3.3215702589288334,0.04732493479856235,10
Swimming/diving,5-9,Neck,180,,204.26272115310604,0.40934936433276653,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.4715593331966352,0.3702202240024271,10
Swimming/diving,5-9,Shoulder/upper arm,123,,171.92771791921842,0.440210767097654,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.40241639964086595,0.4036539628632571,10
Swimming/diving,5-9,Elbow/forearm,217,,187.4777232268394,0.31571392567052703,,False,estimate < 1200; proportion CV unassessed or > 0.33,,0.590501038259949,0.3895682195223348,10
Swimming/diving,5-9,Wrist/hand,206,,280.1096545346604,0.3550096690662986,,False,"estimate < 1200; CV bound outside [0, 0.33]",,0.6541099499116031,0.3247742932767979,10
Swimming/diving,5-9,Trunk/spine,617,1800.0,438.0875165118039,0.2400270278418652,1800.0,True,passes conservative screen,4.7,1.027591232065003,0.22056593878203717,10
Swimming/diving,5-9,Hip/thigh,490,1200.0,399.4305609700116,0.32365441186904004,1200.0,True,passes conservative screen,3.2,0.667377647749027,0.21185108143578357,10
Swimming/diving,5-9,Knee,167,,182.80137085421308,0.36190160296701074,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.4337604462772431,0.33641844010237193,10
Swimming/diving,5-9,Lower leg,225,,251.20825970034244,0.4066333044620377,,False,"estimate < 1200; CV bound outside [0, 0.33]",,0.5088772153613967,0.32270138115208763,10
Swimming/diving,5-9,Ankle,142,,197.35442905315148,0.445995363499536,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.4371191343004572,0.38699207490179566,10
Swimming/diving,5-9,Foot/toes,573,2000.0,575.3694911724053,0.2841391871942915,2000.0,True,passes conservative screen,5.2,0.9670339228799381,0.18708751233407875,10
Swimming/diving,5-9,Multiple/systemic,926,2500.0,737.8151229250687,0.3007476016869323,2500.0,True,passes conservative screen,6.3,1.1807673789021007,0.18855486991578424,10
Swimming/diving,5-9,Internal/systemic,17,,34.41452902034224,0.6397643281628288,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.10990063305357234,0.8003817399658979,10
Swimming/diving,5-9,Not stated/other,78,,134.5542239315394,0.5368813496806919,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.3842464981832114,0.6006336885002801,10
Swimming/diving,10-14,Head/face,6466,22300.0,5952.122857514451,0.26690115393002206,22300.0,True,passes conservative screen,65.9,3.6607915506318536,0.055563971579567335,10
Swimming/diving,10-14,Neck,198,,199.86417286309913,0.3452495482545597,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.5931446164039323,0.3468154824539502,10
Swimming/diving,10-14,Shoulder/upper arm,229,,243.35207598827992,0.33945473640672524,,False,"estimate < 1200; CV bound outside [0, 0.33]",,0.6756309822996874,0.31900397123822827,10
Swimming/diving,10-14,Elbow/forearm,162,,179.6208006018063,0.39551245013521463,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.5331782768751373,0.39738886471893214,10
Swimming/diving,10-14,Wrist/hand,333,,309.9551953952387,0.27030390474609833,,False,estimate < 1200,,0.8008688062057302,0.2364038216516214,10
Swimming/diving,10-14,Trunk/spine,590,1800.0,427.3964975429124,0.2348206568594774,1800.0,True,passes conservative screen,5.4,1.134359600814732,0.21095790621289887,10
Swimming/diving,10-14,Hip/thigh,216,,225.3080158584903,0.3775553869522511,,False,"estimate < 1200; CV bound outside [0, 0.33]",,0.5743537412661723,0.32577908412789297,10
Swimming/diving,10-14,Knee,231,,221.26658351779815,0.3164763512449406,,False,estimate < 1200,,0.6077247620304203,0.29421992502383026,10
Swimming/diving,10-14,Lower leg,230,,253.02013324457485,0.33357952520034945,,False,"estimate < 1200; CV bound outside [0, 0.33]",,0.6561297369580883,0.2928018004184962,10
Swimming/diving,10-14,Ankle,194,,229.6683353361819,0.32146357804864156,,False,estimate < 1200,,0.6372553847795878,0.3019144373523973,10
Swimming/diving,10-14,Foot/toes,697,2400.0,553.4108210834721,0.23107518449628237,2400.0,True,passes conservative screen,7.1,1.2018204659673393,0.16985759575459108,10
Swimming/diving,10-14,Multiple/systemic,500,1500.0,438.62674932846676,0.29631812414561953,1500.0,True,passes conservative screen,4.4,0.9329966718331225,0.21334521782751598,10
Swimming/diving,10-14,Internal/systemic,10,,21.372595023134366,0.920792786166536,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.0701582226276957,1.0231114506365375,10
Swimming/diving,10-14,Not stated/other,54,,90.34680031003276,0.551961317902018,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.29228375181131877,0.6044219887936467,10
Swimming/diving,15-17,Head/face,1736,6100.0,1406.3594606969223,0.23137570779611302,6100.0,True,passes conservative screen,53.2,4.3090418389684,0.08093911116646087,10
Swimming/diving,15-17,Neck,81,,113.67420489050528,0.45202646418432296,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,1.017172133976507,0.4617986819988174,10
Swimming/diving,15-17,Shoulder/upper arm,175,,227.1190565832761,0.3345812859319152,,False,"estimate < 1200; CV bound outside [0, 0.33]",,1.709353633436355,0.287498967035156,10
Swimming/diving,15-17,Elbow/forearm,58,,99.91944166706587,0.5199094735718884,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.8973160998007866,0.5330641685514377,10
Swimming/diving,15-17,Wrist/hand,117,,193.57064380529405,0.3819169991491865,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,1.5770516242274843,0.3552480506671124,10
Swimming/diving,15-17,Trunk/spine,252,,245.82455279935976,0.3073961297732844,,False,estimate < 1200,,1.7463641773326848,0.24932409450754134,10
Swimming/diving,15-17,Hip/thigh,42,,74.62225420882461,0.5937929756526342,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.648125735264617,0.5888195983608963,10
Swimming/diving,15-17,Knee,79,,139.03721144535137,0.4458249644200282,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,1.172303247768943,0.42917024251706576,10
Swimming/diving,15-17,Lower leg,72,,132.05397780763172,0.5116186740097008,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,1.1439387071074436,0.506004004694771,10
Swimming/diving,15-17,Ankle,94,,152.4498053952617,0.42108008711869954,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,1.3506187529450815,0.42591889197987115,10
Swimming/diving,15-17,Foot/toes,266,,334.99017272463345,0.2992061815744031,,False,estimate < 1200,,2.5744468351965173,0.2625298687174456,10
Swimming/diving,15-17,Multiple/systemic,183,,223.1815278421741,0.35231144965409306,,False,"estimate < 1200; CV bound outside [0, 0.33]",,1.8017677044567182,0.32473089386867193,10
Swimming/diving,15-17,Internal/systemic,5,,11.13239,1.0,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.10999398854844705,1.128072044168814,10
Swimming/diving,15-17,Not stated/other,27,,53.503467757448654,0.6083563385990683,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.5180956194890901,0.6725774856056337,10
Swimming/diving,18-24,Head/face,1622,7800.0,1441.1661798239784,0.18432624352593435,7800.0,True,passes conservative screen,49.0,3.8205642412457617,0.07804406236914613,10
Swimming/diving,18-24,Neck,91,,155.0098769374036,0.3853317405083952,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,1.0169975247760126,0.4037704749835263,10
Swimming/diving,18-24,Shoulder/upper arm,241,,314.62439195709646,0.26463482796633503,,False,estimate < 1200,,1.8863230331526037,0.2534019361107964,10
Swimming/diving,18-24,Elbow/forearm,54,,129.13172862549794,0.49692105335654635,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.7842103233905644,0.48197691507472057,10
Swimming/diving,18-24,Wrist/hand,148,,214.8879998147041,0.31390591735429013,,False,estimate < 1200,,1.2525814819220582,0.292235233738554,10
Swimming/diving,18-24,Trunk/spine,303,1500.0,365.9739542043047,0.2486937276325725,1500.0,True,passes conservative screen,9.2,1.985842439556868,0.21552551497589312,10
