Activity,Profile_Age,n,estimate,se_bound,cv_bound,estimate_rounded,reportable,reason,percent,percent_se_bound,percent_cv_bound,years
Swimming/diving,40-44,1079,5500.0,931.0363024957924,0.17058413726813176,5500.0,True,passes conservative screen,3.2,0.5399755007003811,0.16992821748860107,10
Swimming/diving,45-49,924,4500.0,827.8258076238064,0.18416690843447742,4500.0,True,passes conservative screen,2.6,0.4504933498943041,0.1721394608198408,10
Swimming/diving,50-54,873,4400.0,926.8559095020744,0.20829012268828556,4400.0,True,passes conservative screen,2.6,0.44474409041877433,0.17166669904497467,10
Swimming/diving,55-59,843,4400.0,906.12760030485,0.2066364050901596,4400.0,True,passes conservative screen,2.6,0.46726713198357617,0.18302150813787837,10
Swimming/diving,60-64,773,4000.0,968.4663305871449,0.24397977875354732,4000.0,True,passes conservative screen,2.3,0.42312509699768813,0.1830870004610173,10
Swimming/diving,65-69,684,3500.0,918.4353695750851,0.2629092372775143,3500.0,True,passes conservative screen,2.0,0.34261257805468875,0.1684534714993335,10
Swimming/diving,70-74,546,2900.0,950.5694359856058,0.3270120346966335,2900.0,True,passes conservative screen,1.7,0.43863575861914905,0.25918110723742166,10
Swimming/diving,75-79,404,,760.154591434369,0.3504003791346396,,False,"CV bound outside [0, 0.33]",,0.30826781433963524,0.2440676644299829,10
Swimming/diving,80+,484,,1097.6128785599205,0.41249081745555594,,False,"CV bound outside [0, 0.33]",,0.4820068636919374,0.3111270213798744,10
Baseball/softball,0-4,871,2700.0,521.2540361731842,0.19033605831107647,2700.0,True,passes conservative screen,1.9,0.30436448755407103,0.1639702005428186,10
Baseball/softball,5-9,5259,15600.0,2256.405374221199,0.14482948396009318,15600.0,True,passes conservative screen,10.6,0.9163247463068654,0.08677379307191078,10
Baseball/softball,10-14,14370,46000.0,6181.544872400102,0.13435172423385658,46000.0,True,passes conservative screen,31.2,1.8473035450297481,0.059235736234020106,10
Baseball/softball,15-19,10210,36100.0,4280.140787720306,0.1186555271676085,36100.0,True,passes conservative screen,24.4,1.126244981793021,0.0460640475868479,10
Baseball/softball,20-24,1862,8800.0,1199.04945336086,0.13568367277679966,8800.0,True,passes conservative screen,6.0,0.7025531061648606,0.11729215412594175,10
Baseball/softball,25-29,1484,6900.0,933.6336037439216,0.13629070855828737,6900.0,True,passes conservative screen,4.6,0.5944888204647446,0.12803619978458497,10
Baseball/softball,30-34,1498,7300.0,991.5038965626196,0.13528085154438657,7300.0,True,passes conservative screen,5.0,0.6067383228564381,0.12213570355972676,10
Baseball/softball,35-39,1296,6300.0,910.1245834998668,0.1439228103183999,6300.0,True,passes conservative screen,4.3,0.547409971428952,0.1277146737212365,10
Baseball/softball,40-44,981,4700.0,734.6270298853563,0.15487549730690067,4700.0,True,passes conservative screen,3.2,0.4258305816426787,0.1324500012071283,10
Baseball/softball,45-49,762,3600.0,576.9845953692761,0.16026237427904655,3600.0,True,passes conservative screen,2.4,0.36782686004601395,0.15073361080235387,10
Baseball/softball,50-54,570,2700.0,503.97824697210154,0.18459010827699074,2700.0,True,passes conservative screen,1.9,0.3219066177132096,0.17395056618671978,10
Baseball/softball,55-59,386,1800.0,453.6165098348195,0.24851291571192433,1800.0,True,passes conservative screen,1.2,0.27574703059359945,0.22287957203070882,10
Baseball/softball,60-64,299,1400.0,438.1689335280283,0.31209929473381515,1400.0,True,passes conservative screen,1.0,0.27395872121651577,0.2878960085575786,10
Baseball/softball,65-69,271,1500.0,483.94342873043206,0.3272839757489338,1500.0,True,passes conservative screen,1.0,0.29391135078973846,0.2932552612963908,10
Baseball/softball,70-74,197,,370.7969516976657,0.3704295966666513,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.23578418014389615,0.34752295402750755,10
Baseball/softball,75-79,116,,260.79699391085,0.4032626020062422,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.16597025928421896,0.3786299359873761,10
Baseball/softball,80+,70,,165.94347842669563,0.4532232387562028,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.10869392736133016,0.4379823106420215,10
Weight training,0-4,935,2400.0,498.6448961317789,0.2105685480912803,2400.0,True,passes conservative screen,2.4,0.42955474500708435,0.18276797536549255,10
Weight training,5-9,680,2000.0,427.2880209077538,0.2179672035748245,2000.0,True,passes conservative screen,1.9,0.388489387596517,0.1996774630968363,10
Weight training,10-14,1693,5200.0,837.6611304260447,0.16261525780568484,5200.0,True,passes conservative screen,5.1,0.7312404347187347,0.14303179283285786,10
Weight training,15-19,5030,19100.0,2597.5137132355585,0.13586968453991619,19100.0,True,passes conservative screen,19.0,1.5593633967051153,0.08218480129791372,10
Weight training,20-24,3313,14000.0,1814.9229264527767,0.12968747053881283,14000.0,True,passes conservative screen,13.9,1.1245846851561663,0.08096763491276412,10
Weight training,25-29,2790,11700.0,1462.843929205324,0.12478140679711852,11700.0,True,passes conservative screen,11.6,0.9039754399941653,0.07769408760518945,10
Weight training,30-34,2461,10300.0,1237.9583270163523,0.1197580468032806,10300.0,True,passes conservative screen,10.3,0.7998907491308747,0.07796663823293368,10
Weight training,35-39,2025,8700.0,1089.7757500786042,0.12526238200407014,8700.0,True,passes conservative screen,8.6,0.7695204034464825,0.08912163011364296,10
Weight training,40-44,1469,6300.0,884.5701077309698,0.13984381190622255,6300.0,True,passes conservative screen,6.3,0.6686675454074124,0.10651252858135231,10
Weight training,45-49,1220,5200.0,706.3939797472236,0.13681103725617155,5200.0,True,passes conservative screen,5.1,0.5357003360053325,0.10453832105328865,10
Weight training,50-54,1053,4600.0,709.504979400104,0.15542246055136832,4600.0,True,passes conservative screen,4.5,0.5394350696359682,0.11906303955689107,10
Weight training,55-59,794,3500.0,633.6752729995334,0.17986812293742213,3500.0,True,passes conservative screen,3.5,0.5009690594462968,0.1432774362028277,10
Weight training,60-64,570,2400.0,466.518937380627,0.1929539922966078,2400.0,True,passes conservative screen,2.4,0.39334611718256884,0.16392259259250946,10
Weight training,65-69,437,2000.0,429.412120766279,0.21242441610251486,2000.0,True,passes conservative screen,2.0,0.36706571920114095,0.18295884799553896,10
Weight training,70-74,294,1400.0,345.57885184931456,0.24781619364185245,1400.0,True,passes conservative screen,1.4,0.30255644332146975,0.21860917569201496,10
Weight training,75-79,216,,323.46826281199566,0.30447293046033763,,False,estimate < 1200,,0.2803480533623411,0.26588510683196687,10
Weight training,80+,198,,257.7042377021981,0.2762399967308366,,False,estimate < 1200,,0.23226221759457297,0.25085515151710047,10
Other sport/recreation,0-4,412,,286.7908833426568,0.309636733004764,,False,estimate < 1200,,0.36321311810056883,0.2988153076076782,10
Other sport/recreation,5-9,4278,11200.0,2844.1409984228717,0.2528639832592419,11200.0,True,passes conservative screen,14.8,2.1932697018913783,0.14858743052422538,10
Other sport/recreation,10-14,9679,27200.0,4937.379608038768,0.18128249063172097,27200.0,True,passes conservative screen,35.7,2.672062771392374,0.07475843096030463,10
Other sport/recreation,15-19,5216,17700.0,2013.7358176134544,0.11347956410867056,17700.0,True,passes conservative screen,23.3,1.8118707032236083,0.0778030367145756,10
Other sport/recreation,20-24,1604,6800.0,1147.7601965576753,0.16794528998420286,6800.0,True,passes conservative screen,9.0,1.6090600496457856,0.17940853599175577,10
