Body_Region,Age_Band,n,estimate,se_bound,cv_bound,estimate_rounded,reportable,reason,percent,percent_se_bound,percent_cv_bound,years
Knee,65-74,1175,6800.0,1360.7497585230005,0.20082569127152144,6800.0,True,passes conservative screen,7.0,0.8136200047892829,0.11589590550219146,9
Knee,75+,677,4000.0,974.5198920412331,0.24407263670382523,4000.0,True,passes conservative screen,5.7,0.7938522835759989,0.13812265156479497,9
Lower leg,0-4,503,1200.0,351.8454610604398,0.2855751567271503,1200.0,True,passes conservative screen,2.6,0.6412402884632322,0.24844860982527153,9
Lower leg,5-9,1916,5700.0,1108.9915358603532,0.19626612889579131,5700.0,True,passes conservative screen,2.8,0.3422964827346803,0.12144573502212497,9
Lower leg,10-14,6863,19400.0,2532.6484800371563,0.13025038414644619,19400.0,True,passes conservative screen,3.2,0.21293002263508887,0.06622186153646423,9
Lower leg,15-17,4221,14000.0,1874.9629526742672,0.13438555225667537,14000.0,True,passes conservative screen,3.3,0.23499464158690941,0.07114818441765502,9
Lower leg,18-24,2471,11200.0,1366.992761317454,0.12238603732809908,11200.0,True,passes conservative screen,3.3,0.27381059622892107,0.08211969740028288,9
Lower leg,25-34,3225,14600.0,1680.4586701227706,0.11497514652851683,14600.0,True,passes conservative screen,5.7,0.37418112820056393,0.06620060913255937,9
Lower leg,35-44,2780,13800.0,1593.9047942409225,0.11544029419658801,13800.0,True,passes conservative screen,7.9,0.5255856147627336,0.06620500500360108,9
Lower leg,45-54,1853,9300.0,1228.088733422093,0.13264293220179066,9300.0,True,passes conservative screen,7.5,0.5786869534560086,0.07754740846365084,9
Lower leg,55-64,1252,6800.0,1177.86832053276,0.17257638003687334,6800.0,True,passes conservative screen,6.5,0.5886171840614209,0.090728151646085,9
Lower leg,65-74,939,5300.0,1192.9702980560155,0.22612437992772774,5300.0,True,passes conservative screen,5.5,0.6133187513131788,0.11220429231913258,9
Lower leg,75+,568,3300.0,852.4923167213503,0.25678885914119887,3300.0,True,passes conservative screen,4.8,0.6740047981341067,0.1410410448794891,9
Ankle,0-4,204,,212.05075342349596,0.35022528167604117,,False,"estimate < 1200; CV bound outside [0, 0.33]",,0.34511622542216375,0.2720948679260131,9
Ankle,5-9,3731,11700.0,2213.198460186512,0.18844874628079228,11700.0,True,passes conservative screen,5.9,0.4293692904628707,0.07329368857194998,9
Ankle,10-14,20787,70500.0,8421.209442014702,0.11945656823663668,70500.0,True,passes conservative screen,11.7,0.4133528618352023,0.03545821768111337,9
Ankle,15-17,17593,65900.0,7159.924911791995,0.1086851464995566,65900.0,True,passes conservative screen,15.6,0.6019540821799974,0.038598556604683185,9
Ankle,18-24,10788,47800.0,4616.183915008185,0.09649027154572476,47800.0,True,passes conservative screen,14.3,0.6146430993906277,0.043038276013945886,9
Ankle,25-34,6180,28500.0,2596.055224773705,0.09120720731191448,28500.0,True,passes conservative screen,11.0,0.5535568042301245,0.05028997205042822,9
Ankle,35-44,2990,14600.0,1576.7499698935694,0.10809617098634505,14600.0,True,passes conservative screen,8.4,0.5824444604434932,0.06944713004795133,9
Ankle,45-54,1441,7300.0,939.4949508152163,0.1279527380212943,7300.0,True,passes conservative screen,5.9,0.6119006819878858,0.10339637223542747,9
Ankle,55-64,884,4600.0,768.4300181362462,0.16816239452675244,4600.0,True,passes conservative screen,4.3,0.5274790478525724,0.12143791089960193,9
Ankle,65-74,537,3000.0,634.2237927677702,0.21188601011196873,3000.0,True,passes conservative screen,3.1,0.5685472190673402,0.18332925029693392,9
Ankle,75+,239,1400.0,438.81747790300574,0.310514713235025,1400.0,True,passes conservative screen,2.0,0.5333840808730244,0.2622014809477147,9
Foot/toes,0-4,1017,3100.0,706.1488676585983,0.22495946172664494,3100.0,True,passes conservative screen,6.6,0.9181280801642208,0.13962351480635468,9
Foot/toes,5-9,3745,12400.0,2275.7594802275053,0.18282007715138504,12400.0,True,passes conservative screen,6.2,0.48210504287018124,0.07764292850462277,9
Foot/toes,10-14,10331,34400.0,4965.799080453488,0.14429172326070436,34400.0,True,passes conservative screen,5.7,0.290763447278125,0.05109194938997012,9
Foot/toes,15-17,5377,19500.0,2752.8222110566803,0.14127538756148678,19500.0,True,passes conservative screen,4.6,0.31398117735108627,0.06806720698037033,9
Foot/toes,18-24,4131,18800.0,2119.754862382526,0.11298539962780507,18800.0,True,passes conservative screen,5.6,0.365589856933545,0.06527731084238254,9
Foot/toes,25-34,3573,17000.0,1795.4094700370142,0.10539829076669091,17000.0,True,passes conservative screen,6.6,0.4300070784401598,0.06527541333543843,9
Foot/toes,35-44,2278,11300.0,1320.2815593640657,0.11643542465775387,11300.0,True,passes conservative screen,6.5,0.5329344878812375,0.08174189552236623,9
Foot/toes,45-54,1487,7700.0,976.2024564011709,0.12681349268683836,7700.0,True,passes conservative screen,6.2,0.5933048022559338,0.09562526733927804,9
Foot/toes,55-64,969,5200.0,827.4927207821688,0.15997969098309947,5200.0,True,passes conservative screen,4.9,0.5962253158747899,0.12126503508733644,9
Foot/toes,65-74,572,3200.0,686.5243269407302,0.21446917872859272,3200.0,True,passes conservative screen,3.3,0.4964189871714378,0.1496796682846344,9
Foot/toes,75+,264,1500.0,413.03019921738957,0.27216277093986413,1500.0,True,passes conservative screen,2.2,0.49223379537499634,0.2253280006092524,9
Multiple/systemic,0-4,1994,,2328.3834835593193,0.3838613381521369,,False,"CV bound outside [0, 0.33]",,2.301568148541069,0.18113025600401808,9
Multiple/systemic,5-9,1392,4600.0,1380.212310529468,0.29885144384200524,4600.0,True,passes conservative screen,2.3,0.3888152330450375,0.16877784565993514,9
Multiple/systemic,10-14,2034,7400.0,1746.0424648682174,0.23609742674507955,7400.0,True,passes conservative screen,1.2,0.19827887143807013,0.1621336940811144,9
Multiple/systemic,15-17,1574,6800.0,1655.296756862255,0.24165685187896183,6800.0,True,passes conservative screen,1.6,0.28238609849192875,0.1741456119188439,9
Multiple/systemic,18-24,1506,7400.0,1417.2392443774709,0.19230344982105038,7400.0,True,passes conservative screen,2.2,0.33104584835824596,0.15047469870066676,9
Multiple/systemic,25-34,1349,6900.0,1326.7759847554955,0.19129910303523726,6900.0,True,passes conservative screen,2.7,0.3991126594267403,0.14880406813947367,9
Multiple/systemic,35-44,927,4700.0,945.4307907449743,0.20110437265136277,4700.0,True,passes conservative screen,2.7,0.43588489732492125,0.16125600554839628,9
Multiple/systemic,45-54,863,4700.0,1138.0273842120034,0.24235577609545692,4700.0,True,passes conservative screen,3.8,0.7229151963136684,0.1910105025335092,9
Multiple/systemic,55-64,953,5200.0,1404.4757690305414,0.26895475733713914,5200.0,True,passes conservative screen,5.0,0.9380553014398565,0.18898090956052505,9
Multiple/systemic,65-74,1269,,3084.4063367719345,0.3948102533903091,,False,"CV bound outside [0, 0.33]",,1.86181691464757,0.23001665210163857,9
Multiple/systemic,75+,1164,,2944.246272384161,0.41533941433447596,,False,"CV bound outside [0, 0.33]",,2.094191642891076,0.20523066795449652,9
Internal/systemic,0-4,308,,269.96906234525045,0.27936894259526285,,False,estimate < 1200,,0.4616869447466797,0.2280651983842562,9
Internal/systemic,5-9,137,,115.74250793405344,0.3450065556006993,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.059021722211709475,0.35270290975715457,9
Internal/systemic,10-14,63,,82.33108579826029,0.49308371138626095,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.013854969860921896,0.5017909059540328,9
Internal/systemic,15-17,26,,35.873473763641854,0.7453564054615317,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.00867578043579588,0.7614564690572884,9
Internal/systemic,18-24,11,,33.5139203697558,0.8045443431291437,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.010187122917449725,0.8192335499719257,9
Internal/systemic,25-34,10,,27.147176656413347,0.7734615423091853,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.01082498348163061,0.7975267660682207,9
Internal/systemic,35-44,6,,34.97128888888889,1.0,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.020616986427938837,1.025335161838016,9
Internal/systemic,45-54,4,,22.239099999999993,0.9999999999999996,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.01889883026143406,1.054355208123464,9
Internal/systemic,55-64,7,,28.519347288177716,0.7626302777614841,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.02936070250494628,0.8259721751898085,9
Internal/systemic,65-74,3,,21.942007031147337,0.7561736018245376,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.026995682493730987,0.8979350907673246,9
Internal/systemic,75+,4,,25.0372,1.0,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.04036768896091896,1.1200694514010585,9
Not stated/other,0-4,88,,113.7105544104676,0.45924692635091274,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.26092496013203753,0.5030468181506714,9
Not stated/other,5-9,244,,254.2873502790602,0.34412320625280457,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.13481561495731076,0.36575654582792844,9
Not stated/other,10-14,542,1600.0,483.6985598844285,0.29620965027689194,1600.0,True,passes conservative screen,0.3,0.08245108227659144,0.3053382114792019,9
Not stated/other,15-17,417,1500.0,421.4989687510468,0.27724997686175157,1500.0,True,passes conservative screen,0.4,0.10218454033406657,0.2839266582920865,9
Not stated/other,18-24,349,,563.7162356889637,0.3392812758716873,,False,"CV bound outside [0, 0.33]",,0.16320633984064437,0.3290544782267914,9
Not stated/other,25-34,270,1300.0,406.6653707155456,0.30215728909229433,1300.0,True,passes conservative screen,0.5,0.14997463878553616,0.288149372060785,9
Not stated/other,35-44,222,,354.1040413751444,0.33755236017480705,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.19939543033157758,0.3305809103755375,9
Not stated/other,45-54,188,,319.07874569755785,0.35813173841435064,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.2546229564197753,0.3545779476748167,9
Not stated/other,55-64,241,,416.15852479147736,0.3522529940489848,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.3793060585383101,0.3377615355505182,9
Not stated/other,65-74,334,,596.2658174088052,0.3340372141465339,,False,"CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.6643911594392095,0.3592396422792409,9
Not stated/other,75+,328,,620.0180578539754,0.3593231857251637,,False,"CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.9377844675983767,0.37755546638644827,9
