Body_Region,Age_Band,n,estimate,se_bound,cv_bound,estimate_rounded,reportable,reason,percent,percent_se_bound,percent_cv_bound,years
Trunk/spine,45-54,6647,29700.0,3737.1042639001244,0.12586279350516746,29700.0,True,passes conservative screen,25.2,1.3534650329906222,0.05363560846493059,10
Trunk/spine,55-64,6130,28400.0,4870.283777566636,0.1714112990784188,28400.0,True,passes conservative screen,28.3,1.6811440998135492,0.05941945667679817,10
Trunk/spine,65-74,5421,27400.0,7231.4443605733,0.26395172964350566,27400.0,True,passes conservative screen,30.0,2.161449551818629,0.07216474115535824,10
Trunk/spine,75+,4101,21200.0,6022.175262049623,0.28471073837006744,21200.0,True,passes conservative screen,32.3,1.8884038878178264,0.05849487752356372,10
Hip/thigh,0-4,399,,368.8291972788895,0.3746800967594582,,False,"estimate < 1200; CV bound outside [0, 0.33]",,0.540667446435194,0.24420161425720216,10
Hip/thigh,5-9,1485,3700.0,771.0697313002968,0.210092691433622,3700.0,True,passes conservative screen,2.0,0.24649244097885584,0.12450714171811979,10
Hip/thigh,10-14,3203,8200.0,1333.2765679992294,0.16162971331634443,8200.0,True,passes conservative screen,1.5,0.13996918913016457,0.09528635087240095,10
Hip/thigh,15-17,2212,6500.0,907.8540486651424,0.13975940028374093,6500.0,True,passes conservative screen,1.6,0.16518630764682454,0.10078586842832521,10
Hip/thigh,18-24,1513,6200.0,893.6056505040124,0.14319496618650165,6200.0,True,passes conservative screen,2.0,0.20258442183208997,0.10300900340643963,10
Hip/thigh,25-34,1202,5000.0,740.6886824714062,0.14899358484839303,5000.0,True,passes conservative screen,2.0,0.24253042702775404,0.12007886407627867,10
Hip/thigh,35-44,766,3400.0,595.6771810767898,0.17466517067468212,3400.0,True,passes conservative screen,2.1,0.2925110853608986,0.14123385842272454,10
Hip/thigh,45-54,543,2600.0,449.3772862196811,0.17410189573913742,2600.0,True,passes conservative screen,2.2,0.3156772815925362,0.14390627464016695,10
Hip/thigh,55-64,447,2200.0,462.0388013244034,0.21339404976850576,2200.0,True,passes conservative screen,2.2,0.37470237032108894,0.17379162890003405,10
Hip/thigh,65-74,347,1700.0,406.6125855076806,0.24347053639490465,1700.0,True,passes conservative screen,1.8,0.3601832683125571,0.19727389605341072,10
Hip/thigh,75+,265,1500.0,398.55954326006304,0.26358735879453926,1500.0,True,passes conservative screen,2.3,0.5163366718371846,0.2237364948608034,10
Knee,0-4,212,,215.32707443029466,0.3676651897086202,,False,"estimate < 1200; CV bound outside [0, 0.33]",,0.3741309876265517,0.2840275922839767,10
Knee,5-9,2721,7400.0,1411.073372769702,0.1906807916854393,7400.0,True,passes conservative screen,4.0,0.36746402112362786,0.0920546096610635,10
Knee,10-14,16899,49500.0,6563.051348554477,0.13269215729476985,49500.0,True,passes conservative screen,8.8,0.33907984005546815,0.038498048470978236,10
Knee,15-17,13585,43000.0,5012.416467925663,0.11649430110992855,43000.0,True,passes conservative screen,10.9,0.4028545679666074,0.037107904265511284,10
Knee,18-24,8933,35500.0,3443.017469010943,0.09700450416424046,35500.0,True,passes conservative screen,11.2,0.48615131290849556,0.04346217249065062,10
Knee,25-34,6789,27700.0,2637.0192848310116,0.09530616672101162,27700.0,True,passes conservative screen,11.2,0.49294246075374126,0.043850283332615654,10
Knee,35-44,3874,16800.0,1816.156417804154,0.10784249225712933,16800.0,True,passes conservative screen,10.2,0.6378832228084449,0.062370466402577665,10
Knee,45-54,2486,11300.0,1366.2382575651968,0.12139475353241683,11300.0,True,passes conservative screen,9.6,0.7908586272237159,0.08268302395274676,10
Knee,55-64,1910,8800.0,1263.437930564975,0.1431323348066664,8800.0,True,passes conservative screen,8.8,0.7909063137567759,0.08998030138659033,10
Knee,65-74,1244,6500.0,1344.1670641600936,0.20721368566563353,6500.0,True,passes conservative screen,7.1,0.8189456542953952,0.11547840051992171,10
Knee,75+,712,3800.0,947.061520840812,0.25044584618682847,3800.0,True,passes conservative screen,5.8,0.7882265429676355,0.1365712202462955,10
Lower leg,0-4,536,1200.0,366.66352919426595,0.3032170703913282,1200.0,True,passes conservative screen,2.7,0.686117600419076,0.25227108309901464,10
Lower leg,5-9,2008,5300.0,1073.5954907890455,0.20436148428709142,5300.0,True,passes conservative screen,2.8,0.3483165483815692,0.12291527174358342,10
Lower leg,10-14,7182,18100.0,2425.583839196115,0.13413243473109843,18100.0,True,passes conservative screen,3.2,0.21834556531296015,0.0678046042818096,10
Lower leg,15-17,4445,13100.0,1790.9692643572293,0.13693542953210072,13100.0,True,passes conservative screen,3.3,0.23762987249890963,0.07200942342252868,10
Lower leg,18-24,2604,10500.0,1298.4765525842067,0.12330483557729302,10500.0,True,passes conservative screen,3.3,0.27791881541065044,0.08374352563565392,10
Lower leg,25-34,3456,14100.0,1606.4899512180534,0.11426294217573757,14100.0,True,passes conservative screen,5.7,0.3747476234942051,0.06560467000928448,10
Lower leg,35-44,2958,13100.0,1542.038335569901,0.11741437588816979,13100.0,True,passes conservative screen,8.0,0.5493216829174561,0.06887379142257244,10
Lower leg,45-54,1981,8800.0,1175.7601377304377,0.13300577618719864,8800.0,True,passes conservative screen,7.5,0.5867975864857927,0.07810594810235182,10
