Body_Region,Age_Band,Source_Year,n,estimate,cv_approx,annual_pass
Wrist/hand,25-34,2022,607,26900.0,0.0939099769596212,True
Wrist/hand,35-44,2022,379,17900.0,0.10031905887788684,True
Wrist/hand,45-54,2022,255,12300.0,0.12461698820381409,True
Wrist/hand,55-64,2022,230,12700.0,0.1297298985286402,True
Wrist/hand,65-74,2022,173,9900.0,0.12519379923634377,True
Wrist/hand,75+,2022,86,5000.0,0.16578848129113358,True
Trunk/spine,0-4,2022,36,,0.27087560427110385,False
Trunk/spine,5-9,2022,368,10400.0,0.22032586506430296,True
Trunk/spine,10-14,2022,1423,39500.0,0.14540724511516495,True
Trunk/spine,15-17,2022,1080,34500.0,0.14933136270366978,True
Trunk/spine,18-24,2022,852,36400.0,0.11942097260169852,True
Trunk/spine,25-34,2022,973,43400.0,0.11613917851757964,True
Trunk/spine,35-44,2022,726,30600.0,0.11916876971673385,True
Trunk/spine,45-54,2022,578,26500.0,0.12493676047775246,True
Trunk/spine,55-64,2022,562,28000.0,0.18165195981708074,True
Trunk/spine,65-74,2022,502,26600.0,0.256368484557647,True
Trunk/spine,75+,2022,353,19800.0,0.3053570333185056,True
Hip/thigh,0-4,2022,42,,0.29679701428880917,False
Hip/thigh,5-9,2022,146,4000.0,0.26317065732211864,True
Hip/thigh,10-14,2022,308,8000.0,0.19310041335062453,True
Hip/thigh,15-17,2022,206,6200.0,0.17035050475566804,True
Hip/thigh,18-24,2022,122,4600.0,0.14780069339219784,True
Hip/thigh,25-34,2022,100,4200.0,0.15170836709130536,True
Hip/thigh,35-44,2022,54,2800.0,0.17090713625187365,True
Hip/thigh,45-54,2022,43,2200.0,0.19546367101648943,True
Hip/thigh,55-64,2022,43,2200.0,0.24941682110820335,True
Hip/thigh,65-74,2022,27,1400.0,0.3101302130492791,True
Hip/thigh,75+,2022,32,1900.0,0.2219553121427736,True
Knee,0-4,2022,20,,0.32134799115203766,False
Knee,5-9,2022,247,6400.0,0.17779876580884013,True
Knee,10-14,2022,1612,47700.0,0.15864410476143445,True
Knee,15-17,2022,1301,42100.0,0.13875269683267366,True
Knee,18-24,2022,820,32300.0,0.1093030551522395,True
Knee,25-34,2022,591,24500.0,0.1026492546304991,True
Knee,35-44,2022,337,15500.0,0.1377949253728835,True
Knee,45-54,2022,223,10100.0,0.11871280187052544,True
Knee,55-64,2022,189,9200.0,0.14249042905811465,True
Knee,65-74,2022,124,6600.0,0.17086806753981604,True
Knee,75+,2022,77,4700.0,0.2509667380459819,True
Lower leg,0-4,2022,47,,0.3371964599402935,False
Lower leg,5-9,2022,215,5800.0,0.1697553422904654,True
Lower leg,10-14,2022,648,15900.0,0.16156540467911645,True
Lower leg,15-17,2022,421,12300.0,0.16235398640271959,True
Lower leg,18-24,2022,254,10400.0,0.1162972224426304,True
Lower leg,25-34,2022,316,12500.0,0.12020985702406566,True
Lower leg,35-44,2022,255,12000.0,0.12989617365680622,True
Lower leg,45-54,2022,186,8800.0,0.13434688586206722,True
Lower leg,55-64,2022,126,6700.0,0.15566650997418433,True
Lower leg,65-74,2022,91,5100.0,0.20403298960211289,True
Lower leg,75+,2022,55,3100.0,0.22892649373864468,True
Ankle,0-4,2022,19,,0.340649186235362,False
Ankle,5-9,2022,302,9900.0,0.2590882234134447,True
Ankle,10-14,2022,2059,61000.0,0.15041546837875513,True
Ankle,15-17,2022,1680,55700.0,0.13863944743390025,True
Ankle,18-24,2022,1016,40900.0,0.09984648057182131,True
Ankle,25-34,2022,584,23500.0,0.09422298695024334,True
Ankle,35-44,2022,271,12000.0,0.11603119993752199,True
Ankle,45-54,2022,134,6400.0,0.13267315121691767,True
Ankle,55-64,2022,110,5800.0,0.19316776871178168,True
Ankle,65-74,2022,47,2300.0,0.2382339131248162,True
Ankle,75+,2022,30,1800.0,0.23498009282668056,True
Foot/toes,0-4,2022,92,2700.0,0.3024577461238425,True
Foot/toes,5-9,2022,376,10700.0,0.25993029155902586,True
Foot/toes,10-14,2022,1005,29100.0,0.20365793340560606,True
Foot/toes,15-17,2022,541,16400.0,0.18182715590528561,True
Foot/toes,18-24,2022,405,17400.0,0.11735867271300944,True
Foot/toes,25-34,2022,285,12800.0,0.13164207605260472,True
Foot/toes,35-44,2022,198,9200.0,0.13215038560655115,True
Foot/toes,45-54,2022,135,6500.0,0.1476684439958412,True
Foot/toes,55-64,2022,83,4300.0,0.1650324289887721,True
Foot/toes,65-74,2022,52,2400.0,0.2620085557642182,True
Foot/toes,75+,2022,32,1700.0,0.21518751769132516,True
Multiple/systemic,0-4,2022,195,,0.4203686874603855,False
Multiple/systemic,5-9,2022,160,5200.0,0.3284413654374851,True
Multiple/systemic,10-14,2022,205,6700.0,0.2581891837548705,True
Multiple/systemic,15-17,2022,154,7000.0,0.3041221359313667,True
Multiple/systemic,18-24,2022,149,7000.0,0.19618440448666694,True
Multiple/systemic,25-34,2022,153,7600.0,0.1791066660601123,True
Multiple/systemic,35-44,2022,76,4000.0,0.25485668573732306,True
Multiple/systemic,45-54,2022,76,3800.0,0.22005041430141378,True
Multiple/systemic,55-64,2022,104,5400.0,0.25702314116507263,True
Multiple/systemic,65-74,2022,129,,0.36935935746584925,False
Multiple/systemic,75+,2022,115,,0.37929970100153426,False
Internal/systemic,0-4,2022,35,1200.0,0.27127480054970576,True
Internal/systemic,5-9,2022,16,,0.35753993196917777,False
Internal/systemic,10-14,2022,10,,0.4058204357230012,False
Internal/systemic,15-17,2022,1,,1.0,False
Internal/systemic,18-24,2022,1,,0.9999999999999997,False
Internal/systemic,25-34,2022,2,,0.6894263653509751,False
Internal/systemic,35-44,2022,0,,,False
Internal/systemic,45-54,2022,0,,,False
Internal/systemic,55-64,2022,0,,,False
Internal/systemic,65-74,2022,0,,,False
Internal/systemic,75+,2022,0,,,False
Not stated/other,0-4,2022,15,,0.4638812899188008,False
Not stated/other,5-9,2022,27,,0.32711962189727656,False
Not stated/other,10-14,2022,72,1500.0,0.23445292861943967,True
Not stated/other,15-17,2022,41,,0.28691371206295013,False
Not stated/other,18-24,2022,26,,0.2778332691555672,False
Not stated/other,25-34,2022,21,,0.24804437903102303,False
Not stated/other,35-44,2022,24,,0.28460200569916244,False
Not stated/other,45-54,2022,23,,0.37281297977319017,False
Not stated/other,55-64,2022,24,1200.0,0.31827155033954985,True
Not stated/other,65-74,2022,42,1900.0,0.2505583279232476,True
Not stated/other,75+,2022,34,,0.4833727771175615,False
Head/face,0-4,2023,738,23800.0,0.31269840275729277,True
Head/face,5-9,2023,2615,78700.0,0.22911181112458143,True
Head/face,10-14,2023,4333,130600.0,0.13525505176932565,True
Head/face,15-17,2023,2918,94000.0,0.12118738418596195,True
Head/face,18-24,2023,1530,61600.0,0.11395682048464371,True
Head/face,25-34,2023,929,38000.0,0.10427273254374628,True
Head/face,35-44,2023,536,23000.0,0.10401505911909893,True
Head/face,45-54,2023,388,17000.0,0.13857268239840972,True
Head/face,55-64,2023,319,14500.0,0.10714895471653599,True
Head/face,65-74,2023,361,17600.0,0.19710126118602778,True
Head/face,75+,2023,319,16100.0,0.2605124180290227,True
Neck,0-4,2023,14,,0.3829041729006002,False
Neck,5-9,2023,126,3600.0,0.20245612945678274,True
Neck,10-14,2023,294,8700.0,0.14115048716011191,True
Neck,15-17,2023,204,7400.0,0.1313584222432536,True
Neck,18-24,2023,107,3900.0,0.1452530008397919,True
Neck,25-34,2023,111,4500.0,0.14486890911016564,True
Neck,35-44,2023,89,3800.0,0.17095664502045538,True
Neck,45-54,2023,43,1800.0,0.18807923849258004,True
Neck,55-64,2023,47,2000.0,0.249501448416352,True
Neck,65-74,2023,48,2300.0,0.17015218063266782,True
Neck,75+,2023,21,,0.3342148013303562,False
Shoulder/upper arm,0-4,2023,32,,0.5769862039216309,False
Shoulder/upper arm,5-9,2023,266,6900.0,0.22809578231054511,True
Shoulder/upper arm,10-14,2023,960,29600.0,0.14192766556215922,True
Shoulder/upper arm,15-17,2023,945,33000.0,0.13151289093090204,True
Shoulder/upper arm,18-24,2023,722,30000.0,0.1026291888483532,True
Shoulder/upper arm,25-34,2023,500,19800.0,0.09721166009932528,True
Shoulder/upper arm,35-44,2023,363,15700.0,0.10546024737312211,True
Shoulder/upper arm,45-54,2023,205,9500.0,0.11495851739870407,True
Shoulder/upper arm,55-64,2023,174,7500.0,0.14217970215371098,True
Shoulder/upper arm,65-74,2023,132,5800.0,0.2184924695062019,True
Shoulder/upper arm,75+,2023,78,4000.0,0.29334637971933747,True
Elbow/forearm,0-4,2023,81,2100.0,0.26070751841760365,True
Elbow/forearm,5-9,2023,654,15800.0,0.16056691888176922,True
Elbow/forearm,10-14,2023,1470,37300.0,0.14920055297118232,True
Elbow/forearm,15-17,2023,610,18600.0,0.12414824609234096,True
Elbow/forearm,18-24,2023,270,10900.0,0.11078806623345296,True
Elbow/forearm,25-34,2023,173,7400.0,0.13370112041190718,True
Elbow/forearm,35-44,2023,151,6300.0,0.13189648157019293,True
Elbow/forearm,45-54,2023,90,4100.0,0.1579105489071349,True
Elbow/forearm,55-64,2023,67,3100.0,0.20513593884880899,True
Elbow/forearm,65-74,2023,72,3900.0,0.2540853582796532,True
Elbow/forearm,75+,2023,56,3100.0,0.32261704334257474,True
Wrist/hand,0-4,2023,125,3900.0,0.2149061140224937,True
Wrist/hand,5-9,2023,1078,30300.0,0.1459726569438429,True
Wrist/hand,10-14,2023,4006,121800.0,0.129866844261036,True
Wrist/hand,15-17,2023,1829,60300.0,0.11209745021213471,True
Wrist/hand,18-24,2023,972,39700.0,0.10250953653534942,True
Wrist/hand,25-34,2023,676,28500.0,0.08787777055226599,True
Wrist/hand,35-44,2023,407,18300.0,0.10302821459583088,True
Wrist/hand,45-54,2023,285,12800.0,0.10169817500595726,True
Wrist/hand,55-64,2023,244,12000.0,0.12320239835993083,True
Wrist/hand,65-74,2023,223,11700.0,0.14205980825752262,True
Wrist/hand,75+,2023,89,4500.0,0.19778114115196938,True
Trunk/spine,0-4,2023,32,,0.41924932381042945,False
Trunk/spine,5-9,2023,394,10800.0,0.23930402055359606,True
Trunk/spine,10-14,2023,1446,43500.0,0.17158415898189683,True
Trunk/spine,15-17,2023,1152,38800.0,0.15600948132717454,True
Trunk/spine,18-24,2023,985,39200.0,0.1098462012312354,True
Trunk/spine,25-34,2023,1130,45400.0,0.10831514815502323,True
Trunk/spine,35-44,2023,873,37200.0,0.10963389828788701,True
Trunk/spine,45-54,2023,686,29300.0,0.1184439381474004,True
Trunk/spine,55-64,2023,685,32300.0,0.17947617837446747,True
Trunk/spine,65-74,2023,636,29400.0,0.2524168193768835,True
Trunk/spine,75+,2023,480,25200.0,0.28057016580869176,True
Hip/thigh,0-4,2023,34,,0.520830060947521,False
Hip/thigh,5-9,2023,133,3600.0,0.1820707354550618,True
Hip/thigh,10-14,2023,368,10400.0,0.15795872477651723,True
Hip/thigh,15-17,2023,242,7100.0,0.1359908498028498,True
Hip/thigh,18-24,2023,156,5800.0,0.13557508974236046,True
Hip/thigh,25-34,2023,134,5100.0,0.14043794852920807,True
Hip/thigh,35-44,2023,93,3700.0,0.18070411838601808,True
Hip/thigh,45-54,2023,53,2200.0,0.19416278096537612,True
Hip/thigh,55-64,2023,49,2200.0,0.19705863540778645,True
Hip/thigh,65-74,2023,37,1900.0,0.21742408510405728,True
Hip/thigh,75+,2023,33,,0.3860953805056821,False
Knee,0-4,2023,19,,0.36066472849223175,False
Knee,5-9,2023,272,7300.0,0.21508273956659618,True
Knee,10-14,2023,1528,45400.0,0.13037001439799,True
Knee,15-17,2023,1338,42100.0,0.12301236589897667,True
Knee,18-24,2023,929,36000.0,0.097611259646644,True
Knee,25-34,2023,729,28800.0,0.09629713944968256,True
Knee,35-44,2023,406,16600.0,0.10443754022188002,True
Knee,45-54,2023,248,11000.0,0.13702485245361137,True
Knee,55-64,2023,207,9600.0,0.12941975036542952,True
Knee,65-74,2023,125,6300.0,0.18054861454706223,True
Knee,75+,2023,78,4200.0,0.23050591566742473,True
Lower leg,0-4,2023,56,1600.0,0.30166008950978485,True
Lower leg,5-9,2023,195,5600.0,0.17646720936800886,True
Lower leg,10-14,2023,668,15500.0,0.11600714625638409,True
Lower leg,15-17,2023,408,10800.0,0.11141542333502212,True
Lower leg,18-24,2023,248,11200.0,0.13420189733896612,True
Lower leg,25-34,2023,350,13100.0,0.11945848265267296,True
Lower leg,35-44,2023,307,12100.0,0.11103323176203168,True
Lower leg,45-54,2023,223,9200.0,0.10618703911659995,True
Lower leg,55-64,2023,155,7800.0,0.16227801599240055,True
Lower leg,65-74,2023,114,5200.0,0.1717921434962679,True
Lower leg,75+,2023,56,2900.0,0.27992384890327,True
Ankle,0-4,2023,25,,0.3808492884068075,False
Ankle,5-9,2023,369,9900.0,0.24523877131849248,True
Ankle,10-14,2023,2053,61800.0,0.12644065284548492,True
Ankle,15-17,2023,1793,57500.0,0.11346898058888553,True
Ankle,18-24,2023,1055,39300.0,0.10566378152091008,True
Ankle,25-34,2023,618,25000.0,0.09128812476939707,True
Ankle,35-44,2023,320,14100.0,0.11480124147439875,True
Ankle,45-54,2023,135,6200.0,0.14963135036791408,True
Ankle,55-64,2023,102,4600.0,0.15300454221864274,True
Ankle,65-74,2023,58,2800.0,0.22016049619199332,True
Ankle,75+,2023,28,1300.0,0.27380382210766796,True
Foot/toes,0-4,2023,97,3000.0,0.21615266563145832,True
Foot/toes,5-9,2023,354,10400.0,0.1802047361804503,True
Foot/toes,10-14,2023,1059,32500.0,0.14368877382168183,True
Foot/toes,15-17,2023,551,16900.0,0.15949834537750507,True
Foot/toes,18-24,2023,404,15800.0,0.12427573039497007,True
Foot/toes,25-34,2023,370,13800.0,0.09870160051495237,True
Foot/toes,35-44,2023,210,8900.0,0.11836020564943502,True
Foot/toes,45-54,2023,147,7000.0,0.09906343458930954,True
Foot/toes,55-64,2023,97,4300.0,0.1244890688669784,True
Foot/toes,65-74,2023,70,3100.0,0.18931236810431126,True
Foot/toes,75+,2023,29,1700.0,0.26264604342995673,True
Multiple/systemic,0-4,2023,168,,0.424949735414874,False
Multiple/systemic,5-9,2023,110,,0.35873768604079354,False
Multiple/systemic,10-14,2023,179,6400.0,0.22924547066890802,True
Multiple/systemic,15-17,2023,170,6900.0,0.28315466568436826,True
Multiple/systemic,18-24,2023,148,6000.0,0.1649221433484854,True
Multiple/systemic,25-34,2023,170,7800.0,0.16668179761249785,True
Multiple/systemic,35-44,2023,115,5200.0,0.21456935235320201,True
Multiple/systemic,45-54,2023,89,4000.0,0.20889192238012377,True
Multiple/systemic,55-64,2023,111,5300.0,0.24641628508937755,True
Multiple/systemic,65-74,2023,164,,0.3657906366057849,False
Multiple/systemic,75+,2023,142,,0.40367854375175194,False
Internal/systemic,0-4,2023,43,,0.2420257430330242,False
Internal/systemic,5-9,2023,13,,0.38027043052497034,False
Internal/systemic,10-14,2023,5,,0.6194566486559215,False
Internal/systemic,15-17,2023,2,,0.8033419624705707,False
Internal/systemic,18-24,2023,2,,0.7075441323571555,False
Internal/systemic,25-34,2023,3,,0.7550338611977726,False
Internal/systemic,35-44,2023,1,,1.0000000000000002,False
Internal/systemic,45-54,2023,1,,0.999999999999999,False
Internal/systemic,55-64,2023,0,,,False
Internal/systemic,65-74,2023,0,,,False
Internal/systemic,75+,2023,1,,0.9999999999999996,False
Not stated/other,0-4,2023,8,,0.5570226021540008,False
Not stated/other,5-9,2023,37,,0.32396330485955377,False
Not stated/other,10-14,2023,63,1700.0,0.2174786684842465,True
Not stated/other,15-17,2023,49,1500.0,0.22810448210817297,True
Not stated/other,18-24,2023,47,1900.0,0.3163846066733841,True
Not stated/other,25-34,2023,37,1700.0,0.31419798556090506,True
Not stated/other,35-44,2023,26,,0.4046854539528064,False
Not stated/other,45-54,2023,18,,0.28737499218311685,False
Not stated/other,55-64,2023,32,1600.0,0.3013918167887855,True
Not stated/other,65-74,2023,43,,0.42034391338793053,False
Not stated/other,75+,2023,45,,0.3617197471164566,False
Head/face,0-4,2024,851,26200.0,0.1598604719417418,True
Head/face,5-9,2024,2802,82700.0,0.12910880468699584,True
Head/face,10-14,2024,4839,146200.0,0.09452920109200945,True
Head/face,15-17,2024,3072,104000.0,0.09446886906151797,True
Head/face,18-24,2024,1562,77900.0,0.12680428118802628,True
Head/face,25-34,2024,914,43000.0,0.09968952618974103,True
Head/face,35-44,2024,575,28700.0,0.09960719026758066,True
Head/face,45-54,2024,368,18000.0,0.11388773968808316,True
Head/face,55-64,2024,318,15800.0,0.12704826666540525,True
Head/face,65-74,2024,410,21600.0,0.12885170441805666,True
Head/face,75+,2024,417,20900.0,0.18632387940185485,True
Neck,0-4,2024,14,,0.39563140843438016,False
Neck,5-9,2024,157,4400.0,0.16563577481597952,True
Neck,10-14,2024,342,9600.0,0.11835868282214929,True
Neck,15-17,2024,218,6400.0,0.14873777739849822,True
Neck,18-24,2024,123,5300.0,0.10752245464327122,True
Neck,25-34,2024,134,6300.0,0.13414544485283864,True
Neck,35-44,2024,93,4400.0,0.1308275897190828,True
Neck,45-54,2024,64,2900.0,0.17034478765179603,True
Neck,55-64,2024,52,2600.0,0.19836544270252493,True
Neck,65-74,2024,42,2300.0,0.17623655745478317,True
Neck,75+,2024,43,2000.0,0.21968769709273078,True
Shoulder/upper arm,0-4,2024,40,,0.2735727749924503,False
Shoulder/upper arm,5-9,2024,273,7400.0,0.17269800485097797,True
Shoulder/upper arm,10-14,2024,1164,38700.0,0.09533101055361042,True
Shoulder/upper arm,15-17,2024,1033,35700.0,0.08790875480245731,True
Shoulder/upper arm,18-24,2024,735,36500.0,0.12690696582806454,True
Shoulder/upper arm,25-34,2024,462,22500.0,0.09055626063294134,True
Shoulder/upper arm,35-44,2024,360,18100.0,0.09364894108330533,True
Shoulder/upper arm,45-54,2024,236,12200.0,0.10881171051094209,True
Shoulder/upper arm,55-64,2024,233,12100.0,0.11799460638469975,True
Shoulder/upper arm,65-74,2024,162,8500.0,0.18005362048402493,True
Shoulder/upper arm,75+,2024,108,5500.0,0.19572807690525354,True
Elbow/forearm,0-4,2024,105,2500.0,0.20065790834642008,True
Elbow/forearm,5-9,2024,742,19400.0,0.11403159988670337,True
Elbow/forearm,10-14,2024,1705,44700.0,0.10685665208768841,True
Elbow/forearm,15-17,2024,589,19900.0,0.09490196511033584,True
Elbow/forearm,18-24,2024,234,12100.0,0.1221210684743149,True
Elbow/forearm,25-34,2024,179,8200.0,0.10438405426343698,True
Elbow/forearm,35-44,2024,152,7800.0,0.11777565751574708,True
Elbow/forearm,45-54,2024,77,3900.0,0.159122385024029,True
Elbow/forearm,55-64,2024,82,4300.0,0.17209684774513007,True
Elbow/forearm,65-74,2024,102,5400.0,0.17257414221977796,True
Elbow/forearm,75+,2024,53,2500.0,0.18883307483446488,True
Wrist/hand,0-4,2024,172,5000.0,0.1312037642413755,True
Wrist/hand,5-9,2024,1151,35700.0,0.09682711999162832,True
Wrist/hand,10-14,2024,4550,152100.0,0.08511804150571733,True
Wrist/hand,15-17,2024,1933,69500.0,0.09118708790948757,True
Wrist/hand,18-24,2024,1000,49400.0,0.13369464985681043,True
Wrist/hand,25-34,2024,687,33000.0,0.08789330855627452,True
Wrist/hand,35-44,2024,437,22000.0,0.09897746416046274,True
Wrist/hand,45-54,2024,274,15200.0,0.09736084981675686,True
Wrist/hand,55-64,2024,253,14500.0,0.13173666450585092,True
Wrist/hand,65-74,2024,204,12300.0,0.14853577145120114,True
Wrist/hand,75+,2024,107,6300.0,0.1792645220328576,True
Trunk/spine,0-4,2024,60,1300.0,0.1916024978714377,True
Trunk/spine,5-9,2024,423,11900.0,0.1357810260620338,True
Trunk/spine,10-14,2024,1578,49000.0,0.1090137813058444,True
Trunk/spine,15-17,2024,1300,44000.0,0.0966167994584537,True
Trunk/spine,18-24,2024,1033,48700.0,0.11504643150881437,True
Trunk/spine,25-34,2024,1167,54800.0,0.1018125215196777,True
Trunk/spine,35-44,2024,917,42900.0,0.1068872477344759,True
Trunk/spine,45-54,2024,704,32900.0,0.12360533597345959,True
Trunk/spine,55-64,2024,729,35600.0,0.15401236777888577,True
Trunk/spine,65-74,2024,727,37000.0,0.1847085835193597,True
Trunk/spine,75+,2024,613,30600.0,0.21395016152402627,True
Hip/thigh,0-4,2024,44,,0.2790568700326074,False
Hip/thigh,5-9,2024,171,3700.0,0.18779060989866808,True
Hip/thigh,10-14,2024,326,8900.0,0.14499262470315366,True
Hip/thigh,15-17,2024,246,7700.0,0.12368079700798082,True
Hip/thigh,18-24,2024,156,7500.0,0.17374635496971697,True
Hip/thigh,25-34,2024,119,5900.0,0.14260937035723814,True
Hip/thigh,35-44,2024,98,5000.0,0.1719551359364299,True
Hip/thigh,45-54,2024,54,2700.0,0.1830707207879389,True
Hip/thigh,55-64,2024,48,2800.0,0.20179382073376678,True
Hip/thigh,65-74,2024,47,2600.0,0.17833570716662514,True
Hip/thigh,75+,2024,31,1800.0,0.2271338310867054,True
Knee,0-4,2024,21,,0.24349499585127227,False
Knee,5-9,2024,298,8400.0,0.14567916993367735,True
Knee,10-14,2024,1747,55300.0,0.09371123166747215,True
Knee,15-17,2024,1465,50600.0,0.08810861596534343,True
Knee,18-24,2024,905,42600.0,0.10479985544596486,True
Knee,25-34,2024,649,30400.0,0.10202205856732476,True
Knee,35-44,2024,393,19100.0,0.1080843137401733,True
Knee,45-54,2024,281,13900.0,0.1237750766248816,True
Knee,55-64,2024,231,12300.0,0.1443001159374283,True
Knee,65-74,2024,163,8600.0,0.17160190152928076,True
Knee,75+,2024,92,4900.0,0.20583718844202695,True
Lower leg,0-4,2024,57,1400.0,0.25072832717291965,True
Lower leg,5-9,2024,224,6100.0,0.15043191904344932,True
Lower leg,10-14,2024,721,19300.0,0.11363988164660616,True
Lower leg,15-17,2024,456,14300.0,0.11657113371837274,True
Lower leg,18-24,2024,227,10800.0,0.13821642516114097,True
Lower leg,25-34,2024,369,17500.0,0.10027087806163154,True
Lower leg,35-44,2024,332,15800.0,0.10923298807655767,True
Lower leg,45-54,2024,198,9900.0,0.13090064188380948,True
Lower leg,55-64,2024,140,7100.0,0.1661651452030129,True
Lower leg,65-74,2024,118,6000.0,0.18778958639786406,True
Lower leg,75+,2024,82,4000.0,0.1938115898074928,True
Ankle,0-4,2024,26,,0.27104532373761936,False
Ankle,5-9,2024,400,11800.0,0.148585108364079,True
Ankle,10-14,2024,2323,76200.0,0.09022349037725028,True
Ankle,15-17,2024,1905,68500.0,0.08995077673114812,True
Ankle,18-24,2024,1123,52400.0,0.1179667860549149,True
Ankle,25-34,2024,642,29900.0,0.0892364707959316,True
Ankle,35-44,2024,298,14900.0,0.1064063205959139,True
Ankle,45-54,2024,153,7600.0,0.12764889312735175,True
Ankle,55-64,2024,88,4900.0,0.13862889556318087,True
Ankle,65-74,2024,71,4000.0,0.1797961426525905,True
Ankle,75+,2024,27,1200.0,0.2775419343617672,True
Foot/toes,0-4,2024,130,3500.0,0.1744021777666851,True
Foot/toes,5-9,2024,419,12400.0,0.15311825574235788,True
Foot/toes,10-14,2024,1134,35200.0,0.10302739652768113,True
Foot/toes,15-17,2024,618,22200.0,0.11803183646753794,True
Foot/toes,18-24,2024,433,20800.0,0.13119590294544312,True
Foot/toes,25-34,2024,334,16300.0,0.10674902720546961,True
Foot/toes,35-44,2024,265,13100.0,0.11693509509120346,True
Foot/toes,45-54,2024,167,8300.0,0.11947054252875505,True
Foot/toes,55-64,2024,112,5800.0,0.135627083416065,True
Foot/toes,65-74,2024,63,3100.0,0.2025244671031851,True
Foot/toes,75+,2024,36,2000.0,0.2612922051043749,True
Multiple/systemic,0-4,2024,202,5400.0,0.27499981679359653,True
Multiple/systemic,5-9,2024,150,4600.0,0.27665463178298166,True
Multiple/systemic,10-14,2024,215,6700.0,0.21359198494546805,True
Multiple/systemic,15-17,2024,178,6100.0,0.21078206116427298,True
Multiple/systemic,18-24,2024,188,8300.0,0.14649569117703026,True
Multiple/systemic,25-34,2024,150,7300.0,0.1749142111315416,True
Multiple/systemic,35-44,2024,113,5700.0,0.15857251072030676,True
Multiple/systemic,45-54,2024,103,5300.0,0.1714460443837444,True
Multiple/systemic,55-64,2024,114,,0.3429302914718339,False
Multiple/systemic,65-74,2024,142,7300.0,0.3124895484306827,True
Multiple/systemic,75+,2024,143,,0.34458836850904107,False
Internal/systemic,0-4,2024,54,1500.0,0.20873724733442992,True
Internal/systemic,5-9,2024,30,,0.2805734349335414,False
Internal/systemic,10-14,2024,20,,0.41731634684772884,False
Internal/systemic,15-17,2024,6,,0.6406762129270644,False
Internal/systemic,18-24,2024,1,,1.0,False
Internal/systemic,25-34,2024,1,,1.0000000000000002,False
Internal/systemic,35-44,2024,1,,1.0000000000000002,False
Internal/systemic,45-54,2024,1,,1.0000000000000002,False
Internal/systemic,55-64,2024,3,,0.6544015903417914,False
Internal/systemic,65-74,2024,2,,0.6952217871538071,False
Internal/systemic,75+,2024,1,,1.0000000000000002,False
Not stated/other,0-4,2024,8,,0.5035073403831056,False
Not stated/other,5-9,2024,31,,0.29546266876327265,False
Not stated/other,10-14,2024,80,2300.0,0.2013591274121245,True
Not stated/other,15-17,2024,78,2800.0,0.1823902386551272,True
Not stated/other,18-24,2024,40,2100.0,0.29722663896434875,True
Not stated/other,25-34,2024,43,2200.0,0.2831211931947658,True
Not stated/other,35-44,2024,40,2100.0,0.2675062034787473,True
Not stated/other,45-54,2024,31,1400.0,0.25623625967281355,True
Not stated/other,55-64,2024,35,,0.3509319996850572,False
Not stated/other,65-74,2024,64,3900.0,0.32792308351412264,True
Not stated/other,75+,2024,48,2100.0,0.24094842476909123,True
Head/face,0-4,2025,906,24900.0,0.20795593992002334,True
Head/face,5-9,2025,3115,84700.0,0.15989679454939185,True
Head/face,10-14,2025,5100,146300.0,0.09449822554427047,True
Head/face,15-17,2025,3279,104500.0,0.0902978071413056,True
Head/face,18-24,2025,1669,78700.0,0.14129784754787164,True
Head/face,25-34,2025,1022,46800.0,0.10039003071693256,True
Head/face,35-44,2025,655,31300.0,0.1077203529677687,True
Head/face,45-54,2025,362,17200.0,0.11629872582913002,True
Head/face,55-64,2025,358,17000.0,0.14205972685109922,True
Head/face,65-74,2025,420,20400.0,0.13107793478694243,True
Head/face,75+,2025,433,20300.0,0.17493207624228096,True
Neck,0-4,2025,19,,0.3829256701276715,False
Neck,5-9,2025,135,3300.0,0.1784463007230916,True
Neck,10-14,2025,385,10200.0,0.12102507035529218,True
Neck,15-17,2025,230,6400.0,0.11212967817872771,True
Neck,18-24,2025,141,6200.0,0.1379574163318883,True
Neck,25-34,2025,127,5900.0,0.14052669884410235,True
Neck,35-44,2025,113,5300.0,0.11043619140186772,True
Neck,45-54,2025,69,2900.0,0.18678820040295152,True
Neck,55-64,2025,68,2900.0,0.14970690875093104,True
Neck,65-74,2025,39,1900.0,0.21273473652579913,True
Neck,75+,2025,43,2000.0,0.20948475183270482,True
Shoulder/upper arm,0-4,2025,39,,0.2809524963765927,False
Shoulder/upper arm,5-9,2025,328,9100.0,0.16379317435022225,True
Shoulder/upper arm,10-14,2025,1188,36500.0,0.0985214697811029,True
Shoulder/upper arm,15-17,2025,974,32100.0,0.09808942887749741,True
Shoulder/upper arm,18-24,2025,761,36300.0,0.11167760129225866,True
Shoulder/upper arm,25-34,2025,486,23200.0,0.09443975976195598,True
Shoulder/upper arm,35-44,2025,349,16700.0,0.1123044779414278,True
Shoulder/upper arm,45-54,2025,242,12600.0,0.11910194870052393,True
Shoulder/upper arm,55-64,2025,216,11400.0,0.1558839415562551,True
Shoulder/upper arm,65-74,2025,167,7900.0,0.1458661303520194,True
Shoulder/upper arm,75+,2025,100,4800.0,0.17923948877015458,True
Elbow/forearm,0-4,2025,97,2300.0,0.14870794722140987,True
