Body_Region,Age_Band,Source_Year,n,estimate,cv_approx,annual_pass
Head/face,0-4,2016,868,27900.0,0.14772391099942525,True
Head/face,5-9,2016,2951,90600.0,0.15097855470096197,True
Head/face,10-14,2016,5456,161000.0,0.115760685298501,True
Head/face,15-17,2016,3518,115800.0,0.11133047217422697,True
Head/face,18-24,2016,2009,81900.0,0.1022740306797575,True
Head/face,25-34,2016,1058,43800.0,0.11780163386658525,True
Head/face,35-44,2016,519,23400.0,0.12703563966060302,True
Head/face,45-54,2016,396,16800.0,0.14928381253609552,True
Head/face,55-64,2016,278,12900.0,0.15892979252904293,True
Head/face,65-74,2016,194,10100.0,0.2695377728920783,True
Head/face,75+,2016,177,9700.0,0.2617273128314836,True
Neck,0-4,2016,19,,0.3779934025715576,False
Neck,5-9,2016,129,4000.0,0.1835771276555504,True
Neck,10-14,2016,466,12200.0,0.13610539579203787,True
Neck,15-17,2016,247,8800.0,0.1752011078639143,True
Neck,18-24,2016,150,5600.0,0.12321240461735153,True
Neck,25-34,2016,154,6400.0,0.13419256520449863,True
Neck,35-44,2016,102,4400.0,0.14975018184145172,True
Neck,45-54,2016,84,4000.0,0.2663686002706911,True
Neck,55-64,2016,32,1400.0,0.23894268473768615,True
Neck,65-74,2016,34,1700.0,0.31746857215076235,True
Neck,75+,2016,19,,0.3956637691016603,False
Shoulder/upper arm,0-4,2016,28,,0.3475367837695637,False
Shoulder/upper arm,5-9,2016,281,7900.0,0.19029862938277223,True
Shoulder/upper arm,10-14,2016,1186,35700.0,0.13083361327519005,True
Shoulder/upper arm,15-17,2016,1042,36200.0,0.12194862445653454,True
Shoulder/upper arm,18-24,2016,900,38400.0,0.10565917613847904,True
Shoulder/upper arm,25-34,2016,647,27100.0,0.11086756453179666,True
Shoulder/upper arm,35-44,2016,377,17100.0,0.10633599989765694,True
Shoulder/upper arm,45-54,2016,282,11800.0,0.11536607749295984,True
Shoulder/upper arm,55-64,2016,155,7100.0,0.16758985952869188,True
Shoulder/upper arm,65-74,2016,120,6100.0,0.23825636772026765,True
Shoulder/upper arm,75+,2016,63,3400.0,0.22381262211669817,True
Elbow/forearm,0-4,2016,123,2400.0,0.1937244835810537,True
Elbow/forearm,5-9,2016,839,20300.0,0.17047644999689965,True
Elbow/forearm,10-14,2016,1967,51900.0,0.12001046602658925,True
Elbow/forearm,15-17,2016,718,24700.0,0.12476558748572479,True
Elbow/forearm,18-24,2016,319,13300.0,0.12442706251057967,True
Elbow/forearm,25-34,2016,229,8700.0,0.13048530314438234,True
Elbow/forearm,35-44,2016,141,7000.0,0.15495703783011713,True
Elbow/forearm,45-54,2016,122,5300.0,0.11997495552247592,True
Elbow/forearm,55-64,2016,76,3300.0,0.19195441289881837,True
Elbow/forearm,65-74,2016,51,2700.0,0.24154320672120982,True
Elbow/forearm,75+,2016,26,,0.2484600313546234,False
Wrist/hand,0-4,2016,141,4100.0,0.1525655078017919,True
Wrist/hand,5-9,2016,1330,43700.0,0.14141105119942848,True
Wrist/hand,10-14,2016,5255,174200.0,0.1168197734076066,True
Wrist/hand,15-17,2016,2285,79400.0,0.1132324994072866,True
Wrist/hand,18-24,2016,1292,53000.0,0.08927063189480729,True
Wrist/hand,25-34,2016,918,37400.0,0.09253452449002456,True
Wrist/hand,35-44,2016,550,25200.0,0.10787741050566305,True
Wrist/hand,45-54,2016,370,18500.0,0.11432283713669025,True
Wrist/hand,55-64,2016,267,14000.0,0.14495814121319373,True
Wrist/hand,65-74,2016,159,9300.0,0.19233268277326943,True
Wrist/hand,75+,2016,62,3500.0,0.22833306774564166,True
Trunk/spine,0-4,2016,58,,0.3431925688979329,False
Trunk/spine,5-9,2016,413,12400.0,0.1516426378006752,True
Trunk/spine,10-14,2016,1683,51500.0,0.1344836053426915,True
Trunk/spine,15-17,2016,1341,48400.0,0.12041980490429127,True
Trunk/spine,18-24,2016,1135,45700.0,0.12070369126078624,True
Trunk/spine,25-34,2016,1309,53400.0,0.13503928011485206,True
Trunk/spine,35-44,2016,896,38200.0,0.12358830543314502,True
Trunk/spine,45-54,2016,704,31400.0,0.1359586251632698,True
Trunk/spine,55-64,2016,507,22700.0,0.19042350394479643,True
Trunk/spine,65-74,2016,438,24200.0,0.3009011601238484,True
Trunk/spine,75+,2016,278,15500.0,0.31762876960952763,True
Hip/thigh,0-4,2016,26,,0.3745854471417725,False
Hip/thigh,5-9,2016,160,3900.0,0.22606070815739113,True
Hip/thigh,10-14,2016,305,7600.0,0.21245036376356122,True
Hip/thigh,15-17,2016,218,6600.0,0.12007147622062783,True
Hip/thigh,18-24,2016,160,6100.0,0.1388233140071124,True
Hip/thigh,25-34,2016,151,6200.0,0.14189354244118604,True
Hip/thigh,35-44,2016,75,3300.0,0.21088957896995178,True
Hip/thigh,45-54,2016,63,3300.0,0.18250318626095888,True
Hip/thigh,55-64,2016,46,2300.0,0.20236128473838855,True
Hip/thigh,65-74,2016,27,,0.2344019655935713,False
Hip/thigh,75+,2016,19,,0.29746676561260177,False
Knee,0-4,2016,22,,0.4393233591304866,False
Knee,5-9,2016,341,9400.0,0.20579604004388907,True
Knee,10-14,2016,1922,58100.0,0.1280169672781346,True
Knee,15-17,2016,1566,50700.0,0.12452370678737658,True
Knee,18-24,2016,1152,45500.0,0.0942381763142381,True
Knee,25-34,2016,876,33800.0,0.10229721606570216,True
Knee,35-44,2016,457,18600.0,0.10004494134273488,True
Knee,45-54,2016,323,14100.0,0.10049480143383137,True
Knee,55-64,2016,179,8000.0,0.15877433355271378,True
Knee,65-74,2016,108,5500.0,0.22487625202006264,True
Knee,75+,2016,46,2300.0,0.23463068625164057,True
Lower leg,0-4,2016,57,1300.0,0.26686321466454643,True
Lower leg,5-9,2016,223,6100.0,0.20490707441345765,True
Lower leg,10-14,2016,855,22700.0,0.14020838634747004,True
Lower leg,15-17,2016,508,15900.0,0.11215407200898371,True
Lower leg,18-24,2016,339,13500.0,0.13056337805772986,True
Lower leg,25-34,2016,389,14900.0,0.12154431510235528,True
Lower leg,35-44,2016,345,15000.0,0.12416811784380899,True
Lower leg,45-54,2016,212,9300.0,0.16082925552346938,True
Lower leg,55-64,2016,130,6100.0,0.18964748687073663,True
Lower leg,65-74,2016,81,4200.0,0.2829028398604135,True
Lower leg,75+,2016,49,2900.0,0.28484591933691766,True
Ankle,0-4,2016,27,,0.3872197461032771,False
Ankle,5-9,2016,480,14500.0,0.15192811209447035,True
Ankle,10-14,2016,2624,83900.0,0.10661529700821606,True
Ankle,15-17,2016,2157,79300.0,0.1038591155252746,True
Ankle,18-24,2016,1513,58000.0,0.08080027032777451,True
Ankle,25-34,2016,904,35900.0,0.10293025624416909,True
Ankle,35-44,2016,402,16700.0,0.12946719795777928,True
Ankle,45-54,2016,199,8800.0,0.10333918199730906,True
Ankle,55-64,2016,104,4200.0,0.17044429102674857,True
Ankle,65-74,2016,42,2000.0,0.2569648302425038,True
Ankle,75+,2016,20,,0.35519397628461785,False
Foot/toes,0-4,2016,101,2800.0,0.18747702625750357,True
Foot/toes,5-9,2016,450,14700.0,0.1430287674768195,True
Foot/toes,10-14,2016,1291,41500.0,0.13742191261277018,True
Foot/toes,15-17,2016,614,21700.0,0.1151781107364704,True
Foot/toes,18-24,2016,601,23500.0,0.10722920103546912,True
Foot/toes,25-34,2016,522,22900.0,0.10429277862171295,True
Foot/toes,35-44,2016,309,13700.0,0.138908742566078,True
Foot/toes,45-54,2016,219,10500.0,0.13426760060984086,True
Foot/toes,55-64,2016,117,5300.0,0.18844824263555549,True
Foot/toes,65-74,2016,59,3600.0,0.24336889373058151,True
Foot/toes,75+,2016,19,,0.33644351371735265,False
Multiple/systemic,0-4,2016,178,,0.35319514319530615,False
Multiple/systemic,5-9,2016,168,5200.0,0.2892835201929614,True
Multiple/systemic,10-14,2016,272,9200.0,0.20977555640819345,True
Multiple/systemic,15-17,2016,217,9100.0,0.20442595344193806,True
Multiple/systemic,18-24,2016,201,8700.0,0.18020433571541616,True
Multiple/systemic,25-34,2016,143,7100.0,0.2570458746921554,True
Multiple/systemic,35-44,2016,123,5600.0,0.2165261151459405,True
Multiple/systemic,45-54,2016,104,5400.0,0.31707896773116967,True
Multiple/systemic,55-64,2016,92,4800.0,0.267692948539131,True
Multiple/systemic,65-74,2016,114,,0.525934561771121,False
Multiple/systemic,75+,2016,98,,0.4138164394882936,False
Internal/systemic,0-4,2016,29,,0.2679531529885495,False
Internal/systemic,5-9,2016,11,,0.41852377573162314,False
Internal/systemic,10-14,2016,3,,0.6141761147003685,False
Internal/systemic,15-17,2016,1,,1.0,False
Internal/systemic,18-24,2016,1,,1.0000000000000007,False
Internal/systemic,25-34,2016,0,,,False
Internal/systemic,35-44,2016,1,,0.9999999999999998,False
Internal/systemic,45-54,2016,0,,,False
Internal/systemic,55-64,2016,2,,0.8589373543427751,False
Internal/systemic,65-74,2016,0,,,False
Internal/systemic,75+,2016,0,,,False
Not stated/other,0-4,2016,5,,0.6168230207733749,False
Not stated/other,5-9,2016,12,,0.49023801184520766,False
Not stated/other,10-14,2016,33,,0.5281119303469899,False
Not stated/other,15-17,2016,28,,0.2915373310149281,False
Not stated/other,18-24,2016,26,,0.30845038760679905,False
Not stated/other,25-34,2016,20,,0.40848263965505727,False
Not stated/other,35-44,2016,9,,0.42352722062474163,False
Not stated/other,45-54,2016,10,,0.5334344314198631,False
Not stated/other,55-64,2016,8,,0.44063941185425126,False
Not stated/other,65-74,2016,6,,0.5214032763854879,False
Not stated/other,75+,2016,10,,0.49605122033936266,False
Head/face,0-4,2017,876,26400.0,0.19112334033487108,True
Head/face,5-9,2017,3084,87500.0,0.15922952075347963,True
Head/face,10-14,2017,5567,159400.0,0.10638471820357633,True
Head/face,15-17,2017,3384,108600.0,0.09917468615840859,True
Head/face,18-24,2017,1864,72200.0,0.10085201359414335,True
Head/face,25-34,2017,995,38600.0,0.10027108923876737,True
Head/face,35-44,2017,548,24200.0,0.10297216849005048,True
Head/face,45-54,2017,381,16300.0,0.1207133935608719,True
Head/face,55-64,2017,261,11600.0,0.1436234693580398,True
Head/face,65-74,2017,230,11100.0,0.20595333867796017,True
Head/face,75+,2017,201,9900.0,0.26432138071307887,True
Neck,0-4,2017,18,,0.3778908954984427,False
Neck,5-9,2017,158,3300.0,0.19808004256883757,True
Neck,10-14,2017,406,11600.0,0.14878696436522873,True
Neck,15-17,2017,283,10300.0,0.13344371049921575,True
Neck,18-24,2017,136,5300.0,0.14578212976632707,True
Neck,25-34,2017,163,6400.0,0.12577973741834172,True
Neck,35-44,2017,101,4600.0,0.13228223252125945,True
Neck,45-54,2017,94,4600.0,0.15064668483088026,True
Neck,55-64,2017,38,1900.0,0.18117434857221215,True
Neck,65-74,2017,28,1300.0,0.24768582370604542,True
Neck,75+,2017,21,,0.24702182372656872,False
Shoulder/upper arm,0-4,2017,34,,0.34048421445485993,False
Shoulder/upper arm,5-9,2017,255,7500.0,0.13539418570829934,True
Shoulder/upper arm,10-14,2017,1260,38400.0,0.1023704498877074,True
Shoulder/upper arm,15-17,2017,1048,35000.0,0.11276161158956473,True
Shoulder/upper arm,18-24,2017,835,34300.0,0.07560787268206386,True
Shoulder/upper arm,25-34,2017,662,28500.0,0.07273690674975437,True
Shoulder/upper arm,35-44,2017,354,16100.0,0.12320029053889835,True
Shoulder/upper arm,45-54,2017,284,13000.0,0.11076219563633004,True
Shoulder/upper arm,55-64,2017,166,7600.0,0.14842498198310428,True
Shoulder/upper arm,65-74,2017,132,6500.0,0.1524525212641051,True
Shoulder/upper arm,75+,2017,68,3500.0,0.3012586402509093,True
Elbow/forearm,0-4,2017,109,2100.0,0.1904292724694031,True
Elbow/forearm,5-9,2017,794,19200.0,0.15801695574706448,True
Elbow/forearm,10-14,2017,1929,51600.0,0.12189990519812482,True
Elbow/forearm,15-17,2017,674,20000.0,0.09752540501820423,True
Elbow/forearm,18-24,2017,266,10800.0,0.11990960915328616,True
Elbow/forearm,25-34,2017,220,8100.0,0.11475735115703058,True
Elbow/forearm,35-44,2017,135,6500.0,0.11995253611353683,True
Elbow/forearm,45-54,2017,83,3900.0,0.17715645426968682,True
Elbow/forearm,55-64,2017,83,3800.0,0.20592784743570428,True
Elbow/forearm,65-74,2017,53,3300.0,0.25223789549123676,True
Elbow/forearm,75+,2017,30,1400.0,0.2719032242077658,True
Wrist/hand,0-4,2017,161,4200.0,0.17400953524696228,True
Wrist/hand,5-9,2017,1346,38400.0,0.1385880941266381,True
Wrist/hand,10-14,2017,5228,159700.0,0.1017925856464505,True
Wrist/hand,15-17,2017,2339,77300.0,0.09456857215566317,True
Wrist/hand,18-24,2017,1237,49300.0,0.08012037231353938,True
Wrist/hand,25-34,2017,937,37700.0,0.07888044115713466,True
Wrist/hand,35-44,2017,475,21300.0,0.0909584797414535,True
Wrist/hand,45-54,2017,374,17800.0,0.10816186119526539,True
Wrist/hand,55-64,2017,272,13000.0,0.09794733937659565,True
Wrist/hand,65-74,2017,182,10000.0,0.14005488103079058,True
Wrist/hand,75+,2017,99,5000.0,0.1884513140528538,True
Trunk/spine,0-4,2017,60,,0.4159555173938127,False
Trunk/spine,5-9,2017,467,12400.0,0.16421688938350942,True
Trunk/spine,10-14,2017,1827,58200.0,0.12786760905911435,True
Trunk/spine,15-17,2017,1377,46000.0,0.11109676076744557,True
Trunk/spine,18-24,2017,1211,48200.0,0.10824708759062253,True
Trunk/spine,25-34,2017,1329,52800.0,0.11404063251891583,True
Trunk/spine,35-44,2017,897,38900.0,0.09936902693762135,True
Trunk/spine,45-54,2017,800,37600.0,0.11820480344236017,True
Trunk/spine,55-64,2017,590,27700.0,0.1465497301016764,True
Trunk/spine,65-74,2017,471,24200.0,0.2645077540411386,True
Trunk/spine,75+,2017,360,18700.0,0.2618450542887557,True
Hip/thigh,0-4,2017,41,,0.244441247075013,False
Hip/thigh,5-9,2017,172,4300.0,0.20340027277279388,True
Hip/thigh,10-14,2017,366,8900.0,0.09655299742628234,True
Hip/thigh,15-17,2017,261,7400.0,0.14758840894170908,True
Hip/thigh,18-24,2017,178,7200.0,0.13056773838250216,True
Hip/thigh,25-34,2017,121,4800.0,0.17172098120982932,True
Hip/thigh,35-44,2017,89,3900.0,0.18520814302044133,True
Hip/thigh,45-54,2017,56,2500.0,0.15565489802555896,True
Hip/thigh,55-64,2017,53,2300.0,0.16590411901232846,True
Hip/thigh,65-74,2017,38,1800.0,0.23429859262743888,True
Hip/thigh,75+,2017,27,1400.0,0.23456157862791333,True
Knee,0-4,2017,34,,0.25213225086428176,False
Knee,5-9,2017,337,9800.0,0.14434270860646384,True
Knee,10-14,2017,2103,62800.0,0.10714752326912204,True
Knee,15-17,2017,1612,51100.0,0.09797133970169139,True
Knee,18-24,2017,1082,41300.0,0.08155390423633715,True
Knee,25-34,2017,861,35000.0,0.08465674957806214,True
Knee,35-44,2017,441,18700.0,0.10608076945027582,True
Knee,45-54,2017,298,13400.0,0.10978269843046559,True
Knee,55-64,2017,200,9000.0,0.13094646420054318,True
Knee,65-74,2017,107,5300.0,0.17997913109638067,True
Knee,75+,2017,71,3300.0,0.21173615121227723,True
Lower leg,0-4,2017,56,,0.36662995275208954,False
Lower leg,5-9,2017,241,6200.0,0.14697871009191574,True
Lower leg,10-14,2017,882,23700.0,0.11848122254614617,True
Lower leg,15-17,2017,559,17900.0,0.12349629241882147,True
Lower leg,18-24,2017,341,12800.0,0.10527488796489391,True
Lower leg,25-34,2017,394,15200.0,0.12776229037457962,True
Lower leg,35-44,2017,308,13800.0,0.10045982824616363,True
Lower leg,45-54,2017,230,9000.0,0.1417534939065995,True
Lower leg,55-64,2017,134,6300.0,0.14275760465654022,True
Lower leg,65-74,2017,107,5100.0,0.23926024837694668,True
Lower leg,75+,2017,52,2700.0,0.32094346410903074,True
Ankle,0-4,2017,21,,0.3611654856454429,False
Ankle,5-9,2017,513,13400.0,0.1741229065925639,True
Ankle,10-14,2017,2691,82800.0,0.10578794326963274,True
Ankle,15-17,2017,2382,79900.0,0.08424905181281146,True
Ankle,18-24,2017,1572,59900.0,0.08359106198969693,True
Ankle,25-34,2017,859,34600.0,0.08444813366700547,True
Ankle,35-44,2017,387,16400.0,0.09357790191831773,True
Ankle,45-54,2017,178,6900.0,0.1076521286548448,True
Ankle,55-64,2017,98,4800.0,0.15620430867663737,True
Ankle,65-74,2017,53,2200.0,0.18942440777964814,True
Ankle,75+,2017,18,,0.3268216957500758,False
Foot/toes,0-4,2017,110,3100.0,0.16606215203919716,True
Foot/toes,5-9,2017,513,16400.0,0.1534679008987264,True
Foot/toes,10-14,2017,1390,43400.0,0.1255327375779755,True
Foot/toes,15-17,2017,690,23300.0,0.12818444941317325,True
Foot/toes,18-24,2017,559,21000.0,0.10436574001932072,True
Foot/toes,25-34,2017,535,20700.0,0.10478193946019185,True
Foot/toes,35-44,2017,295,12600.0,0.10263662378101795,True
Foot/toes,45-54,2017,188,8700.0,0.11425817642720867,True
Foot/toes,55-64,2017,115,5500.0,0.1832678854570277,True
Foot/toes,65-74,2017,63,3300.0,0.20495708626787182,True
Foot/toes,75+,2017,31,1300.0,0.21430312418364963,True
Multiple/systemic,0-4,2017,295,7200.0,0.3139432651671922,True
Multiple/systemic,5-9,2017,213,5900.0,0.2055367506647199,True
Multiple/systemic,10-14,2017,310,10000.0,0.21395714215552566,True
Multiple/systemic,15-17,2017,208,7400.0,0.21200858632747407,True
Multiple/systemic,18-24,2017,191,8600.0,0.19680433482139045,True
Multiple/systemic,25-34,2017,171,7700.0,0.18015205060948247,True
Multiple/systemic,35-44,2017,114,4900.0,0.18948462528124793,True
Multiple/systemic,45-54,2017,126,6100.0,0.22918564043486833,True
Multiple/systemic,55-64,2017,124,7100.0,0.23877196713603072,True
Multiple/systemic,65-74,2017,139,,0.3435881896240417,False
Multiple/systemic,75+,2017,114,,0.39686518674343213,False
Internal/systemic,0-4,2017,33,,0.35512849967181714,False
Internal/systemic,5-9,2017,8,,0.2672612419124244,False
Internal/systemic,10-14,2017,4,,0.6265428760674377,False
Internal/systemic,15-17,2017,6,,0.4529593337164101,False
Internal/systemic,18-24,2017,1,,1.0,False
Internal/systemic,25-34,2017,1,,0.9999999999999996,False
Internal/systemic,35-44,2017,0,,,False
Internal/systemic,45-54,2017,0,,,False
Internal/systemic,55-64,2017,0,,,False
Internal/systemic,65-74,2017,0,,,False
Internal/systemic,75+,2017,0,,,False
Not stated/other,0-4,2017,12,,0.40145864964745936,False
Not stated/other,5-9,2017,29,,0.3398097346018093,False
Not stated/other,10-14,2017,36,,0.4491901307892795,False
Not stated/other,15-17,2017,26,,0.36509145229751616,False
Not stated/other,18-24,2017,29,,0.41183527712199136,False
Not stated/other,25-34,2017,19,,0.47746631981055776,False
Not stated/other,35-44,2017,17,,0.5942845453119565,False
Not stated/other,45-54,2017,10,,0.5500900971383561,False
Not stated/other,55-64,2017,19,,0.4669794359856718,False
Not stated/other,65-74,2017,19,,0.5805990668733633,False
Not stated/other,75+,2017,23,,0.42062195977716715,False
Head/face,0-4,2018,897,26500.0,0.20276488026211015,True
Head/face,5-9,2018,2860,80500.0,0.18617468693851794,True
Head/face,10-14,2018,5149,148900.0,0.12959809295860691,True
Head/face,15-17,2018,3056,98300.0,0.1281445736276798,True
Head/face,18-24,2018,1637,66700.0,0.0960864308274177,True
Head/face,25-34,2018,1002,42900.0,0.09282720208299786,True
Head/face,35-44,2018,495,21900.0,0.09470178355565882,True
Head/face,45-54,2018,363,16800.0,0.1427684128997254,True
Head/face,55-64,2018,259,12600.0,0.1416770246976438,True
Head/face,65-74,2018,230,11600.0,0.1932386911412051,True
Head/face,75+,2018,212,10400.0,0.22483964228748585,True
Neck,0-4,2018,13,,0.4248094595667114,False
Neck,5-9,2018,134,3600.0,0.2112639156552317,True
Neck,10-14,2018,355,9300.0,0.14396482602291932,True
Neck,15-17,2018,238,7600.0,0.1488473792000452,True
Neck,18-24,2018,130,5600.0,0.1269390320683077,True
Neck,25-34,2018,128,5300.0,0.1722202027870637,True
Neck,35-44,2018,67,3500.0,0.177645742202233,True
Neck,45-54,2018,64,3100.0,0.19248697913341226,True
Neck,55-64,2018,30,1300.0,0.2797345020002523,True
Neck,65-74,2018,36,1600.0,0.22668354099193835,True
Neck,75+,2018,13,,0.34431322816078125,False
Shoulder/upper arm,0-4,2018,34,,0.3304847333524071,False
Shoulder/upper arm,5-9,2018,290,8900.0,0.1950841488997458,True
Shoulder/upper arm,10-14,2018,1071,31500.0,0.1096254079837164,True
Shoulder/upper arm,15-17,2018,929,31900.0,0.11267607168946281,True
Shoulder/upper arm,18-24,2018,759,31800.0,0.10544879786258497,True
Shoulder/upper arm,25-34,2018,551,24000.0,0.09845359847091814,True
Shoulder/upper arm,35-44,2018,324,14900.0,0.11652123621542208,True
Shoulder/upper arm,45-54,2018,229,10200.0,0.13892691181465186,True
Shoulder/upper arm,55-64,2018,164,7500.0,0.12815758868507193,True
Shoulder/upper arm,65-74,2018,126,7000.0,0.1852938913652114,True
Shoulder/upper arm,75+,2018,67,3700.0,0.2850210855993423,True
Elbow/forearm,0-4,2018,101,2600.0,0.1940978674477422,True
Elbow/forearm,5-9,2018,722,17200.0,0.21925893681098504,True
Elbow/forearm,10-14,2018,1744,44400.0,0.14181463560317173,True
Elbow/forearm,15-17,2018,627,19400.0,0.11914002708216684,True
Elbow/forearm,18-24,2018,247,10500.0,0.10672353460754758,True
Elbow/forearm,25-34,2018,196,7600.0,0.11970891747297809,True
Elbow/forearm,35-44,2018,133,6000.0,0.09464883833467914,True
Elbow/forearm,45-54,2018,96,4000.0,0.14282867914577713,True
Elbow/forearm,55-64,2018,64,3000.0,0.18529036368267224,True
Elbow/forearm,65-74,2018,70,4100.0,0.1869093208983212,True
Elbow/forearm,75+,2018,30,1700.0,0.24861430364917342,True
Wrist/hand,0-4,2018,161,3900.0,0.18058524657172792,True
Wrist/hand,5-9,2018,1145,35200.0,0.159208862636256,True
Wrist/hand,10-14,2018,4644,141000.0,0.12284043228162175,True
Wrist/hand,15-17,2018,2025,70900.0,0.1014759965415064,True
Wrist/hand,18-24,2018,1016,40800.0,0.08729007004866532,True
Wrist/hand,25-34,2018,795,33100.0,0.07990073072980541,True
Wrist/hand,35-44,2018,460,21300.0,0.09291501131896243,True
Wrist/hand,45-54,2018,301,13800.0,0.10844643161115965,True
Wrist/hand,55-64,2018,264,13400.0,0.16948157022983013,True
Wrist/hand,65-74,2018,157,8700.0,0.18536236207660028,True
Wrist/hand,75+,2018,80,4800.0,0.2078455082847697,True
Trunk/spine,0-4,2018,59,1600.0,0.22588508354780826,True
Trunk/spine,5-9,2018,452,12400.0,0.17869164220201744,True
Trunk/spine,10-14,2018,1673,48500.0,0.1353106111982718,True
Trunk/spine,15-17,2018,1323,44200.0,0.12020269486346713,True
Trunk/spine,18-24,2018,1001,40300.0,0.11780539450264972,True
Trunk/spine,25-34,2018,1150,47900.0,0.1017720808078165,True
Trunk/spine,35-44,2018,888,39300.0,0.11003266001466874,True
Trunk/spine,45-54,2018,667,31800.0,0.13188042871030423,True
Trunk/spine,55-64,2018,604,28700.0,0.19373133443542703,True
Trunk/spine,65-74,2018,501,27200.0,0.32858199261866644,True
Trunk/spine,75+,2018,386,21400.0,0.30303486361648785,True
Hip/thigh,0-4,2018,51,,0.4707675002471446,False
Hip/thigh,5-9,2018,177,4500.0,0.13738415061964432,True
Hip/thigh,10-14,2018,324,8400.0,0.19303247096829868,True
Hip/thigh,15-17,2018,220,7400.0,0.15454052744729274,True
Hip/thigh,18-24,2018,159,6300.0,0.1294506048579009,True
Hip/thigh,25-34,2018,134,5300.0,0.1531665479841087,True
Hip/thigh,35-44,2018,74,3500.0,0.13042205411756344,True
Hip/thigh,45-54,2018,53,2400.0,0.15944170325614296,True
Hip/thigh,55-64,2018,43,2000.0,0.23429232350545023,True
Hip/thigh,65-74,2018,25,1300.0,0.32603404459980184,True
Hip/thigh,75+,2018,20,,0.23251356033661383,False
Knee,0-4,2018,30,,0.32332899858585135,False
Knee,5-9,2018,336,10100.0,0.20863209222979287,True
Knee,10-14,2018,1942,60000.0,0.129637532175805,True
Knee,15-17,2018,1499,49700.0,0.11442599186313948,True
Knee,18-24,2018,943,35600.0,0.09468050462180284,True
Knee,25-34,2018,716,29500.0,0.07998837229313252,True
Knee,35-44,2018,423,19100.0,0.11450355751610578,True
Knee,45-54,2018,267,11800.0,0.1277148547208194,True
Knee,55-64,2018,195,8800.0,0.13695590894558357,True
Knee,65-74,2018,113,5800.0,0.1937759010751818,True
Knee,75+,2018,70,4000.0,0.2537723353151367,True
Lower leg,0-4,2018,71,1300.0,0.23613256640744112,True
Lower leg,5-9,2018,215,5900.0,0.26838817192943826,True
Lower leg,10-14,2018,775,19600.0,0.1401667850279661,True
Lower leg,15-17,2018,479,14100.0,0.15368444035766068,True
Lower leg,18-24,2018,275,11000.0,0.11470472568963568,True
Lower leg,25-34,2018,361,15800.0,0.10468334532478553,True
Lower leg,35-44,2018,283,13300.0,0.11800797414063637,True
Lower leg,45-54,2018,196,9100.0,0.13628299351759007,True
Lower leg,55-64,2018,137,6500.0,0.18951667306896042,True
Lower leg,65-74,2018,90,4900.0,0.23961245781507387,True
Lower leg,75+,2018,50,2400.0,0.2660549608843942,True
Ankle,0-4,2018,16,,0.38889893887085997,False
Ankle,5-9,2018,478,13800.0,0.1756603916864236,True
Ankle,10-14,2018,2494,77700.0,0.12927961079448563,True
Ankle,15-17,2018,2076,70000.0,0.12320791190709093,True
Ankle,18-24,2018,1266,50000.0,0.08659107494404863,True
Ankle,25-34,2018,669,27100.0,0.08493661407818195,True
Ankle,35-44,2018,331,13600.0,0.09758045308494523,True
Ankle,45-54,2018,166,7500.0,0.1393180223030024,True
Ankle,55-64,2018,92,3500.0,0.20269379815438118,True
Ankle,65-74,2018,62,3400.0,0.2486463497341115,True
Ankle,75+,2018,17,,0.3401937535563883,False
Foot/toes,0-4,2018,105,3500.0,0.26322812181728245,True
Foot/toes,5-9,2018,410,12600.0,0.24417272918778313,True
Foot/toes,10-14,2018,1203,37400.0,0.14068367476427848,True
Foot/toes,15-17,2018,628,20900.0,0.13364315003895408,True
Foot/toes,18-24,2018,492,19700.0,0.10455081695764508,True
Foot/toes,25-34,2018,443,19000.0,0.10010701078305072,True
Foot/toes,35-44,2018,284,13000.0,0.10304163387803199,True
Foot/toes,45-54,2018,168,7400.0,0.15138381933891937,True
Foot/toes,55-64,2018,119,6400.0,0.14589182674271958,True
Foot/toes,65-74,2018,55,2700.0,0.18766069056855053,True
Foot/toes,75+,2018,19,,0.3529402936183008,False
Multiple/systemic,0-4,2018,233,,0.36929841305279293,False
Multiple/systemic,5-9,2018,162,5000.0,0.31614284296994316,True
Multiple/systemic,10-14,2018,215,6800.0,0.2930688637847439,True
Multiple/systemic,15-17,2018,149,7100.0,0.26839622853332684,True
Multiple/systemic,18-24,2018,136,6300.0,0.2252294713574897,True
Multiple/systemic,25-34,2018,116,5400.0,0.22150870295418285,True
Multiple/systemic,35-44,2018,90,4300.0,0.2190516850191795,True
Multiple/systemic,45-54,2018,77,,0.35406686813512606,False
Multiple/systemic,55-64,2018,77,3500.0,0.2634708329250337,True
Multiple/systemic,65-74,2018,132,,0.43359474129865233,False
Multiple/systemic,75+,2018,126,,0.4655118619253474,False
Internal/systemic,0-4,2018,17,,0.407191053907112,False
Internal/systemic,5-9,2018,11,,0.3303571116712553,False
Internal/systemic,10-14,2018,4,,0.8057153220610839,False
Internal/systemic,15-17,2018,3,,0.7100230406501176,False
Internal/systemic,18-24,2018,1,,1.0,False
Internal/systemic,25-34,2018,0,,,False
Internal/systemic,35-44,2018,1,,1.0000000000000002,False
Internal/systemic,45-54,2018,0,,,False
Internal/systemic,55-64,2018,0,,,False
Internal/systemic,65-74,2018,0,,,False
