Body_Region,Age_Band,n,estimate,se_bound,cv_bound,estimate_rounded,reportable,reason,percent,percent_se_bound,percent_cv_bound,years
Hip/thigh,45-54,553,2600.0,452.33859450179915,0.17168149548088227,2600.0,True,passes conservative screen,2.2,0.30730992819415726,0.14072054536897852,10
Hip/thigh,55-64,458,2200.0,468.04273224826994,0.21285107186959706,2200.0,True,passes conservative screen,2.1,0.3689911187820339,0.17321038731496666,10
Hip/thigh,65-74,356,1700.0,409.29339541636523,0.23851241202745566,1700.0,True,passes conservative screen,1.8,0.34927415550467006,0.19185682244610447,10
Hip/thigh,75+,277,1600.0,409.6286292324315,0.2607406595025145,1600.0,True,passes conservative screen,2.3,0.5010446334125614,0.2168291496030653,10
Knee,0-4,228,,230.49172721736628,0.36910957792601023,,False,"estimate < 1200; CV bound outside [0, 0.33]",,0.3864412678327934,0.29021539407647606,10
Knee,5-9,2791,7600.0,1422.486243420655,0.18764283281971222,7600.0,True,passes conservative screen,4.0,0.36258969856149603,0.09104744355492125,10
Knee,10-14,17091,50100.0,6621.202497814707,0.132189141259981,50100.0,True,passes conservative screen,8.8,0.3396609357871506,0.03869232399619081,10
Knee,15-17,13660,43300.0,5040.594986338127,0.11635460689862878,43300.0,True,passes conservative screen,10.8,0.3985483568677962,0.03683156317020071,10
Knee,18-24,8996,35700.0,3467.4623652451496,0.09702876209956793,35700.0,True,passes conservative screen,11.1,0.4815554861369133,0.043331118329734915,10
Knee,25-34,6856,28000.0,2658.633109396551,0.09510176423439287,28000.0,True,passes conservative screen,11.2,0.4904345648080651,0.043935463805795556,10
Knee,35-44,3922,17100.0,1825.914919024223,0.10692890742389351,17100.0,True,passes conservative screen,10.1,0.6242935423258312,0.06156230144754338,10
Knee,45-54,2520,11400.0,1371.3712706680374,0.11987405085765485,11400.0,True,passes conservative screen,9.5,0.778187800318628,0.08206833594800834,10
Knee,55-64,1948,9000.0,1282.2469469981406,0.14256047419687304,9000.0,True,passes conservative screen,8.7,0.7708898673242138,0.08846825861173281,10
Knee,65-74,1279,6600.0,1355.6385647617888,0.20387417724413426,6600.0,True,passes conservative screen,7.1,0.8001455637161872,0.11342841318421766,10
Knee,75+,736,3900.0,971.9275260104972,0.2495626988868374,3900.0,True,passes conservative screen,5.7,0.7790523631502072,0.1359988497222603,10
Lower leg,0-4,574,1300.0,370.40140265095476,0.2910162017478794,1300.0,True,passes conservative screen,2.7,0.6584816297212155,0.24261920967415776,10
Lower leg,5-9,2085,5500.0,1094.7441122193627,0.20075200173686902,5500.0,True,passes conservative screen,2.9,0.3514290276512642,0.1226742146249152,10
Lower leg,10-14,7299,18500.0,2451.836842121184,0.1328390824696352,18500.0,True,passes conservative screen,3.2,0.21575679427999875,0.06669896337806558,10
Lower leg,15-17,4491,13300.0,1812.2291086191483,0.13671487108057714,13300.0,True,passes conservative screen,3.3,0.23953229272490723,0.07234425936727397,10
Lower leg,18-24,2642,10700.0,1308.3770583523972,0.12215989825418308,10700.0,True,passes conservative screen,3.3,0.27628445268908036,0.08295011966342339,10
Lower leg,25-34,3502,14200.0,1628.7391392830034,0.11442828470423995,14200.0,True,passes conservative screen,5.7,0.3747435092432401,0.06593559876988574,10
Lower leg,35-44,2998,13300.0,1561.1868661720787,0.1169648506917244,13300.0,True,passes conservative screen,7.9,0.5402279681036029,0.06815362468776641,10
Lower leg,45-54,2015,9000.0,1189.6551707565927,0.1320392280783306,9000.0,True,passes conservative screen,7.5,0.5744104081598226,0.07691751692598649,10
Lower leg,55-64,1362,6700.0,1143.4166290500511,0.17136062780040612,6700.0,True,passes conservative screen,6.5,0.611220326876519,0.09455228165090648,10
