Age_Display,n,estimate,se_bound,cv_bound,estimate_rounded,reportable,reason,percent,percent_se_bound,percent_cv_bound,years
41,3372,14900.0,1670.7101055141363,0.11183136326507245,14900.0,True,passes conservative screen,0.7,0.056910956093760956,0.08727101315036406,10
42,3283,14700.0,1685.0062204257483,0.11430534343989195,14700.0,True,passes conservative screen,0.6,0.06004842064761813,0.0933207520958093,10
43,3053,13800.0,1591.034424119646,0.11496053813960766,13800.0,True,passes conservative screen,0.6,0.052684166738074786,0.08720892715693825,10
44,2993,13400.0,1529.9832435612911,0.11406098761991676,13400.0,True,passes conservative screen,0.6,0.05077268781081293,0.08671459987096988,10
45,2876,13300.0,1502.224349906369,0.11280915693583327,13300.0,True,passes conservative screen,0.6,0.050762950507841825,0.08733091883620421,10
46,2805,12500.0,1516.3898332247365,0.12116509257459766,12500.0,True,passes conservative screen,0.5,0.04776320717740632,0.08743226953366642,10
47,2759,12500.0,1523.4815228762257,0.12200881670477698,12500.0,True,passes conservative screen,0.5,0.05289958474097941,0.09705499758222084,10
48,2671,11800.0,1407.87335889221,0.11903363074096975,11800.0,True,passes conservative screen,0.5,0.04866104165307901,0.09425385185540788,10
49,2497,11400.0,1404.1269374392564,0.12279192708259898,11400.0,True,passes conservative screen,0.5,0.04671933120154482,0.09359910103695385,10
50,2489,11400.0,1425.9150447700965,0.12496593914556849,11400.0,True,passes conservative screen,0.5,0.04852463070726766,0.09742532460330279,10
51,2470,11100.0,1425.6013629548406,0.12892610665817628,11100.0,True,passes conservative screen,0.5,0.04484897254113355,0.09291950350829391,10
52,2573,11900.0,1502.918997661428,0.12670719549360784,11900.0,True,passes conservative screen,0.5,0.04577455609710754,0.08841001456251026,10
53,2496,11400.0,1464.293075341551,0.12801206514756092,11400.0,True,passes conservative screen,0.5,0.04921893652842841,0.09857498902881726,10
54,2194,10300.0,1420.3889684364146,0.13769678488058623,10300.0,True,passes conservative screen,0.5,0.04355436950910794,0.0967297035999585,10
55,2253,10300.0,1496.576354553174,0.14539602546108774,10300.0,True,passes conservative screen,0.4,0.05099430491945511,0.11349767067598214,10
56,2278,10700.0,1517.0174880306527,0.1424153225673628,10700.0,True,passes conservative screen,0.5,0.04820494490989303,0.10367387654966245,10
57,2251,10600.0,1522.75427047744,0.1430262403218801,10600.0,True,passes conservative screen,0.5,0.04724491497006025,0.1016605803595583,10
58,2168,10100.0,1452.7656307146972,0.14354108971765578,10100.0,True,passes conservative screen,0.4,0.04398211083093306,0.09955621275812014,10
59,2118,10100.0,1501.025476211847,0.1487225547536891,10100.0,True,passes conservative screen,0.4,0.04720410769646624,0.10714704119320811,10
60,2075,9800.0,1597.758029983966,0.1637733033052625,9800.0,True,passes conservative screen,0.4,0.050789495731393665,0.11926626456323909,10
61,2068,9900.0,1679.322315546399,0.1695873189943654,9900.0,True,passes conservative screen,0.4,0.052058521798178124,0.12043778618508184,10
62,1960,9300.0,1559.9363772099543,0.16742712221397157,9300.0,True,passes conservative screen,0.4,0.052379592479114924,0.1287931183218288,10
63,2021,9900.0,1832.6841462283878,0.1846183662712179,9900.0,True,passes conservative screen,0.4,0.06108617513245719,0.14097491126734985,10
64,1980,9700.0,1786.2207100296437,0.18383573196228675,9700.0,True,passes conservative screen,0.4,0.05712752807378575,0.13469511861805467,10
65,2061,10400.0,1914.0144819758248,0.18372154744576516,10400.0,True,passes conservative screen,0.5,0.06182377649007053,0.135950879672335,10
66,1987,9900.0,1963.5881225423898,0.19882633293898763,9900.0,True,passes conservative screen,0.4,0.06417839362065285,0.14887575097380873,10
67,1958,9800.0,2015.486800156509,0.20612657690564112,9800.0,True,passes conservative screen,0.4,0.06660081904533802,0.15604333349905114,10
68,1954,10000.0,2142.7578722528297,0.21529695835310234,10000.0,True,passes conservative screen,0.4,0.06793393466833554,0.15637350859559415,10
69,1842,9500.0,2164.7478471489453,0.22781055452962573,9500.0,True,passes conservative screen,0.4,0.07182500953679193,0.17316249455605875,10
70,1769,9200.0,2165.8783412606017,0.23529304458500816,9200.0,True,passes conservative screen,0.4,0.07344886992548366,0.18279813713251034,10
71,1712,8700.0,2121.727124618272,0.24301994657162726,8700.0,True,passes conservative screen,0.4,0.0730279005521566,0.1916252897066636,10
72,1549,8100.0,2028.1714424990328,0.24954869740082805,8100.0,True,passes conservative screen,0.4,0.06734375621426826,0.18982770474331462,10
73,1521,8200.0,2295.831047387729,0.2799900622784614,8200.0,True,passes conservative screen,0.4,0.08084578307777426,0.22587682831177833,10
74,1453,7700.0,1904.3582388899995,0.2479360125989148,7700.0,True,passes conservative screen,0.3,0.06395856092185818,0.19076612727158276,10
75,1379,7500.0,2037.7323786560405,0.2700727108499432,7500.0,True,passes conservative screen,0.3,0.07026927047926364,0.2133588287943985,10
76,1275,6700.0,1820.8533099908752,0.2737966072659816,6700.0,True,passes conservative screen,0.3,0.06333119094998685,0.21816364139984157,10
77,1151,6200.0,1712.136010867814,0.27664005930339697,6200.0,True,passes conservative screen,0.3,0.05788812273213362,0.21427815074361148,10
78,1067,5400.0,1531.1601658243787,0.2831278069422519,5400.0,True,passes conservative screen,0.2,0.05447464377822974,0.23076392562253595,10
79,968,5200.0,1416.8753766760294,0.274904553489589,5200.0,True,passes conservative screen,0.2,0.049636007140505166,0.2206270384783529,10
80,877,4500.0,1167.6253117149458,0.2608490766852039,4500.0,True,passes conservative screen,0.2,0.040484894419528177,0.20720032403431882,10
81,886,4700.0,1353.6099420631613,0.28637493235762307,4700.0,True,passes conservative screen,0.2,0.04667869168439494,0.22624123124213052,10
82,763,3900.0,1076.7932737560939,0.2758233844387958,3900.0,True,passes conservative screen,0.2,0.03818862668159512,0.2241013157056618,10
83,636,3400.0,985.1911475610277,0.29393626782116233,3400.0,True,passes conservative screen,0.1,0.0353895145608227,0.24189054699561469,10
84,593,3000.0,810.4184462726614,0.27236800070422246,3000.0,True,passes conservative screen,0.1,0.02847247020461466,0.21922169376831976,10
85,549,2800.0,718.1605830605245,0.25806521898884593,2800.0,True,passes conservative screen,0.1,0.025934468494069027,0.21349950850809474,10
86,435,2300.0,626.962782794542,0.2724245976587735,2300.0,True,passes conservative screen,0.1,0.022158952997541254,0.22057963284842108,10
87,395,2000.0,615.368004665696,0.3053023357585721,2000.0,True,passes conservative screen,0.1,0.023151975446041903,0.2631448559611506,10
88,352,1800.0,541.6910949913529,0.3035372873649661,1800.0,True,passes conservative screen,0.1,0.019738412886336643,0.25338692328630164,10
89,299,1500.0,446.5343156587707,0.3073198793171327,1500.0,True,passes conservative screen,0.1,0.016182101164607478,0.2551422274944729,10
90,996,4800.0,1174.6777327778877,0.24464114020041555,4800.0,True,passes conservative screen,0.2,0.03927295040872442,0.1873768360914308,10
