year,field,raw_code,label,n
2025,Body_Part,84,25-50% OF BODY,10
2025,Diagnosis,71,OTHER,101480
2025,Diagnosis,57,FRACTURE,65595
2025,Diagnosis,59,LACERATION,58450
2025,Diagnosis,62,INTERNAL INJURY,52684
2025,Diagnosis,53,"CONTUSIONS, ABR.",39034
2025,Diagnosis,64,"STRAIN, SPRAIN",30958
2025,Diagnosis,56,FOREIGN BODY,8162
2025,Diagnosis,52,CONCUSSION,7726
2025,Diagnosis,58,HEMATOMA,6434
2025,Diagnosis,55,DISLOCATION,6176
2025,Diagnosis,41,INGESTION,5092
2025,Diagnosis,68,POISONING,3735
2025,Diagnosis,72,AVULSION,3447
2025,Diagnosis,51,"BURNS, THERMAL",3093
2025,Diagnosis,48,"BURN, SCALD",2616
2025,Diagnosis,63,PUNCTURE,2517
2025,Diagnosis,74,DERMA/CONJUNCT,2427
2025,Diagnosis,61,NERVE DAMAGE,2299
2025,Diagnosis,60,DENTAL INJURY,2299
2025,Diagnosis,66,HEMORRHAGE,1365
2025,Diagnosis,65,ANOXIA,1243
2025,Diagnosis,54,CRUSHING,789
2025,Diagnosis,50,AMPUTATION,654
2025,Diagnosis,49,"BURN, CHEMICAL",481
2025,Diagnosis,69,SUBMERSION,450
2025,Diagnosis,67,ELECTRIC SHOCK,317
2025,Diagnosis,42,ASPIRATION,309
2025,Diagnosis,73,RADIATION,181
2025,Diagnosis,47,"BURN, NOT SPEC.",105
2025,Diagnosis,46,"BURN, ELECTRICAL",83
2025,Disposition,1,TREATED/EXAMINED AND RELEASED,343264
2025,Disposition,4,TREATED AND ADMITTED/HOSPITALIZED,49942
2025,Disposition,6,LEFT WITHOUT BEING SEEN,7767
2025,Disposition,2,TREATED AND TRANSFERRED,4573
2025,Disposition,5,HELD FOR OBSERVATION,4261
2025,Disposition,8,"FATALITY INCL. DOA, DIED IN ER",376
2025,Disposition,9,"UNKNOWN, NOT STATED",18
